ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Requisition,,ಕೋರಿಕೆ,,,,,,,
,,Responsibility,,"ಜವಾಬ್ದಾರಿ, ಹೊಣೆಗಾರಿಕೆ",,,,,,,
,,Responsible,,"ಜವಾಬ್ದಾರ, ಹೊಣೆಗಾರ",,,,,,,
,,Restrict,,"ನಿರ್ಬಂಧಿಸು, ಮಿತಿಗೊಳಿಸು",,,,,,,
,,Restriction,,"ನಿರ್ಬಂಧ, ಮಿತಿ",,,,,,,
,,Resume,,"ಪುನಃ ವಹಿಸಿಕೊಳ್ಳು; ಗೋಷ್ವಾರೆ, ಸಂಕ್ಷೇಪ",,,,,,,
,,Review,,"ಪುನರವಲೋಕನ, ಪುನರ್ಪರಿಶೀಲನೆ",,,,,,,
,,Revise,,ಪುನರ್ವಿಮರ್ಶಿಸು; ಪರಿಷ್ಕರಿಸು,,,,,,,
,,Revised,,ಪುನರ್ವಿಮರ್ಶಿತ; ಪರಿಷ್ಕೃತ,,,,,,,
,,Revised edition,,ಪರಿಷ್ಕೃತ ಮುದ್ರಣ,,,,,,,
,,Revised version,,ಪರಿಷ್ಕೃತ ಹೇಳಿಕೆ,,,,,,,
,,Ribbon,,"ಪಟ್ಟಿ, ಟೇಪು",,,,,,,
,,Rice Paper,,ನೆಲ್ಲುಕಾಗದ,,,,,,,
,,Rivet,,ರಿವೆಟ್‌ ಮೊಳೆ,,,,,,,
,,Rod,,ಸಲಾಕೆ,,,,,,,
,,Roller,,ಉರುಳೆ,,,,,,,
,,Roller composition,,ಉರುಳೆ ಸಂಯೋಜನ ಸಾಮಗ್ರಿ,,,,,,,
,,Roller mould,,ಉರುಳೆ ಅಚ್ಚು,,,,,,,
,,Roller stock,,ಉರುಳೆ ಹಿಡಿಕೆ,,,,,,,
,,Rolling Press,,ಉರುಳೆ ಮುದ್ರಣ ಯಂತ್ರ,,,,,,,
,,Roll moulding,,ರಟ್ಟು ಕಟ್ಟಿನ ಉರುಳೆ,,,,,,,
,,Roll of printing paper,,ಮುದ್ರಣ ಕಾಗದದ ಸುರುಳಿ,,,,,,,
,,Rosin,,ಕರ್ಪೂರ ರಾಳ,,,,,,,
,,Rotary,,ಉರುಳೆಯಂತ್ರ,,,,,,,
,,Rotograph,,ಸುರುಳಿಯಚ್ಚು,,,,,,,
,,Roulette,,ಉರುಳು ಹಲ್ಲುಚಕ್ರ,,,,,,,
,,Rubber sheet,,ರಬ್ಬರು ಹಾಳೆ,,,,,,,
,,Rubber stamp,,"ರಬ್ಬರು ಮುದ್ರೆ, ರಬ್ಬರು ಮೊಹರು",,,,,,,
,,Rubric,,"ಕೆಂಪುಶಾಯಿ ಮುದ್ರಣ, ವಿಶೇಷಕ ಮುದ್ರಣ",,,,,,,
,,Rule,,ನಿಯಮ; ಗೆರೆಕಡ್ಡಿ; ಗೆರೆ,,,,,,,
,,Run on,,"ಹಿಂದಿನಪಂಕ್ತಿಯಲ್ಲಿ ಸೇರಿಸಿ, ತೆರಪುಬೇಡ, ಮುಂದುವರಿಸು, ಒತ್ತಂಡಮಾಡು",,,,,,,
,,Sable Hair Brush,,ಕಪ್ಪು ಕೇಶ ಕುಂಚ,,,,,,,
,,Sample copy,,ಮಾದರಿ ಪ್ರತಿ,,,,,,,
,,Sanction,,ಮಂಜೂರಾತಿ,,,,,,,
,,Sanctioned Scale,,ಮಂಜೂರು ಮಾಡಿದ ಪ್ರಮಾಣ,,,,,,,
,,Sand Paper,,"ಸ್ಯಾಂಡು ಪೇಪರು, ತುರಿ ಕಾಗದ, ಮರಳು ಉಜ್ಜು ಕಾಗದ",,,,,,,
,,San-serif,,"ರೇಖಾವೈಖರಿ ರಹಿತ ಅಚ್ಚಿನಮೊಳೆ, ಬೋಳು ಅಚ್ಚುಮೊಳೆ",,,,,,,
,,Saxe,,"ಸೇಕ್ಸ್, ಛಾಯಾಚಿತ್ರ ಕಾಗದ",,,,,,,
,,Screw driver,,ಸ್ಕ್ರೂಡ್ರೈವರ್,,,,,,,
,,Screw press,,ತಿರುಪೊತ್ತಿಗೆ,,,,,,,
,,Screw wheel,,ಒಳತಿರುಪು ಚಕ್ರ,,,,,,,
,,Script,,"ಲಿಪಿ, ಹಸ್ತಪ್ರತಿ",,,,,,,
,,Script types,,ಕೈಬರಹ ರೂಪದ ಅಚ್ಚುಮೊಳೆ,,,,,,,
,,Scroll,,ಸುರುಳಿಪ್ರತಿ,,,,,,,
,,Scrutiny,,ಪರಿಶೀಲನೆ,,,,,,,
,,Secretary,,ಕಾರ್ಯದರ್ಶಿ,,,,,,,
,,Section,,ವಿಭಾಗ; ಕಲಮು; ಪ್ರಕರಣ,,,,,,,
,,Section binding,,ಬಿಡಿಭಾಗಗಳನ್ನು ದಾರದಿಂದ ಒಟ್ಟಿಗೆ ಹೊಲೆದು ರಟ್ಟು ಕಟ್ಟುವುದು,,,,,,,
,,Series,,ಶ್ರೇಣಿ,,,,,,,
,,Serif,,ಅಕ್ಷರದ ರೇಖಾ ವೈಖರಿಯ ಅಡ್ಡಗೀಟು,,,,,,,
,,Service register,,ಸೇವಾ ರಿಜಿಸ್ಟರು / ವಹಿ,,,,,,,
,,Set,,"ತಂಡ, ಅಕ್ಷರಕ್ಕೂ ಮೊಳೆಯ ಅಕ್ಷರ ಅಗಲ ಅಂಚಿಗೂ ಇರುವ ಅಂತರ",,,,,,,
,,Sheet,,"ಹಾಳೆ, ತಗಡು",,,,,,,
,,Shellac,,"ಷೆಲ್ಲಾಕ್ ಅರಗು, ಶುದ್ಧ ಅರಗು",,,,,,,
,,Shooting stick,,ಕಟ್ಟು ಸಲಾಕೆ,,,,,,,
,,Shortage,,"ಕೊರತೆ, ಅಭಾವ",,,,,,,
,,Silver paper,,"ಬೆಳ್ಳಿ ಕಾಗದ, ಬಿಳಿಯ ನವಿರು ಕಾಗದ",,,,,,,
,,Silver print,,ಬೆಳ್ಳಿ ಬಣ್ಣ ಮುದ್ರಣ,,,,,,,
,,Single,,"ಒಂದು, ಬಿಡಿ, ಒಂದೇ ಒಂದು",,,,,,,
,,Sixty four-mo,,"ಚತುಷಷ್ಟಿಮ, ಒಂದು ಹಾಳೆಯನ್ನು ಆರು ಸಲ ಮಡಿಸುವುದರಿಂದ ಆಗುವ 64 ಹಾಳೆಗಳಲ್ಲೊಂದು; ಈ ಆಕಾರದ (ಪುಸ್ತಕ)",,,,,,,
,,Size,,"ಗಾತ್ರ, ಗಂಜಿ",,,,,,,
,,Sized,,ಗಂಜಿಹಾಕಿದ,,,,,,,
,,Skeleton face type,,ತೆಳುಗೆರೆಯ ಅಚ್ಚಿನ ಮೊಳೆ,,,,,,,
,,Slip,,"ಕಾಗದದ ಚೂರು, ನೀಳಕರಡಚ್ಚು ಪಟ್ಟಿ, ಪುಟ ವಿಂಗಡಿಸದ",,,,,,,
,,Slip galley,,ಜಾರು ಗ್ಯಾಲಿ (ತಟ್ಟೆ),,,,,,,
,,Slip hook,,ಕಳಚು ಕೊಕ್ಕೆ,,,,,,,
,,Slug,,ಎರಕಹೊಯ್ದ ಅಚ್ಚುಮೊಳೆಗಳ ಸಾಲು,,,,,,,
,,Small capital,,ಸಣ್ಣ ಆಕಾರದ ದೊಡ್ಡಕ್ಷರಗಳು,,,,,,,
,,Small gross,,ಹತ್ತು ಡಜನ್ನು,,,,,,,
,,Small letters,,ಸಣ್ಣ ಅಕ್ಷರಗಳು,,,,,,,
,,Small pica,,ಹನ್ನೊಂದು ಪಾಯಿಂಟ್ ಅಳತೆಯ ಅಚ್ಚುಮೊಳೆ,,,,,,,
,,Snow white,,ಮಂಜು ಬಿಳುಪು,,,,,,,
,,Soldering Iron,,ಕಬ್ಬಿಣದ ಬೆಸುಗೆ ಕಡ್ಡಿ,,,,,,,
,,Space,,ತೆರಪು ಮೊಳೆ,,,,,,,
,,Spanner,,"ಸ್ಪ್ಯಾನರು, ಪಾನಾ",,,,,,,
,,Specific,,ನಿರ್ದಿಷ್ಟ,,,,,,,
,,Specimen copy,,ಮಾದರಿ ಪ್ರತಿ,,,,,,,
,,Specimen page,,ಮಾದರಿ ಪುಟ,,,,,,,
,,Specimen signature,,"ಮಾದರಿ ರುಜು, ಮಾದರಿ ಹಸ್ತಾಕ್ಷರ",,,,,,,
,,Sphenogram,,"ಬೆಣೆಲಿಪಿ, ಕೀಲಾಕ್ಷರ",,,,,,,
,,Spirit level,,ರಸಮಟ್ಟ,,,,,,,
,,Spoilage,,ಕೆಟ್ಟುಹೋದ ಕಾಗದ,,,,,,,
,,Sponge,,"ಸ್ಪಂಜು, ಹೀರು ಕುಚ್ಚು",,,,,,,
,,Spring,,"ಸ್ಪ್ರಿಂಗು, ಎಗರು ಪಟ್ಟಿ",,,,,,,
,,Squeeze,,ಒದ್ದೆಕಾಗದದ ಮೇಲೆ ತೆಗೆದ ಕರಡು ಪ್ರತಿ,,,,,,,
,,Stamp,,"ಮುದ್ರೆ, ಮೊಹರು",,,,,,,
,,Stamping,,ಮುದ್ರೆಯೊತ್ತುವುದು,,,,,,,
,,Stand,,"ನಿಲುವು, ಅಟ್ಟಣಿ",,,,,,,
,,Standing Form,,ಖಾಯಂ ಬಳಕೆಯ ನಮೂನೆ,,,,,,,
,,Standing Instruction,,ಖಾಯಂ ಸೂಚನೆ,,,,,,,
,,Stanhope press,,ಕೈ ಅಚ್ಚಿನ ಯಂತ್ರ,,,,,,,
,,Starter,,"ಸ್ಟಾರ್ಟರು, ಪ್ರಾರಂಭಿಕ",,,,,,,
,,Star wheel,,ತಾರಾಚಕ್ರ,,,,,,,
,,Stationery,,ಲೇಖನಸಾಮಗ್ರಿ,,,,,,,
,,Stationery Article,,ಲೇಖನ ಸಾಮಗ್ರಿ,,,,,,,
,,Stencil,,ಕೊರೆಯಚ್ಚು,,,,,,,
,,Stencil paper,,ಕೊರೆಯಚ್ಚು ಕಾಗದ,,,,,,,
,,Stencil Plate,,ಕೊರೆಯಚ್ಚು ತಗಡು,,,,,,,
,,Stereo Block,,ಅಚ್ಚು ಫಲಕ,,,,,,,
,,Stereo Plate,,ಅಚ್ಚು ಮುದ್ರಣ ಫಲಕ,,,,,,,
,,Stereotype,,ಅಚ್ಚು ಮುದ್ರಣ,,,,,,,
,,Stereotyper,,ಅಚ್ಚು ಮುದ್ರಣ ಫಲಕಕಾರ,,,,,,,
,,Stereotypography,,ಅಚ್ಚು ಮುದ್ರಣ ಕಲೆ,,,,,,,
,,Stock,,ದಾಸ್ತಾನು,,,,,,,
,,Stock taking,,ದಾಸ್ತಾನು ಜಡತಿ,,,,,,,
,,Stop cylinder,,ತಡೆಯುರುಳೆ ಮುದ್ರಣ ಯಂತ್ರ,,,,,,,
,,Storage,,ದಾಸ್ತಾನು ಮಾಡುವುದು; ದಾಸ್ತಾನು ಮಳಿಗೆ ಉಗ್ರಾಣ,,,,,,,
,,Stove,,"ಸ್ಟೋವ್, ಒಲೆ",,,,,,,
,,Stray Indent,,"ಬಿಡಿಕೋರಿಕೆ, ವಿರಳ ಕೋರಿಕೆ",,,,,,,
,,Strictly,,ಕಟ್ಟುನಿಟ್ಟಾಗಿ,,,,,,,
,,Strike Order,,ಮುದ್ರಣಾದೇಶ,,,,,,,
,,Stud,,ಗುಬ್ಬಿಮೊಳೆ,,,,,,,
,,Submit,,"ಸಲ್ಲಿಸು, ನಿವೇದಿಸು, ಒಪ್ಪಿಸು",,,,,,,
,,Subordinate Office,,ಅಧೀನ ಕಚೇರಿ,,,,,,,
,,Substitute,,ಬದಲಿ,,,,,,,
,,Suffix,,ಮುಂಜೋಡಿಸು; ಮುಂಜೋಡಣೆ,,,,,,,
,,Sulphite,,ಸಲ್ಫೈಟ್ ಲವಣ,,,,,,,
,,Super Calendered,,"ಅತಿನಯಗೊಳಿಸಿದ, ಹೆಚ್ಚು ನಯಮಾಡಿದ",,,,,,,
,,Supplement,,ಪುರವಣಿ,,,,,,,
,,Supplementary,,ಪೂರಕ,,,,,,,
,,Supplies,,ಪೂರೈಕೆ,,,,,,,
,,Supply order,,ಪೂರೈಕೆ ಆದೇಶ,,,,,,,
,,Supply year,,ಪೂರೈಕೆ ವರ್ಷ,,,,,,,
,,Switch,,"ಸ್ವಿಚ್ಚು, ಒತ್ತುಗುಂಡಿ",,,,,,,
,,Systematic,,"ವ್ಯವಸ್ಥಿತ, ಕ್ರಮಬದ್ಧ",,,,,,,
,,Tack,,ತಟ್ಟು ಮೊಳೆ,,,,,,,
,,Tap,,ನಲ್ಲಿ,,,,,,,
,,Tape,,"ಟೇಪು, ಲಾಡಿ",,,,,,,
,,Tarpaulin,,"ಟಾರುಗಪ್ಪಡ, ತಾಡಪಾಲು",,,,,,,
,,Tell tale Clock,,ಸುದ್ದಿ ಸೂಚಕ ಗಡಿಯಾರ,,,,,,,
,,Tester,,ಪರೀಕ್ಷಕ,,,,,,,
,,Thermometer,,ಉಷ್ಣಮಾಪಕ,,,,,,,
,,Thick,,"ದಪ್ಪ, ಸಾಂದ್ರ",,,,,,,
,,Thin,,"ತೆಳು, ಕೃಶ",,,,,,,
,,Time Recorder,,ಸಮಯ ನಮೂದಕ,,,,,,,
,,Tint,,"ತಿಳಿಬಣ್ಣ, ಛಾಯೆ",,,,,,,
,,Tin tack,,ತವರದ ತಟ್ಟು ಮೊಳೆ,,,,,,,
,,Tint block,,ಛಾಯೆ ಪಡಿಯಚ್ಚು,,,,,,,
,,"Tint, crossed",,ಕತ್ತರಿ ರೇಖೆಗಳ ಛಾಯೆ,,,,,,,
,,Tintometer,,ಛಾಯಾಮಾಪಕ,,,,,,,
,,"Tint, Ruled",,ಸಮಾನಾಂತರ ರೇಖೆಗಳ ಛಾಯೆ,,,,,,,
,,Tint tool,,ಛಾಯಾ ಉಪಕರಣ,,,,,,,
,,Tool,,ಉಪಕರಣ,,,,,,,
,,Tooling,,ಚಿತ್ರಾಂಕನ,,,,,,,
,,Tool Machine,,ಯಂತ್ರೋಪಕರಣ,,,,,,,
,,Top priority,,ಅಗ್ರಪ್ರಾಶಸ್ತ್ಯ,,,,,,,
,,Torchon paper,,ಟಾರ್ಷಾನ್ ಕಾಗದ,,,,,,,
,,Transfer,,ವರ್ಗಾಯಿಸು; ವರ್ಗಾವಣೆ,,,,,,,
,,Transformer,,ಪರಿವರ್ತಕ,,,,,,,
,,Treadle,,ಕಾಲೊತ್ತು,,,,,,,
,,Treadle machine,,ಕಾಲೊತ್ತುಯಂತ್ರ,,,,,,,
,,Triplicate,,ತ್ರಿಪ್ರತಿ,,,,,,,
,,Trolley,,"ಕೈಗಾಡಿ, ತಳ್ಳುಬಂಡಿ",,,,,,,
,,T-Square,,T-ಆಕಾರದ ಚೌಕಟ್ಟು,,,,,,,
,,Tube-light,,ಕೊಳವೆ ದೀಪ,,,,,,,
,,Tube light starter,,ಕೊಳವೆ ದೀಪದ ಪ್ರಾರಂಭಕ,,,,,,,
,,Turpentine,,ಟರ್ಪೆಂಟಾಯನ್ ಎಣ್ಣೆ,,,,,,,
,,Twenty Four-mo,,"ವಿಂಶತಿಮ, 20 ಸಮಭಾಗಗಳಾಗಿ ಮಡಿಸಿದ ಹಾಳೆಯ ಪತ್ರ / ಪತ್ರಾಕಾರದ ಪುಸ್ತಕ ಇಪ್ಪತ್ನಾಲ್ಕರ ಒಂದು ಭಾಗ",,,,,,,
,,Twenty-mo,,"ವಿಂಶತಿಮ, 20 ಸಮಭಾಗಗಳಾಗಿ ಮಡಿಸಿದ ಹಾಳೆಯ ಪತ್ರ / ಪತ್ರಾಕಾರದ ಪುಸ್ತಕ ಇಪ್ಪತ್ನಾಲ್ಕರ ಒಂದು ಭಾಗ",,,,,,,
,,Twine,,ಟ್ವೈನ್ ದಾರ,,,,,,,
,,Tympan,,ಸಮ ಒತ್ತಡ ಚೌಕಟ್ಟು,,,,,,,
,,Type,,ಅಚ್ಚುಮೊಳೆ,,,,,,,
,,Type bar,,ಅಚ್ಚುಮೊಳೆ ಕಂಬಿ,,,,,,,
,,Typed script,,ಬೆರಳಚ್ಚು ಪ್ರತಿ,,,,,,,
,,Type founder,,ಅಚ್ಚುಮೊಳೆಗಾರ,,,,,,,
,,Type Foundry,,ಅಚ್ಚುಮೊಳೆ ಕಾರ್ಖಾನೆ,,,,,,,
,,Type metal,,ಅಚ್ಚುಮೊಳೆ ಲೋಹ,,,,,,,
,,Typesetter,,ಅಚ್ಚುಮೊಳೆ ಜೋಡಕ,,,,,,,
,,Type setting,,ಅಚ್ಚುಮೊಳೆ ಜೋಡಣೆ,,,,,,,
,,Typesetting machine,,ಅಚ್ಚುಮೊಳೆ ಜೋಡಣೆ ಯಂತ್ರ,,,,,,,
,,Type wheel,,ಅಚ್ಚುಮೊಳೆ ಚಕ್ರ,,,,,,,
,,Type-writer,,ಬೆರಳಚ್ಚು ಯಂತ್ರ,,,,,,,
,,Typist,,"ಬೆರಳಚ್ಚುಗಾರ, ಬೆರಳಚ್ಚುಗಾರ್ತಿ",,,,,,,
,,Typograph,,ಅಚ್ಚುಮೊಳೆ ಜೋಡಕ (ಯಂತ್ರ),,,,,,,
,,Typographer,,ಮುದ್ರಣಕಾರ,,,,,,,
,,Typography,,ಮುದ್ರಣಕಲೆ,,,,,,,
,,Unbleached,,ಚಲುವೆ ಮಾಡದ,,,,,,,
,,Under print,,"ಅಚ್ಚಿನಲ್ಲಿದೆ, ಅಚ್ಚಾಗುತ್ತಿರುವ",,,,,,,
,,Unit Officer,,ಘಟಕಾಧಿಕಾರಿ,,,,,,,
,,Unserviceable,,"ನಿರುಪಯುಕ್ತ, ಕೆಲಸಕ್ಕೆ ಬಾರದ",,,,,,,
,,Valuation,,ಬೆಲೆ ಕಟ್ಟುವುದು; ಮೌಲ್ಯಮಾಪನ,,,,,,,
,,Valve,,ಕವಾಟ,,,,,,,
,,Verification,,"ಪರಿಶೀಲನೆ, ಸತ್ಯಾಪನೆ",,,,,,,
,,Verify,,ಪರಿಶೀಲಿಸು,,,,,,,
,,Vertical,,ಲಂಬ,,,,,,,
,,Vice,,ಪ್ರತಿಯಾಗಿ; ಉಪ; ಹಿಡಿಕೆ,,,,,,,
,,Vignette,,ಮುಖಪುಟಚಿತ್ರ,,,,,,,
,,Vinculum,,ಕೂಡುಚಿಹ್ನೆ,,,,,,,
,,Volume,,"ಸಂಪುಟ, ಗಾತ್ರ",,,,,,,
,,Voucher,,"ವೋಚರ್, ರಸೀದಿ, ಪ್ರಮಾಣ ಪತ್ರ",,,,,,,
,,Warehouse,,ಉಗ್ರಾಣ,,,,,,,
,,Washer,,ಬಿಗಿ ಬಿಲ್ಲೆ,,,,,,,
,,Washing soda,,ಚಲುವೆ ಉಪ್ಪು,,,,,,,
,,Wax cloth,,ಮೇಣಗಪಟ,,,,,,,
,,Wax paper,,ಮೇಣದ ಕಾಗದ,,,,,,,
,,Wax seal,,ಮೇಣದ ಮೊಹರು,,,,,,,
,,Web,,ಕಾಗದದ ದೊಡ್ಡ ಸುರುಳಿ,,,,,,,
,,Welding Rod,,ಬೆಸೆ ಕಂಬಿ,,,,,,,
,,White Bond,,ಬಿಳಿ ದಸ್ತೈವಜು ಕಾಗದ,,,,,,,
,,White Printing,,ಬಿಳಿ ಮುದ್ರಣ ಕಾಗದ,,,,,,,
,,Wire stitch,,ತಂತಿ ಹೊಲಿಗೆ,,,,,,,
,,Wood Block,,ಮರದ ಪಡಿಯಚ್ಚು,,,,,,,
,,Wood cut,,ಮರದ ತುಂಡು,,,,,,,
,,Wood Paper,,ಮರದ ತಿರುಳು ಸೇರಿಸಿ ಮಾಡಿದ ಕಾಗದ,,,,,,,
,,Wood pulp,,ಮರದ ತಿರುಳು (ಕಾಗದ),,,,,,,
,,Wood Screw,,ಮರ ತಿರುಪು,,,,,,,
,,Work Docket,,ಕಾರ್ಯ ವಿಧಾನ ಸೂಚಿ,,,,,,,
,,Working section,,ಕೆಲಸದ ವಿಭಾಗ,,,,,,,
,,Wrapper,,ಹೊದಿಕೆ (ಕಾಗದ),,,,,,,
