ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Home secretariat,,ಗೃಹ ಸಚಿವಾಲಯ,,,,,,,
,,Hook ladder,,ಕೊಕ್ಕೆ ಏಣಿ,,,,,,,
,,Horse power,,ಅಶ್ವಶಕ್ತಿ,,,,,,,
,,Hose,,ಹೋಜ್‌; ಮೆತು ನೀರ್ಗೊಳವೆ,,,,,,,
,,Hose clamp,,ಹೋಚ್‌ಕ್ಲ್ಯಾಂಪ್‌; ಮೆತು ನೀರ್ಗೊಳವೆ ಹಿಡಿಕಟ್ಟು / ಮೂಲೆಗಟ್ಟು,,,,,,,
,,Hose-drill,,ಮೆತು ನೀರ್ಗೊಳವೆ ಕವಾಯತು,,,,,,,
,,Hose record register,,ಹೋಜ್‌ ರೆಕಾರ್ಡ್‌ ರೆಜಿಸ್ಟರ್‌; ಮೆತು ನೀರ್ಗೊಳವೆ ದಾಖಲಾತಿ ಪುಸ್ತಕ,,,,,,,
,,Hose reel,,ಹೋಜ್‌ ರೀಲ್‌; ರಬ್ಬರ್‌ ನೀರ್ಗೊಳವೆ ಸುರುಳಿ,,,,,,,
,,Hunger strike,,ಉಪವಾಸ ಸತ್ಯಾಗ್ರಹ / ಮುಷ್ಕರ,,,,,,,
,,Hydrant,,ಹೈಡ್ರಂಟ್‌; ಜಲದಾನಿ; ನೀರು ಸರಬರಾಯಿಯ ಮುಖ್ಯ ಕೊಳಾಯಿಗೆ ಸೇರಿಸಿರುವ ನಲ್ಲಿಯ ಮೂತಿಗೆ ಮೆತುನೀರ್ಗೊಳವೆಯನ್ನು ಸಿಕ್ಕಿಸಿ ನೀರನ್ನು ಪಡೆಯಬಹುದಾದ ನೀರಿನ ನಲ್ಲಿ,,,,,,,
,,Hydrant drill,,ಜಲದಾನಿ ಕವಾಯತು,,,,,,,
,,Hydrant valve,,ಜಲದಾನಿ ಕವಾಟ,,,,,,,
,,Hydraulic,,ಹೈಡ್ರಾಲಿಕ್‌: 1. ಜಲಚಾಲಿತ 2. ದ್ರವಚಾಲಿತ,,,,,,,
,,Hydraulic platform,,ಹೈಡ್ರಾಲಿಕ್‌ ಪ್ಲಾಟ್‌ ಫಾರಂ; ದ್ರವಚಾಲಿತ ಏರುವೇದಿಕೆ,,,,,,,
,,Hydride,,ಹೈಡ್ರೈಡ್‌; ಜಲಜನಕವು ಒಂದು ಮೂಲ ಧಾತುವಿನೊಡನೆ ಯಾ ಒಂದು ಘಟಕದ ಅವಯವದೊಡನೆ ಸಂಯುಕ್ತವಾಗಿ ಆದ ಪದಾರ್ಥ,,,,,,,
,,Ignition,,ಇಗ್ನಿಶನ್‌; ಜ್ವಲನ; ಉರಿಹೊತ್ತಿಗೆ; ಅಂತರ್ದಹನ ಎಂಜಿನಿನ ವರ್ತುಲ ನಾಳಿಯಲ್ಲಿ ಅನಿಲ ಮಿಶ್ರಣವನ್ನು ಹೊತ್ತಿಸುವುದು,,,,,,,
,,Ignition coil,,ಇಗ್ನಿಶನ್‌ ಕಾಯಲ್‌;ಉರಿಹೊತ್ತಿಗೆಯ ಸುರುಳಿ,,,,,,,
,,Ignition point,,ಜ್ವಲನ ಬಿಂದು,,,,,,,
,,Ignition switch,,ಇಗ್ನಿಶನ್‌ ಸ್ಟಿಚ್‌; ಉರಿಹೊತ್ತಿಗೆಯ ಕೀಲುಗುಂಡಿ,,,,,,,
,,Impeller,,ಇಂಪೆಲರ್‌; ಚೋದಕ; ಮುಂದಕ್ಕೆ ತಳ್ಳುವ ಸಾಧನ,,,,,,,
,,Impose,,ವಿಧಿಸು; ಹೊರಿಸು,,,,,,,
,,Incharge,,1. ಪ್ರಭಾರದಲ್ಲಿ; ಅಧಿಕಾರದಲ್ಲಿ 2. ಪ್ರಭಾರೀ,,,,,,,
,,Incident,,ಪ್ರಸಂಗ; ಘಟನೆ; ಸಂಗತಿ,,,,,,,
,,Incoming calls,,ಒಳಬರುವ ಕರೆಗಳು,,,,,,,
,,Incorporate,,1. ಸೇರಿಸು 2. ಒಂದುಗೂಡಿಸು 3. ಸಂಘಟಿಸು,,,,,,,
,,Indent,,ಕೋರಿಕೆ / ಬೇಡಿಕೆ ಪತ್ರ,,,,,,,
,,Index,,1. ಸೂಚಿ 2. ಮಾಪಕ 3. ತೋರುಬೆರಳು.,,,,,,,
,,Indicator,,ಸೂಚಕ; ತೋರಿಸುವ,,,,,,,
,,Indigency certificate,,ದಾರಿದ್ರ್ಯ ಪ್ರಮಾಣಪತ್ರ ; ಬಡತನದ ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Indigent person,,ದರಿದ್ರ ವ್ಯಕ್ತಿ; ಬಡತನದ ವ್ಯಕ್ತಿ,,,,,,,
,,Indiscipline,,ಅಶಿಸ್ತು,,,,,,,
,,Industrial alcohol,,ಕೈಗಾರಿಕಾ ಮದ್ಯಸಾರ; ಕೈಗಾರಿಕೆಗಳಲ್ಲಿ ವಿವಿಧ ಕೆಲಸಗಳಿಗೆ ಉಪಯೋಗಿಸುವ ಮದ್ಯಸಾರ,,,,,,,
,,Industrial and commercial establishment,,ಕೈಗಾರಿಕಾ ಮತ್ತು ವಾಣಿಜ್ಯಸಂಸ್ಥೆ,,,,,,,
,,Inflammable gas,,ಸುಲಭವಾಗಿ ಉರಿಹೊತ್ತಿಕೊಳ್ಳುವ ಅನಿಲ,,,,,,,
,,Inhibitory factor,,ಪ್ರತಿಬಂಧಕ ಅಂಶ,,,,,,,
,,Inlet,,1. ಒಳಕ್ಕೆ ಹೋಗುವ ದಾರಿ; ಪ್ರವೇಶದ್ವಾರ 2. ಖಾರಿ,,,,,,,
,,Insolvency and habitual indents,,ದಿವಾಳಿತನ ಮತ್ತು ರೂಢಿಗಶ ಕೋರಿಕೆಗಳು,,,,,,,
,,Insolvent,,ದಿವಾಳಿ,,,,,,,
,,Inspect,,ತಪಾಸಿಸು; ನಿರೀಕ್ಷಿಸು ; ಪರಿವೀಕ್ಷಿಸು ; ಪರಿಶೀಲಿಸು,,,,,,,
,,Inspecting officer,,ತಪಾಸಣಾಧಿಕಾರಿ,,,,,,,
,,Inspection,,ತಪಾಸಣೆ; ನಿರೀಕ್ಷಣೆ; ಪರಿವೀಕ್ಷಣೆ;ಪರಿಶೀಲನೆ,,,,,,,
,,Inspection notes,,ತಪಾಸಣಾ ಟಿಪ್ಪಣಿಗಳು,,,,,,,
,,Inspection report,,ತಪಾಸಣಾ ವರದಿ,,,,,,,
,,Installation,,ಸ್ಥಾಪಿಸುವುದು; ಅಳವಡಿಸುವುದು,,,,,,,
,,Instantaneous transmission,,ತಕ್ಷಣ ರವಾನೆ; ತುರ್ತಾಗಿ ಸಾಗಿಸುವುದು,,,,,,,
,,Instruction,,1. ಸೂಚನೆ; ತಿಳಿವಳಿಕೆ; ಆಜ್ಞೆ 2. ಶಿಕ್ಷಣ; ಬೋಧನೆ,,,,,,,
,,Instruction of drill,,ಕವಾಯತು ಶಿಕ್ಷಣ / ಬೋಧನೆ,,,,,,,
,,Instructor,,ಶಿಕ್ಷಕ; ಬೋಧಕ,,,,,,,
,,Instructors course,,ಶಿಕ್ಷಕರ / ಬೋಧಕರ ಪಠ್ಯಕ್ರಮ,,,,,,,
,,Instrument,,ಉಪಕರಣ ; ಸಲಕರಣೆ; ಸಾಧನ,,,,,,,
,,Insulated copper,,"ಅವಾಹಕಗಳಿಂದ ಪ್ರತ್ಯೇಕಿಸಿದ (ತಾಮ್ರದ ತಂತಿ, ಪಟ್ಟಿ ಮೊ.)",,,,,,,
,,Insulation,,ಇನ್ಸುಲೇಶನ್‌; ವಿದ್ಯುತ್‌ ನಿರೋಧಕ / ಅವಾಹಕ,,,,,,,
,,Intake filter,,ಇನ್‌ಟೀಕ್‌ ಫಿಲ್ಟ್‌ರ್‌; ಒಳಹಾಯಿಕೆ ಶೋಧಕ; ಸೋಸಲು ಉಪಯೋಗಿಸುವ ಸಲಕರಣೆ,,,,,,,
,,Interim relief,,ಮಧ್ಯಕಾಲೀನ ಪರಿಹಾರ,,,,,,,
,,Interview,,ಸಂದರ್ಶನ; ಭೇಟಿ,,,,,,,
,,Invalid,,1. ಅಶಕ್ತ; ಬಲಹೀನ 2. ಅಮಾನ್ಯ; ಅಸಿಂಧು,,,,,,,
,,Inventory card,,ಇನ್‌ವೆಂಟರಿ ಕಾರ್ಡ್‌; ತಪಶೀಲು ಪಟ್ಟಿ ; ವಿವರ ಪಟ್ಟಿ,,,,,,,
,,Irregular,,ಅಕ್ರಮ; ನಿಯಮಿತ,,,,,,,
,,Issue voucher,,ಇಸ್ಯೂ ವೋಚರ್‌; ನೀಡಿಕೆ ರಸೀದಿ; ಕೊಟ್ಟ ವಸ್ತುಗಳಿಗೆ ಪಡೆಯುವ ದಾಖಲೆ,,,,,,,
,,Jumping sheet,,ಜಂಪಿಂಗ್‌ ಶೀಟ್‌; ಜಿಗಿದುಪ್ಪಟ; ಕಟ್ಟಡಗಳ ಮೇಲಿಂದ ಪ್ರಾಣರಕ್ಷಣೆಗಾಗಿ ಕೆಳಗೆ ಜಿಗಿಯುವಾಗ ಹಿಡಿದುಕೊಳ್ಳಲು ಉಪಯೋಗಿಸುವ ಹಚ್ಚಡ,,,,,,,
,,Karnataka fire services act,,ಕರ್ನಾಟಕ ಅಗ್ನಿಶಾಮಕ ಸೇವೆಗಳ ಅಧಿನಿಯಮ,,,,,,,
,,Karnataka fire services rules (cadre and recruitment),,ಕರ್ನಾಟಕ ಅಗ್ನಿಶಾಮಕ ಸೇವೆಗಳ ನಿಯಮಗಳು (ಪದವೃಂದ ಮತ್ತು ಭರ್ತಿ),,,,,,,
,,Karnataka fire Service department,,ಕರ್ನಾಟಕ ಅಗ್ನಿಶಾಮಕ ಸೇವೆಗಳ ಇಲಾಖೆ,,,,,,,
,,Karnataka state civil service (recruitment to ministerial posts) rules,,ಕರ್ನಾಟಕ ರಾಜ್ಯ ಸರ್ಕಾರಿ ಸೇವಾ (ಲಿಪಿಕಹುದ್ದೆಗಳ ಭರ್ತಿ) ನಿಯಮಗಳು,,,,,,,
,,Kinetic energy,,ಕೈನೆಟಿಕ್‌ ಎನರ್ಜಿ; ಚಲನಾತ್ಮಕ ಶಕ್ತಿ,,,,,,,
,,Kit box,,ಕಿಟ್‌ ಬಾಕ್ಸ್‌; ಸಾಮಾನು ಸರಂಜಾಮಿನ ಪೆಟ್ಟಿಗೆ,,,,,,,
,,Kit inspection,,ಕಿಟ್‌ ಇನ್‌ಸ್ಪೆಕ್ಷನ್‌; ಸಾಮಾನು ಸರಂಜಾಮು ಚೀಲದ ತಪಾಸಣೆ,,,,,,,
,,Knapsack tank,,ನ್ಯಾಪ್‌ಸ್ಯಾಕ್‌ ಟ್ಯಾಂಕ್‌; ದ್ರವವನ್ನು ಕೊಂಡೊಯ್ಯುವ ಬೆನ್ನು ಚೀಲದ ಮಾದರಿಯ ಕಡಾಯಿ,,,,,,,
,,Knob,,ಗುಂಡಾದ ಉಬ್ಬು; ಗುಬಟು,,,,,,,
,,Knot,,ಗಂಟು,,,,,,,
,,Labour charges,,ಕಾರ್ಮಿಕ ವೆಚ್ಚ ; ಕೂಲಿವೆಚ್ಚ,,,,,,,
,,Ladder,,ಏಣಿ; ನಿಚ್ಚಣಿಕೆ,,,,,,,
,,Ladder drill,,ನಿಚ್ಚಣಿಕೆ ಕವಾಯತು,,,,,,,
,,Ladder drill and rescue,,ಏಣಿ ಕವಾಯತು ಮತ್ತು ರಕ್ಷಣೆ,,,,,,,
,,Laid down,,ವಿಧಿಸಿದ; ಹೇಳಲಾದ,,,,,,,
,,Landing over,,1. ಮೇಲಿನಿಂದ ಇಳಿಯುವುದು 2. ಮೇಲಿನಿಂದ ಇಳಿಸುವುದು,,,,,,,
,,Large congregation,,ದೊಡ್ಡಗುಂಪು / ಸಭೆ,,,,,,,
,,Lathe machine,,ಲೇತ್‌ಮಶೀನ್‌; ಚರಕಿಯಂತ್ರ,,,,,,,
,,Law and order,,ಕಾನೂನು ಮತ್ತು ವ್ಯವಸ್ಥೆ,,,,,,,
,,Leading fireman,,ಲೀಡಿಂಗ್‌ ಫೈರ್‌ಮನ್‌ ; ಪ್ರಮುಖ ಅಗ್ನಿಶಾಮಕ,,,,,,,
,,Leave roll form,,ರಜಾ ನಮೂನೆ / ಪ್ರಪತ್ರ; ರಜೆಯನ್ನು ಬರೆಯುವ ಅರ್ಜಿ,,,,,,,
,,Leave salary,,ರಜಾ ಸ೦ಬಳ,,,,,,,
,,Leave without pay,,ವೇತನ ರಹಿತ ರಜೆ,,,,,,,
,,Leeward side,,(ವಸ್ತುವಿನ) ಗಾಳಿ ಮರೆಯ ಕಡೆ; ಮರೆಯಿರುವ ಕಡೆ,,,,,,,
,,Lending and borrowing,,ಕೊಡುಕೊಳೆ ; ಕೊಡುವುದು ಮತ್ತು ತರುವುದು,,,,,,,
,,Length of previous service,,ಹಿಂದಿನ ಸೇವಾವಧಿ,,,,,,,
,,Letter and figure punch,,ಅಕ್ಷರ ಮತ್ತು ಅಂಕಿ ಒತ್ತಿಗೆ; ಅಕ್ಷರ ಮತ್ತು ಅಂಕಿಗಳನ್ನು ಒತ್ತುವ ಸಾಧನ,,,,,,,
,,Liability,,ಹೊಣೆ; ಹೊಣೆಗಾರಿಕೆ; ದಾಯಿತ್ವ,,,,,,,
,,Licence,,ಲೈಸೆನ್ಸ್‌; ಪರವಾನಗಿ; ಅನುಮತಿ,,,,,,,
,,Life-jacket,,ಜೀವರಕ್ಷಾ ಕವಚ,,,,,,,
,,Life-line,,ಲೈಫ್‌ಲೈನ್‌; ಜೀವರಕ್ಷಕ ಹಗ್ಗ,,,,,,,
,,Lift,,"ಲಿಫ್ಟ್‌: 1. ಮೇಲಕ್ಕೆತ್ತು 2. ಎತ್ತಿಗೆ; ಎತ್ತುಯಂತ್ರ; ಜನರನ್ನು, ವಸ್ತುಗಳನ್ನು ಒಂದು ಅಂತಸ್ತಿನಿಂದ ಮತ್ತೊಂದು ಅಂತಸ್ತಿಗೆ ಏರಿಸುವುದಕ್ಕೂ ಇಳಿಸುವುದಕ್ಕೂ ಉಪಯೋಗಿಸುವ ಯಂತ್ರ ಸಲಕರಣೆ",,,,,,,
,,Lift belt,,ಲಿಫ್ಟ್‌ಬೆಲ್ಟ್‌‌ ; ಎತ್ತಿಗೆ ಪಟ್ಟಿ ; ಮೇಲಕ್ಕೆ ಎತ್ತುವ ಪಟ್ಟಿ,,,,,,,
,,List of spare parts,,ಬಿಡಿ ಭಾಗಗಳ ಪಟ್ಟಿ,,,,,,,
,,List of tools,,ಉಪಕರಣಗಳ ಪಟ್ಟಿ,,,,,,,
,,Loans,,ಸಾಲಗಳು,,,,,,,
,,Local hospital,,ಸ್ಥಳೀಯ ಆಸ್ಪತ್ರೆ,,,,,,,
,,Local workshop,,ಸ್ಥಳೀಯ ಕಾರ್ಯಾಗಾರ,,,,,,,
,,Lock breaker,,ಲಾಕ್‌ಬ್ರೆಕರ್‌; ಬೀಗ ಒಡೆಯುವ ಸಾಧನ,,,,,,,
,,Log book,,ಲಾಗ್‌ಬುಕ್‌; ವಾಹನ ಸಂಚಾರ ದಿನಚರಿ ಪುಸ್ತಕ,,,,,,,
,,London hand control branch,,(ಲಂಡನ್‌ ಹ್ಯಾಂಡ್‌ ಕಂಟ್ರೋಲ್‌ ಬ್ರಾಂಚ್‌) ಲಂಡನ್‌ ಕರ ನಿಯಂತ್ರಣ ಜಲವೇಗವರ್ಧಕ,,,,,,,
,,Loose earth,,ಸಡಿಲು ನೆಲ / ಭೂಮಿ,,,,,,,
,,Lower fire resistance,,ಕಡಿಮೆ ಬೆಂಕಿ ಪ್ರತಿರೋಧ,,,,,,,
,,Lower rank,,ಕೆಳ / ಕಡಿಮೆ ದರ್ಜೆ,,,,,,,
,,Lower roof,,ಕೆಳಗಿನ ಛಾವಣಿ,,,,,,,
,,Low rate,,ಕಡಿಮೆ / ಇಳಿದ ಬೆಲೆ,,,,,,,
,,LPG (liquid petroleum gas),,ಏಲ್‌ಪಿಜಿ (ದ್ರವೀಕರಿಸಿದ ಪೆಟ್ರೋಲಿಯಂ ಅನಿಲ),,,,,,,
,,Lump sum magneto,,ಒಟ್ಟು ಮೊತ್ತ; ಇಡಿಗಂಟು,,,,,,,
,,magneto,,ಮ್ಯಾಗ್ನಟೂ; ಕಾಂತ ವಿದ್ಯುದ್ಯಂತ್ರ,,,,,,,
,,Main bearing oil seal,,"ಮೇಯಿನ್‌ ಬೇರಿಂಗ್‌ ಆಯಿಲ್‌ ಸೀಲ್‌, ಪ್ರಮುಖ ಯಂತ್ರಭಾಗಗಳ ತೈಲ ಮುಚ್ಚಿಗೆ",,,,,,,
,,Maintenance of ambulance,,ರೋಗಿವಾಹನ ನಿರ್ವಹಣೆ,,,,,,,
,,Maintenance of fire appliances,,ಅಗ್ಡಿಶಾಮಕ ಉಪಕರಣಗಳ ನಿರ್ವಹಣೆ,,,,,,,
,,Maintenance of station records,,ಠಾಣೆಯ ದಾಖಲೆಗಳ ನಿರ್ವಹಣೆ,,,,,,,
,,Main valve,,ಮೆಯಿನ್‌ವಾಲ್ವ್‌ ; ಮುಖ್ಯ ಕವಾಟ,,,,,,,
,,Major fire services organisation,,ಪ್ರಧಾನ ಅಗ್ನಿಶಾಮಕ ಸೇವೆಗಳ ಸಂಸ್ಥೆ,,,,,,,
,,Major overhaul gasket,,ಮೇಜರ್‌ ಒವರಾಲ್‌ ಗ್ಯಾಸ್ಕೆಟ್‌; ಪ್ರಧಾನ ದುರಸ್ತಿಯಲ್ಲಿ ಸಂದು ಮುಚ್ಚಲು ಉಪಯೋಗಿಸುವ ಕಳಪೆನಾರು ಮೊದಲಾದವುಗಳ ಚೂರು,,,,,,,
,,Malicious presentation,,ದುರುದ್ದೇಶದ ನಿರೂಪಣೆ / ಪ್ರತಿಪಾದನೆ,,,,,,,
,,Manhole key,,ಮ್ಯಾನ್‌ಹೋಲ್‌ಕೀ; ಒಳಚರಂಡಿ ರಂದ್ರದ ಎಸಳು (ಬೀಗದ ಕೈ),,,,,,,
,,Manila rope,,ಮನಿಲರೋಪ್‌; ಮನಿಲಾಹಗ್ಗ,,,,,,,
,,Mantle,,ಮ್ಯಾಂಟಿಲ್‌: (ಉಜ್ವಲ ಪ್ರಕಾಶಕ್ಕಾಗಿ ಅಳವಡಿಸುವ ಸೂಕ್ಷ್ಮ ರಚನೆಯ) ಜಾಲಂದ್ರನಳಿಕೆ ಅಂತರ್ಧಾರಕ ಎಂಜಿನ್‌ಗಳಲ್ಲಿ ಉರಿಹೊತ್ತಿಸುವ ಸಲಕರಣೆ,,,,,,,
,,Manuscript form,,ಕೈಬರಹದ/ ಹಸ್ತಪ್ರತಿಯ ನಮೂನೆ,,,,,,,
,,March past,,ಮಾರ್ಚ್‌ಫಾಸ್ಟ್‌; ಪಥಸಂಚಲನ; ಸಾಲುಗಟ್ಟಿ ಶಿಸ್ತಿನಿಂದ ಹೋಗುವುದು,,,,,,,
,,Maroon whistle cord,,"ಮೆರೂನ್‌ ವಿಸಲ್‌ ಕಾರ್ಡು; ಕಡುಗೆಂಪು ಬಣ್ಣದ, ಸೀಟಿಗೆ ನೇತು ಹಾಕಿಕೊಳ್ಳುವ ದಾರ",,,,,,,
,,Marsh gas,,ಮಾರ್ಶ್‌ಗ್ಯಾಸ್‌; ಹಗುರವಾದ ಇಂಗಾಲ ಸಂಯುಕ್ತ ಜಲಜನಕ ವಾಯು,,,,,,,
,,Master cylinder kit,,ಮಾಸ್ಟರ್‌ ಸಿಲಿಂಡರ್‌ ಕಿಟ್‌ ; ಮೋಟಾರು ವಾಹನಗಳ ಬ್ರೇಕ್‌ವ್ಯವಸ್ಥೆಯಲ್ಲಿ ಮುಖ್ಯ ಉರುಳೆಯೊಡನೆ ಆಳವಡಿಸಿರುವ ಬಿಡಿಭಾಗಗಳ ಸಮೂಹ,,,,,,,
,,Means of escape,,ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ಸಾಧನ; ಪಾರಾಗುವ ಮಾರ್ಗ,,,,,,,
,,Medals and cups,,ಮೆಡಲ್ಸ್‌ ಆಂಡ್‌ ಕಪ್ಸ್‌; ಪದಕಗಳು ಮತ್ತು ಬಹುಮಾನ ಬಟ್ಟಲುಗಳು,,,,,,,
,,Medical examination,,ವೈದ್ಯಕೀಯ ಪರೀಕ್ಷೆ,,,,,,,
,,Medical officer,,ವೈದ್ಯಾಧಿಕಾರಿ,,,,,,,
,,Medical practitioner,,ವೈದ್ಯಕೀಯ ವೃತ್ತಿಗಾರ,,,,,,,
,,Medium fire,,ಮೀಡಿಯಂ ಫೈರ್‌ ; ಮಧ್ಯಮ ಬೆಂಕಿ (ಆಕಸ್ಮಿಕ),,,,,,,
,,Members of the crew,,(ಅಗ್ನಿಶಾಮಕ) ತಂಡದ / ಗುಂಪಿನ ಸದಸ್ಯರು,,,,,,,
,,Memorandum,,1. ಜ್ಞಾಪನ ಪತ್ರ 2. ಬಿನ್ನವತ್ತಳೆ,,,,,,,
,,Meritorious service,,ಶ್ಲಾಘನೀಯ / ಉತ್ಕೃಷ್ಟ ಸೇವೆ,,,,,,,
,,Message,,ಸಂದೇಶ; ಸುದ್ದಿ; ವರ್ತಮಾನ;ಸಮಾಚಾರ,,,,,,,
,,Messenger,,ಸಂದೇಶ ವಾಹಕ; ಓಲೆಕಾರ; ಹರಿಕಾರ; ದೂತ,,,,,,,
,,Metal impeller,,ಮೆಟಲ್‌ ಇಂಪೆಲ್ಲರ್‌; ಲೋಹಚೋದಕ,,,,,,,
,,Metal valve,,ಮೆಟಲ್‌ ವಾಲ್ಟ್‌; ಲೋಹಕವಾಟ,,,,,,,
,,Method of extinction,,ಆರಿಸುವಿಕೆಯ ವಿಧಾನ; ನಂದಿಸುವಿಕೆಯ ವಿಧಾನ / ಕ್ರಮ,,,,,,,
,,Method of extinguishing,,(ಬೆಂಕಿ) ಆರಿಸುವ / ನಂದಿಸುವ ವಿಧಾನ,,,,,,,
,,Method of recruitment,,ನೌಕರಿಭರ್ತಿ ವಿಧಾನ / ಕ್ರಮ,,,,,,,
,,Methylated spirit,,ಮೆತಿಲೇಟೆಡ್‌ ಸ್ಪಿರಿಟ್‌; ಮೆತಿಲ್‌ ಬೆರೆಸಿದ ಮದ್ಯಸಾರ,,,,,,,
,,Mike,,ಮೈಕ್‌; ಧ್ವನಿವರ್ಧಕ,,,,,,,
,,Minimum delay,,ಕನಿಷ್ಠ ವಿಳಂಬ,,,,,,,
,,Minimum qualification,,ಕನಿಷ್ಠ ವಿದ್ಯಾರ್ಹತೆ,,,,,,,
,,Ministerial staff,,ಲಿಪಿಕ ಸಿಬ್ಬಂದಿ,,,,,,,
,,Minute book,,ನಡವಳಿಕೆ ಪುಸ್ತಕ; ನಡವಳಿಕೆಗಳ ಸಂಕ್ಷಿಪ್ತ ದಾಖಲೆ ಪುಸ್ತಕ,,,,,,,
,,Minutes,,ಮಿನಿಟ್ಸ್‌: 1. ಸಂಕ್ಷಿಪ್ತ ಟಿಪ್ಪಣಿಗಳು 2. ನಡವಳಿಕೆಗಳು 3. (ಒಂದು ಮಾರ್ಗವನ್ನು ಅನುಸರಿಸಬೇಕೆಂದು ಅಧಿಕಾರ ಕೊಡುವ ಶಿಫಾರಸು ಮಾಡುವ) ಯಾ ಕಚೇರಿಯ ಸೂಚನಾಪತ್ರ,,,,,,,
,,Miscellaneous,,ಸಂಕೀರ್ಣ; ವಿವಿಧ; ಇತರೆ,,,,,,,
,,Mobile appliances,,ಸಂಚಾರೀಯಂತ್ರಗಳು / ಉಪಕರಣಗಳು,,,,,,,
,,Mobile tank unit,,ಮೊಬೈಲ್‌ ಟ್ಯಾಂಕ್‌ ಯೂನಿಟ್‌; ಸಂಚಾರೀ ನೀರುತೊಟ್ಟಿಯ ಘಟಕ,,,,,,,
,,Mobile tank unit drill (M.T.U.Drill),,ಎಂ.ಟಿ.ಯು ಡ್ರಿಲ್‌; ಸಂಚಾರಿ ನೀರುತೊಟ್ಬ ಘಟಕದ ಕವಾಯತು,,,,,,,
,,Mobilize,,1. ಚಲಿಸುವಂತೆ ಮಾಡು 2. ಸಜ್ಜುಗೊಳಿಸು; ಸಿದ್ಧಗೊಳಿಸು,,,,,,,
,,Mock drill,,ಅಣಕು ಕವಾಯತು,,,,,,,
,,Monthly abstract,,ತಿಂಗಳ ಸಾರಾಂಶ / ಗೋಷ್ಟಾರೆ,,,,,,,
,,Monthly routine,,ತಿಂಗಳ ಮಾಮೂಲಿ ಕೆಲಸ; ತಿಂಗಳ ನಿತ್ಯಗಟ್ಟಳೆಯ ಕೆಲಸ,,,,,,,
,,Monthly statement,,ತಿಂಗಳ ವಿವರಣಪಟ್ಟಿ ಮಾಸಿಕ ತಃಖ್ತೆ,,,,,,,
,,Monthly statement of expenditure,,ಮಾಸಿಕ ಖರ್ಚುವೆಚ್ಚದ ಪಟ್ಟಿ / ತಃಖ್ತೆ,,,,,,,
,,Morning roll call,,ಬೆಳಗಿನ ಹಾಜರಿ ಕರೆ / ಕೂಗುವುದು,,,,,,,
,,Mufti dress,,ಮಫ್ತಿ ಡ್ರೆಸ್‌; ಸಾದಾ ಉಡುಪು); ಬೇದಿರುಸು,,,,,,,
,,Multi-purpose water tender,,ವಿವಿಧೋದ್ದೇಶ ಜಲವಾಹನ,,,,,,,
,,Mumty,,ಮಮ್ತಿ; ಸನಿಕೆ; ಸಲಿಕೆ,,,,,,,
,,Nail puller,,ನೈಲ್‌ ಪುಲ್ಬರ್‌; ಮೊಳೆ ಎಳೆಯುವ ಸಲಕರಣೆ:,,,,,,,
,,Naked flame,,ನೇಕಡ್‌ಪ್ಲೇಮ್‌; ತೆರೆದ ಜ್ಟಾಲೆ; ಬಯಲಿನ. ಬೆಂಕಿಜ್ಜಾಲೆ,,,,,,,
,,Naked lamp,,ತೆರೆದ ದೀಪ; ಆವರಣರಹಿಶ ದೀಪ,,,,,,,
,,Narrow escape,,1.ಇಕ್ಕಟ್ಟಾದ ದಾರಿ / ಮಾರ್ಗ 2.ಬಹಳ ಸ್ಟಲ್ಪದರಲ್ಲಿ ಪಾರಾಗುವಿಕೆ,,,,,,,
,,National building code,,ನ್ಯಾಷನಲ್‌ ಬಿಲ್ಡಿಂಗ್‌ ಕೋಡ್‌; ರಾಷ್ಟ್ರೀಯ ಕಟ್ಟಡ ಸಂಹಿತೆ,,,,,,,
,,National festivals,,ರಾಷ್ಟ್ರೀಯ ಉತ್ಸವಗಳು / ಹಬ್ಬಗಳು,,,,,,,
,,National fire service college,,"ನ್ಯಾಷನಲ್‌ ಫೈರ್‌ ಸರ್ವೀಸ್ ‌ಕಾಲೇಜ್‌; 
ರಾಷ್ಟ್ರೀಯ ಅಗ್ನಿಶಮನ ಸೇವಾ ಮಹಾವಿದ್ಯಾಲಯ",,,,,,,
,,National savings certificate,,ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಪತ್ರ,,,,,,,
,,Natural calamity,,ನೈಸರ್ಗಿಕ ಆಪತ್ತು,,,,,,,
