ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Continuity file,,ನಿರಂತರ ಊಡಿಕೆ,,,,,,,
,,Continuous,,ನಿರಂತರ ಮುದ್ರಕ ; ನಿರಂತ್ರ ಛಾಯಾಚಿತ್ರ ಮುದ್ರಣ ಯಂತ್ರ,,,,,,,
,,Continuous feed,,ನಿಯಂತ್ರಣ ಕ್ಷೇತ್ರ,,,,,,,
,,Continuous printer,,ನಿಯಂತ್ರಿತ ಪದಪಟ್ಟಿ,,,,,,,
,,Control field,,ಅನುಕೂಲ ಪ್ರತಿ,,,,,,,
,,Controlled term list,,ಅನುಕೂಲ ಕಡತ,,,,,,,
,,Convenience copy,,ಅನುಕೂಲಕರ ಅಳತೆ,,,,,,,
,,Convenience file,,ಸಾಂಪ್ರದಾಯಿಕ ಪತ್ರಾಗಾರ,,,,,,,
,,Convenient size,,ರೂಢಿಯ ಹಾಳೆ,,,,,,,
,,Conventional archives,,ಪರಿವರ್ತನೆ,,,,,,,
,,Conventional! folio,,ಸಹಕಾರಿ ಸ್ವಾಧೀನತೆ,,,,,,,
,,Conversion,,ಸಮನ್ವಯ ಸೂಚೀಕರಣ,,,,,,,
,,Co-operative acquisition,,ಪ್ರತಿ ಮಾಡುವ ಯಂತ್ರ,,,,,,,
,,Coordinate Indexing,,ತಾಮ್ರ ಕೆತ್ತನೆ,,,,,,,
,,Copier,,"ಪ್ರತಿ, ನಕಲು",,,,,,,
,,Copycat,,ಅನುಕರಣಕಾರ,,,,,,,
,,Corilo,,ಪ್ರತಿಗಳ ಪ್ರವಾಹ,,,,,,,
,,Copying,,ನಕಲೆತ್ತುವಿಕೆ,,,,,,,
,,Copyist,,ನಕಲುಕಾರ,,,,,,,
,,Copyright,,ಗ್ರಂಥ ಸ್ವಾಮ್ಯ,,,,,,,
,,Copytron,,"ಕಾಪಿ ಟ್ರಾನ್, ವಿದ್ಯುತ್ ಚಾಲಿತ ಪ್ರತಿರೂಪಣ ಯಂತ್ರ",,,,,,,
,,Cor d,,ಹುರಿ,,,,,,,
,,Cord thread,,ಹುರಿದಾರ,,,,,,,
,,Corner piece,,ಮೂಲೆ ಚೂರು,,,,,,,
,,Corpus,,ಗ್ರಂಥ ಸಂಗ್ರಹ ಲೇಖನ ಸಂಗ್ರಹ,,,,,,,
,,Correlative-Index,,ಸದೃಶ ಸೂಚಿ,,,,,,,
,,Correspondence,,ಪತ್ರವ್ಯವಹಾರ,,,,,,,
,,Corrigendum,,"ತಿದ್ದೋಲೆ, ಶುದ್ಧಿ ಪತ್ರ",,,,,,,
,,Costly,,"ದುಬಾರಿ, ತುಟ್ಟಿ",,,,,,,
,,Cotton swab,,ಹತ್ತಿ ಜುಂಗು,,,,,,,
,,Council,,ಪರಿಷತ್ತು,,,,,,,
,,Country,,"ಕೌಂಟ್ರಿ (ಇಂಗ್ಲೆಂಡು ಮೊದಲಾದ ದೇಶಗಳ), ಜಿಲ್ಲಾ ಸದೃಶ ವಿಭಾಗ",,,,,,,
,,Court hand,,ಮೋಡಿ ಲಿಪಿ,,,,,,,
,,Covering,,ಹೊದಿಕೆ; ರಟ್ಟು ಕಟ್ಟುವಿಕೆ,,,,,,,
,,Cream wove paper,,ಹಾಲು ಕಾಗದ,,,,,,,
,,Crocheted crusting,,ಕೊಂಡಿ ಹೊಲಿಗೆ,,,,,,,
,,Cross filing,,ಪ್ರತಿಕಡತ ವಿಧಾನ,,,,,,,
,,Cross Hatching,,ಅಡ್ಡ ಹೊಲಿಗೆ,,,,,,,
,,Cross Index,,ಪ್ರತಿ ಸೂಚಿ,,,,,,,
,,Cross reference,,ಪ್ರತಿ ಉಲ್ಲೇಖ,,,,,,,
,,Cue system,,ಸಂಕೇತ ಪದ್ಧತಿ,,,,,,,
,,Cuir Cisele binding,,ಕತ್ತರಿಕೆ ವಿನ್ಯಾಸ ರಟ್ಟುಗಾರಿಕೆ,,,,,,,
,,Cup boards,,ಅಲಮಾರು,,,,,,,
,,Cupric Sulphate,,ತಾಮ್ರದ ಸಲ್ಫೇಟ್,,,,,,,
,,Curator,,"ಕ್ಯುರೇಟರ್, ಸಂಗ್ರಹಪಾಲ",,,,,,,
,,Current literature,,ಪ್ರಚಲಿತ ಸಾಹಿತ್ಯ,,,,,,,
,,Current records,,ಚಾಲ್ತಿ ದಾಖಲೆಗಳು,,,,,,,
,,Cut edges,,ಕತ್ತರಿಸಿದ ತುದಿಗಳು,,,,,,,
,,Cuttings,,ಕತ್ತರಿಸಿದ ಭಾಗಗಳು,,,,,,,
,,Cyanography,,ಗಾಢ ನೀಲಿ ಬಣ್ಣದ ಲಿಪಿ,,,,,,,
,,Cyclopedia,,"ವಿಶ್ವಕೋಶ, ಜ್ಞಾನಕೋಶ",,,,,,,
,,Cyclostyled,,ಕೊರೆಯಚ್ಚಿಸಿದ,,,,,,,
,,Cylinder,,"ಸಿಲಿಂಡರು, ಉರುಳೆ",,,,,,,
,,DDT,,ಡಿ.ಡಿ.ಟಿ.,,,,,,,
,,Daguerreotype,,"ಡಗರೋಟೈಪ್, ಒಂದು ರೀತಿಯ ಛಾಯಾಚಿತ್ರ",,,,,,,
,,Dak book,,ಟಪಾಲು ಪುಸ್ತಕ,,,,,,,
,,Damage,,ಹಾನಿ ; ಹಾನಿಮಾಡು,,,,,,,
,,Damaged letter,,ಮುರಿದ ಅಕ್ಷರ / ಪತ್ರ,,,,,,,
,,Damp,,"ತೇವ, ಒದ್ದೆ",,,,,,,
,,Damp air,,"ಆರ್ದ್ರಗಾಳಿ, ತೇವಾಂಶ ಗಾಳಿ",,,,,,,
,,Damp proof,,"ತೇವವೇರದ, ತೇವ ನಿರೋಧ",,,,,,,
,,Damp Proof course,,ತೇವವೇರದ ವರಿಸೆ,,,,,,,
,,Damp room,,ಆರ್ದ್ರ ಕೋಣೆ,,,,,,,
,,Dark and dingy room,,ಕತ್ತಲು ಮತು ಕೊಳಕು ಕೋಣೆ,,,,,,,
,,Data Bank,,ಮಾಹಿತಿ ಬ್ಯಾಂಕು,,,,,,,
,,Data processing,,ಮಾಹಿತಿ ಸಂಸ್ಕರಣ,,,,,,,
,,Data storage and Retrieval system,,ಮಾಹಿತಿ ಸಂಗ್ರಹಣ ಮತ್ತು ಮರುಪಡೆ ಪದ್ಧತಿ,,,,,,,
,,Dating and Identifying the Documents,,ದಸ್ತಾವೇಜುಗಳನ್ನು ದಿನಾಂಕಿಸುವುದು ಮತ್ತು ಗುರುತಿಸುವುದು,,,,,,,
,,Datum,,ದತ್ತಾಂಶ ; ಆಧಾರಾಂಶ,,,,,,,
,,Deacidification,,ನಿರಾಮ್ಲೀಕರಣ,,,,,,,
,,Dealing,,ವ್ಯವಹರಿಸುವ ; ವ್ಯವಹರಣೆ,,,,,,,
,,Declassify,,ಅವರ್ಗೀಕರಿಸು,,,,,,,
,,Decoder,,ಸಂಕೇತಾರ್ಥ ನಿರೂಪಕ,,,,,,,
,,Decoration,,"ಅಲಂಕರಣ, ಅಲಂಕಾರ",,,,,,,
,,Dedicated space,,ಮೀಸಲು ಜಾಗ,,,,,,,
,,Deed,,ಕರಾರು ಪತ್ರ,,,,,,,
,,Deep etching,,ಆಳಕೊರೆತ,,,,,,,
,,Dehumidifiers,,ತೇವ ನಿವಾರಕಗಳು,,,,,,,
,,Delami: action of documents,,ದಾಖಲೆಗಳ ನಿಷ್ಪಟಲೀಕರಣ,,,,,,,
,,Deleterious material,,ಹಾನಿಕರವಸ್ತು / ಸಾಮಗ್ರಿ,,,,,,,
,,Deletion record,,"ವಿಲೋಪನ ದಾಖಲೆ, ಹೊಡೆದು ಹಾಕಿದ ವಿಷಯಗಳ ದಾಖಲೆ",,,,,,,
,,Delivery book,,ಬಟವಾಡೆ ಪುಸ್ತಕ,,,,,,,
,,Deluxe binding,,"ಡಿಲಕ್ಸ್ ಬೈಂಡಿಂಗು, ಶ್ರೇಷ್ಠ, ರಟ್ಟುಗಾರಿಕೆ",,,,,,,
,,Demi-official,,ಅರೆ ಸರ್ಕಾರಿ,,,,,,,
,,Density,,ಸಾಂದ್ರತೆ,,,,,,,
,,Department,,ಇಲಾಖೆ,,,,,,,
,,Depicting steps,,ನಿರೂಪಣಾ ಹಂತಗಳು,,,,,,,
,,Deposit,,ಠೈವಣಿ ; ನಿಕ್ಷೇಪ,,,,,,,
,,Deposit collection,,ಠೇವಣಿ ಸಂಗ್ರಹ,,,,,,,
,,Deposited records,,ನಿಕ್ಷಿಪ್ತ ದಾಖಲೆಗಳು,,,,,,,
,,Depository,,ನಿಕ್ಷೇಪ,,,,,,,
,,Descriptive,,ವಿವರಣಾತ್ಮಕ,,,,,,,
,,Desk lamp,,ಇಳಿಮೇಜು ದೀಪ,,,,,,,
,,Destruction schedule,,ವಿನಾಶನ ಅನುಸೂಚಿ,,,,,,,
,,Destruction of time barred records,,ಅವಧಿಮೀರಿದ ದಾಖಲೆಗಳ ನಾಶ,,,,,,,
,,Detailed budget estimates,,ಸವಿವರ ಆಯವ್ಯಯ ಅಂದಾಜುಗಳು,,,,,,,
,,Deterioration,,"ಅವನತಿ, ಕ್ಷೀಣಿಸುವುದು",,,,,,,
,,Developed Archives,,ಅಭಿವೃದ್ಧಿಗೊಳಿಸಿದ ಪತ್ರಗಾರ,,,,,,,
,,Developing,,ಅಭಿವೃದ್ಧಿಗೊಳ್ಳುತ್ತಿರುವ; ಸ್ಫುಟಗೊಳಿಸುವ,,,,,,,
,,Dextrin,,ಒಂದು ಅಂಟು ಪದಾರ್ಥ,,,,,,,
,,Dialect survey,,ಉಪಭಾಷಾ ಸಮಿಕ್ಷೆ,,,,,,,
,,Diamond,,ವಜ್ರ,,,,,,,
,,Diamond Tripoli polishing composition,,ವಜ್ರ ಮೆರುಗು ಲೇಪನ ಸಂಯೋಜನೆ,,,,,,,
,,Diaper,,ವಜ್ರವಿನ್ಯಾಸದ ರಟ್ಟುಗಾರಿಕೆ,,,,,,,
,,Diapositive,,ಡಯಾಪಾಸಿಟಿವ್; ಪಾರದರ್ಶಕದ ಮೇಲೆ ಮೂಡುವ ಸಹಜ ಛಾಯಾಪ್ರತಿ,,,,,,,
,,Diary,,ದಿನಚರಿ,,,,,,,
,,Diazo,,"ಡಯಾಜೊ, ಒಂದು ರಾಸಾಯನಿಕ",,,,,,,
,,Diced,,ಚೌಕಾಕಾರದ,,,,,,,
,,Dictionary,,ನಿಘಂಟು,,,,,,,
,,Diffused sunlight,,ಹರಡಿದ ಬೆಳಕು,,,,,,,
,,Diffusion transfer,,ಪ್ರಸರಣ ವರ್ಗಚಿತ್ರ ವಿಧಾನ,,,,,,,
,,Dilapidated,,ಜೀರ್ಣವಾದ,,,,,,,
,,Diplomatic,,ರಾಜತಾಂತ್ರಿಕ,,,,,,,
,,Diplomatic Archives,,ರಾಜತಾಂತ್ರಿಕ ದಾಖಲೆ ಪತ್ರಗಳು,,,,,,,
,,Dipper,,"ಅದ್ದುಕ, ಮುಳುಗಿಸುವ ಸಾಧನ",,,,,,,
,,Directory,,ನಿರ್ದೇಶಿಕೆ,,,,,,,
,,Direct positive,,ಸ್ಪಷ್ಟ ಸಹಜ ಛಾಯಾಚಿತ್ರ,,,,,,,
,,Direct sunlight,,ಸೂರ್ಯನ ನೇರ ಬೆಳಕು,,,,,,,
,,Discolouration,,"ನಿರ್ವರ್ಣೀಕರಣ, ಬಣ್ಣಗಳೆತ",,,,,,,
,,Discrete record,,ಪ್ರತ್ಯೇಕವಾದ ದಾಖಲೆ,,,,,,,
,,Discussion notes,,ಚರ್ಚಾ ಟಿಪ್ಪಣಿಗಳು,,,,,,,
,,Disinfectant,,ಸೋಂಕು ನಿವಾರಕ,,,,,,,
,,Disinsectization,,ಕೀಟ ನಿವಾರಣೆ,,,,,,,
,,Disinsectization treatment,,ಕೀಟ ನಿವಾರಣಾ ಚಿಕಿತ್ಸೆ,,,,,,,
,,Display,,ಪ್ರದರ್ಶಿಸು; ಪ್ರದರ್ಶನ,,,,,,,
,,Disposition,,ವಿನ್ಯಾಸ,,,,,,,
,,Dissemination,,ಪ್ರಸಾರ,,,,,,,
,,Dissertation,,ಪ್ರೌಢ ಪ್ರಬಂಧ,,,,,,,
,,Distribution,,"ಹಂಚಿಕೆ, ವಿತರಣೆ",,,,,,,
,,Dividers,,ಕೈವಾರ,,,,,,,
,,Divine calf,,ಕರುವಿನ ತೊಗಲು,,,,,,,
,,Docket,,"ವಿಷಯ ಸೂಚಿ, ಯಾದಿ",,,,,,,
,,Document,,"ದಸ್ತಾವೇಜು, ಪ್ರಲೇಖ",,,,,,,
,,Documentalist,,ದಸ್ತಾವೇಜುಗಾರ,,,,,,,
,,Documentation,,"ದಸ್ತಾವೇಜಿಕೆ, ಪ್ರಲೇಖನ",,,,,,,
,,Documentography,,ದಸ್ತಾವೇಜು ಶಾಸ್ತ್ರ,,,,,,,
,,Donation,,ದೇಣಿಗೆ,,,,,,,
,,Dossier,,(ಏಕ ವಿಷಯ) ದಸ್ತಾವೇಜುಗಳ ಕಟ್ಟು,,,,,,,
,,Doublure,,(ಪುಸ್ತಕದ ರಟ್ಟಿನ ಒಳಮೈಯ) ಅಸ್ತರಿ,,,,,,,
,,Downgrade,,ಶ್ರೇಣಿ ಇಳಿತ,,,,,,,
,,Draft,,ಕರಡು ಪ್ರತಿಮಾಡು ಕರಡು,,,,,,,
,,"Draft, annual plan",,ವಾರ್ಷಿಕ ಯೋಜನೆ ಕರಡು,,,,,,,
,,Draft for approval,,ಅನುಮೋದನೆಗಾಗಿ ಕರಡು,,,,,,,
,,Drafting,,ಕರಡು ತಯಾರಿಕೆ,,,,,,,
,,Draftsman,,"ನಕ್ಷೆಗಾರ, ಕರಡು ತಯಾರಕ",,,,,,,
,,Drawer,,ಸೆಳೆಖಾನೆ,,,,,,,
,,Drawings,,ರೇಖನಗಳು ; ರೇಖಾಚಿತ್ರಗಳು,,,,,,,
,,Drilling machine,,"ಕೂರೆಯುಂತ್ರ, ಬೈರಿಗೆ ಯಂತ್ರ",,,,,,,
,,Drop-out,,ನಡುವೆ ಬಿಟ್ಟವನು,,,,,,,
,,Dropper,,ಹನಿ ಸಿಂಪಡಿಕ,,,,,,,
,,Dropping fraction,,ಇಳಿಕೆ ಭಾಗ,,,,,,,
,,Drum,,"ಡ್ರಮ್ಮು, ವರ್ತುಲನಾಳಿ",,,,,,,
,,Drum Drier,,ಒಣಗಿಸುವ ಡ್ರಮ್ಮ,,,,,,,
,,Dry ammonia,,ಶುಷ್ಕ ಆಮೋನಿಯಾ ವಿಧಾನ,,,,,,,
,,process,,ಒಣ ಚೆಲುವೆ ಮಾಡುವುದು,,,,,,,
,,Dry cleaning,,ಒಣಗಿಸುವ ಅಟ್ಟಣೆ,,,,,,,
,,Drying rack,,ಒಣಗಿಸುವ ಅನುಕ್ರಮ,,,,,,,
,,Drying sequence,,ಒಣಗಿಸುವ ಯಂತ್ರ,,,,,,,
,,Drying technique,,ಒಣ ರಟ್ಟುಕಟ್ಟುವಿಕೆ ಯಂತ್ರ,,,,,,,
,,Drying mounting press,,ಒಣ ಚೆಲುವೆ ಮಾಡುವುದು,,,,,,,
,,Dummy bands,,ಕೃತಕ ಕಟ್ಟುಗಳು,,,,,,,
,,Duo,,ಜೋಡಿ,,,,,,,
,,Duostat,,ದಸ್ತಾವೇಜು ಪ್ರತಿಮಾಡುವ ವಿಧಾನ,,,,,,,
,,Duplex filming,,ದ್ವಿಛಾಯಾ ಚಿತ್ರ ತಯಾರಿಕೆ,,,,,,,
,,Duplicate,,"ಪ್ರತಿರೂಪ, ನಕಲು ; ತಯಾರಿಕೆ",,,,,,,
,,Duplicate copy,,ನಕಲು ಪ್ರತಿ,,,,,,,
,,Duplicating,,"ನಕಲಿಕೆ, ದ್ವಿಪ್ರತೀಕರಣ",,,,,,,
,,Duplicating machine,,ದ್ವಿ ಪ್ರತಿಯಂತ್ರ,,,,,,,
,,Duplicator,,ದ್ವಿಪ್ರತಿಕ,,,,,,,
,,Durability,,"ಬಾಳಿಕೆ, ತಾಳಿಕೆ",,,,,,,
,,Dust Cover,,ಧೂಳು ಹೊದಿಕೆ,,,,,,,
,,Duster,,"ಧೂಳೊರಸು, ಧೂಳೊರಸುವ ಸಾಧನ",,,,,,,
,,Dusting,,ಧೂಳೊರೆಸುವಿಕೆ,,,,,,,
,,Dust proof,,ಧೂಳು ನಿರೋಧಕ,,,,,,,
,,Dye-line film copy,,(ಒಂದು ವಿಧವಾದ ವರ್ಗಾವಣೆ ವಿಧಾನದಿಂದ ಮಾಡುವ) ಛಾಯಾಚಿತ್ರ ಮುದ್ರಿತ ಪ್ರತಿ,,,,,,,
,,Ecclesiastical and semi Public records,,ಧಾರ್ಮಿಕ ಮತ್ತು ಅರೆ ಸರ್ಕಾರಿ ದಾಖಲೆಗಳು,,,,,,,
,,Ecclesiastical archives,,ಧಾರ್ಮಿಕ ದಾಖಲೆ ಪತ್ರಗಳು,,,,,,,
,,Ecclesiastical organization,,ಧಾರ್ಮಿಕ ಸಂಸ್ಥೆ,,,,,,,
,,Economical binder,,ಮಿತವ್ಯಯದ ರಟ್ಟುಗಾರಿಕೆ ಯಂತ್ರ,,,,,,,
,,Economics,,ಅರ್ಥಶಾಸ್ತ್ರ,,,,,,,
,,Edit,,ಸಂಪಾದಿಸು,,,,,,,
,,Edge,,ಅಂಚು,,,,,,,
,,Edge decoration,,ಅಂಚು ಅಲಂಕಾರ,,,,,,,
,,Edge fog,,(ಛಾಯಾ ಚಿತ್ರಣದಲ್ಲಿ) ಅಂಚಿನ ಸ್ಫುಟ ಮಬ್ಬು,,,,,,,
,,Edge notched card,,ಅಂಚು ಕಚ್ಚು ಕಾರ್ಡು,,,,,,,
,,Edge punched cards,,ಅಂಚು ರೇಂಧ್ರಿತ ಕಾರ್ಡುಗಳು,,,,,,,
,,Edition,,"ಆವೃತ್ತಿ, ಮುದ್ರಣ",,,,,,,
,,Editio princeps,,ಪ್ರಥಮ ಮುದ್ರಣ,,,,,,,
,,Editor,,ಸಂಪಾದಕ,,,,,,,
,,Editorial,,ಸಂಪಾದಕೀಯ,,,,,,,
,,Educational Research Library,,ಶೈಕ್ಷಣಿಕ ಸಂಶೋಧನೆ ಗ್ರಂಥಾಲಯ,,,,,,,
,,Eighteenmo,,"ಅಷ್ಟಾದಶಪತ್ರಿ, 18 ಹಾಳೆಗಳಾಗಿ ಅಥವಾ 36 ಪುಟಗಳಾಗಿ ಮಡಿಸಿದ ದೊಡ್ಡ ಕಾಗದದ ಹಾಳೆ",,,,,,,
,,Electric iron,,ವಿದ್ಯುತ್‌ ಇಸ್ತ್ರಿ,,,,,,,
,,Electric kettle,,ವಿದ್ಯುತ್‌ ಕೆಟಲು,,,,,,,
,,Electrolysis,,ವಿದ್ಯುತ್ ದ್ರವವಿಭಜನ ವಿದ್ಯುತ್‌ ರಾಸಾಯನಿಕ ವಿಭಜನ,,,,,,,
,,Electrolyte,,"ವಿದ್ಯುದ್ವಿಶ್ಲೇಷ್ಠ, ವಿದ್ಯುತ್ ಕಾರ್ಯದಿಂದ ವಿಘಟಿತವಾದ ಪದಾರ್ಥ",,,,,,,
,,Electromagnetic Current,,ವಿದ್ಯುತ್ ಕಾಂತೀಯ ಪ್ರವಾಹ,,,,,,,
,,Electronic data processing EDP,,ಇಲೆಕ್ಟ್ರಾನಿಕ್ ಮಾಹಿತಿ ಸಂಸ್ಕರಣ,,,,,,,
,,Electronic photo engraving machine,,ವಿದ್ಯುತ್ ಛಾಯಾ ಚಿತ್ರ ಕೆತ್ತನೆ ಯಂತ್ರ,,,,,,,
,,Electro photographic copier,,ವಿದ್ಯುತ್ ಛಾಯಾ ಚಿತ್ರ ಪ್ರತಿಮಾಡುವ ಯಂತ್ರ,,,,,,,
,,Electro photographic process,,ವಿದ್ಯುತ್ ಛಾಯಾಚಿತ್ರ ಸಂಸ್ಕರಣ,,,,,,,
,,Electro photography,,ವಿದ್ಯುತ್ ಛಾಯಾ ಚಿತ್ರಣ,,,,,,,
,,Electrostatic copy,,ಸ್ಥಾಯೀ ವಿದ್ಯುತ್ ಪ್ರತಿ,,,,,,,
,,Electrotype,,ವಿದ್ಯುತ್ ಪ್ರತಿ,,,,,,,
,,Element,,"ಮೂಲಧಾತು, ಮೂಲವಸ್ತು",,,,,,,
,,Elephant,,ಕಾಗದದ ಒಂದು ಅಳತೆ,,,,,,,
,,Elephant folio,,ನಿರ್ದಿಷ್ಟ ಅಳತೆಯ ಹಾಳೆ,,,,,,,
,,Elevator,,"ಎಲಿವೇಟರು, ಮೇಲೆತ್ತುವ ಯಂತ್ರ",,,,,,,
,,Elision Mark,,ಅಕ್ಷರ ಲೋಪ ಗುರುತು,,,,,,,
,,Em,,ಮುದ್ರಣದಲ್ಲಿ ಎಮ್ ಅಳತೆ,,,,,,,
,,Emblem book,,ಲಾಂಛನ ಪುಸ್ತಕ,,,,,,,
,,Embossed,,ಉಬ್ಬು ಮಾಡಿದ,,,,,,,
,,Embroidered binding,,ಕಸೂತಿಸಿದ ರಟ್ಟುಗಾರಿಕೆ,,,,,,,
,,Embrittlement,,ಭಿದುರೀಕರಣ,,,,,,,
,,Emendation,,"ಪರಿಷ್ಕರಣ, ತಿದ್ದುಪಾಟು",,,,,,,
,,Emerald,,"ಎಮೆರಾಲ್ಡ್, ಒಂದು ಗೊತ್ತಾದ ಅಳತೆಯ ಅಚ್ಚಿನ ಮೊಳೆ",,,,,,,
,,Emulsi,,"ಎಮಲ್ಷನ್, ಹಾಲಿನಂಥ ದ್ರವ",,,,,,,
,,En,,ಮುದ್ರಣದಲ್ಲಿ ಎನ್ ಅಳತೆ,,,,,,,
,,Enamel,,ಗಾಜು ಲೇಪನ,,,,,,,
,,Encapsulation,,ಕೋಶೀಕರಣ,,,,,,,
,,Encaustic,,"ಸೊಡು ಚಿತ್ರ, ಸುಡುವ ವಿಧಾನದಚಿತ್ರ",,,,,,,
,,Enchiridion,,ಕೈಪಿಡಿ,,,,,,,
,,Encyclopaedia,,ವಿಶ್ವಕೋಶ ಜ್ಞಾನಕೋಶ,,,,,,,
,,Enclosure,,ಅಡಕ,,,,,,,
,,Endorsement,,"ಹಿಂಬರಹ, ಷರಾ",,,,,,,
,,Endowment,,ದತ್ತಿ,,,,,,,
,,End paper,,"ಕೊನೆ ಕಾಗದ, ಪುಸ್ತಕದ ಮೊದಲಲ್ಲೂ, ಕೊನೆಯಲ್ಲೂ ಒಂದು ಭಾಗ ರಟ್ಟಿನ ಒಳ ಮೈಗೆ ಹಚ್ಚಿ ಮತ್ತೊಂದು ಭಾಗವನ್ನು ಹಾಗೇ ಬಿಟ್ಟಿರುವ ಬರಿಹಾಳೆ",,,,,,,
,,Endurance,,ಸಹನಶೀಲತೆ ; ತಾಳಿಕೆ,,,,,,,
,,English finish paper,,ಇಂಗ್ಲಿಷ್ ಮೆರುಗು ಕಾಗದ,,,,,,,
,,Engraving,,ಕೆತ್ತನೆ,,,,,,,
,,Enlargement,,ವಿಸ್ತರಣ,,,,,,,
,,Enlarger,,ವಿಸ್ತಾರಕ,,,,,,,
,,Entry,,ನಮೂದು ; ದಾಖಲೆ,,,,,,,
,,Enquiry report,,ವಿಚಾರಣಾ ವರದಿ,,,,,,,
,,Enumerative bibliography,,ಪರಿಗಣನಾತ್ಮಕ ಗ್ರಂಥ ಸೂಚಿ,,,,,,,
,,Envelop,,ಲಕೋಟೆ,,,,,,,
,,Ephemeral,,ಅಲ್ಪಾಯುಷಿ,,,,,,,
,,Epistle,,"ಪತ್ರ, ಕಾಗದ, ಓಲೆ",,,,,,,
,,Epistoler,,ಪತ್ರಲೇಖಕ,,,,,,,
,,Epoxy resins,,ಅಂಟು ರಾಳ,,,,,,,
,,Equipment,,ಸಾಧನ ಸಾಮಗ್ರಿ,,,,,,,
,,Eraser,,"ಎರೇಸರ್, ಉಜ್ಜುಗ",,,,,,,
,,Esparto (grass),,"ಎಸ್ಪಾರ್ಟೊ (ಹುಲ್ಲು), ಕಾಗದ ತಯಾರಿಸಲು ಬಳಸುವ ಸ್ಪೆಯಿನ್ ದೇಶದ ಒಂದು ಬಗೆಯ ಹುಲ್ಲು",,,,,,,
,,Establishment,,ಸಿಬ್ಬಂದಿ ; ಸ್ಥಾಪನೆ,,,,,,,
,,Estimation survey report,,ಅಂದಾಜು ಸಮೀಕ್ಷಾ ವರದಿ,,,,,,,
,,Estray,,ಬೇವಾರಸು ದಸ್ತಾವೇಜು,,,,,,,
,,Etching,,ಕೊರೆತ ; ಕೊರೆದ ತಗಡಿನಿಂದ ತೆಗೆದ ಪ್ರತಿ,,,,,,,
,,Ethics in art of paper conservation,,ಕಾಗದ ಸಂರಕ್ಷಣಾ ಕಲೆಯ ನೀತಿ ನಿಯಮಗಳು,,,,,,,
,,Ethnographic collections,,ಮಾನವ ಕುಲ ಶಾಸ್ತ್ರದ ಸಂಗ್ರಹಗಳು,,,,,,,
,,Ethnological survey,,ವಾನವಕುಲ ಶಾಸ್ತ್ರೀಯ ಸಮೀಕ್ಷೆ,,,,,,,
,,Ethylene oxide,,"ಎಥಿಲಿನ್ ಆಕ್ಸೈಡ್, ಒಂದು ರಾಸಾಯನಿಕ",,,,,,,
,,Evaluation,,ಮೌಲ್ಯ ಮಾಪನ,,,,,,,
,,Excessive heat,,ವಿಪರೀತ ಶಾಖ,,,,,,,
,,Excite,,ಉದ್ರೇಕಿಸು,,,,,,,
,,Exhibition,,ವಸ್ತು ಪ್ರದರ್ಶನ,,,,,,,
,,Exogenous factors,,ಬಹಿರ್ಜಾತ ಅಂಶಗಳು,,,,,,,
,,Experiment,,ಪ್ರಯೋಗ,,,,,,,
,,Expertise,,ಪ್ರವೀಣತೆ,,,,,,,
,,Expert,,ತಜ್ಞ,,,,,,,
,,Explanatory,,ವಿವರಣಾತ್ಮಕ,,,,,,,
,,Export,,ರಫ್ತು,,,,,,,
,,Exposure,,ಒಡ್ಡುವುದು (ಛಾಯಾ ಚಿತ್ರವನ್ನು) ಬೆಳಕಿಗೆ ಒಡ್ಡುವುದು,,,,,,,
,,Expurgated edition,,ದೋಷ ನಿವಾರಿತ ಆವೃತ್ತಿ,,,,,,,
,,Extant,,"ಚಾಲ್ತಿ, ಈಗಿನ",,,,,,,
,,Extension,,ವಿಸ್ತರಣೆ,,,,,,,
,,Extensive,,ವ್ಯಾಪಕ,,,,,,,
,,Extra light,,ಅತಿ ಹಗುರ; ಹೆಚ್ಚಿನ ಬೆಳಕು,,,,,,,
,,Extra thin,,ಅತಿ ತೆಳು,,,,,,,
,,Extract,,"ಉದ್ಧೃತ ಭಾಗ, ಉದ್ಧರಣ",,,,,,,
,,Eyelet pliers,,ಕುಣಿಕೆ ಕಂಡಿ ಇಕ್ಕುಳ,,,,,,,
,,Fabriano paper,,ಫ್ಯಾಬ್ರಿಯಾನೊ ಕಾಗದ,,,,,,,
,,Fabric binding,,ಬಟ್ಟೆ ರಟ್ಟುಗಾರಿಕೆ,,,,,,,
,,Fabrikoid,,ಫ್ಯಾಬ್ರಿಕಾಯ್ಡ ಬಟ್ಟೆ,,,,,,,
