ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Initial stage,,ಪ್ರಾರಂಭ ಹಂತ,,,,,,,
,,Injunction,,ತಡೆ ಆಜ್ಞೆ,,,,,,,
,,Injury,,ಗಾಯ; ಪೆಟ್ಟು,,,,,,,
,,In keeping with,,ಹೊಂದಿಕೆಯಾಗಿ,,,,,,,
,,In person,,ಖುದ್ದು; ಮುದ್ದಾಂ,,,,,,,
,,In pursuance of,,ಅನುಸರಿಸಿ,,,,,,,
,,In respect of,,ಆ ಸಂಬಂಧವಾಗಿ,,,,,,,
,,Inspection,,ನಿರೀಕ್ಷಣೆ; ಪರಿವೀಕ್ಷಣೆ,,,,,,,
,,Instruction,,ತಿಳಿವಳಿಕೆ; ಸೂಚನೆ,,,,,,,
,,Insurance policy,,ವಿಮಾ ಪಾಲಿಸಿ,,,,,,,
,,Insurance premium,,ವಿಮಾ ಕಂತು,,,,,,,
,,Intelligence,,ಗುಪ್ತವಾರ್ತೆ; ಬುದ್ಧಿವಂತಿಕೆ,,,,,,,
,,Interim,,ಮಧ್ಯಕಾಲೀನ,,,,,,,
,,Interpretation,,ವ್ಯಾಖ್ಯಾನ,,,,,,,
,,Inter se,,ಪರಸ್ಪರ; ತಮ್ಮತಮ್ಮಲ್ಲಿ,,,,,,,
,,Inter-state seniority,,ಅಂತರರಾಜ್ಯ ಜೇಷ್ಠತೆ,,,,,,,
,,Interview,,ಸಂದರ್ಶನ; ಭೇಟಿ,,,,,,,
,,In the service and pay of Government,,ಸರ್ಕಾರಿ ಸೇವೆ ಮತ್ತು ವೇತನದಲ್ಲಿ,,,,,,,
,,In the usual way,,ವಾಡಿಕೆ ರೀತಿಯಲ್ಲಿ,,,,,,,
,,Intimation,,ತಿಳಿವಳಿಕೆ; ಸೂಚನೆ,,,,,,,
,,In time,,ಸಕಾಲದಲ್ಲಿ,,,,,,,
,,Intolerance,,ಅಸಹನೆ,,,,,,,
,,In total,,ಒಟ್ಟಿನಲ್ಲಿ ಪೂರ್ಣವಾಗಿ,,,,,,,
,,In transit,,ರವಾನೆಯಲ್ಲಿ,,,,,,,
,,Intricate and difficult,,ಜಟಿಲ ಮತ್ತು ಕಠಿಣ,,,,,,,
,,Introduce,,ಮಂಡಿಸು; ಪರಿಚಯಿಸು,,,,,,,
,,Introduction,,ಪೀಠಿಕೆ; ಪ್ರಸ್ತಾವನೆ; ಪರಿಚಯ,,,,,,,
,,Invalid,,ಅಮಾನ್ಯ; ಅಸಮರ್ಥ; ಅಶಕ್ತ,,,,,,,
,,Invalidity pension,,ಅಶಕ್ತ ನಿವೃತ್ತಿ ವೇತನ,,,,,,,
,,Invariable,,ಬದಲಾಗದ,,,,,,,
,,Inventory,,ವಿವರಣಾ ಪಟ್ಟಿ,,,,,,,
,,Investigation,,ತನಿಖೆ,,,,,,,
,,Investigator,,ತನಿಖೆಗಾರ,,,,,,,
,,Invigilator,,ಪರೀಕ್ಷಾವೀಕ್ಷಕ; ಇನ್‌ವಿಜಿಲೇಟರ್‌,,,,,,,
,,Invite,,ಆಹ್ವಾನಿಸು,,,,,,,
,,Invoice,,ಬೆಲೆಪಟ್ಟಿ; ದರಪಟ್ಟಿ,,,,,,,
,,Involve,,ಒಳಪಡಿಸು; ಒಳಪಡು,,,,,,,
,,In writing,,ಲಿಖಿತದಲ್ಲಿ; ಬರಹದಲ್ಲಿ,,,,,,,
,,Iron Safe,,ಕಬ್ಬಿಣದ ಪೆಟ್ಟಿಗೆ; ತಿಜೋರಿ,,,,,,,
,,Irrecoverable,,ವಸೂಲು ಮಾಡಲಾಗದ,,,,,,,
,,Irredeemable,,ಬಿಡಿಸಿಕೊಳ್ಳಲಾಗದ,,,,,,,
,,Irregular,,ಕ್ರಮವಲ್ಲದ; ಅನಿಯಮಿತ,,,,,,,
,,Irregular appointment,,ಅಕ್ರಮ ನೇಮಕಾತಿ,,,,,,,
,,Irregular commitment,,ಅಕ್ರಮಹೊಣೆ,,,,,,,
,,Irregular process,,ಕ್ರಮರಹಿತ ವಿಧಾನ,,,,,,,
,,Irresponsible,,ಬೇಜವಾಬ್ದಾರಿಯ; ಹೊಣೆಗೇಡಿತನದ,,,,,,,
,,Issue,,ವಾದಾಂಶ; ಹೊರಡಿಸು ವಿಷಯ,,,,,,,
,,Jamedar,,ಜಮಾದಾರ; ಜಮೇದಾರ,,,,,,,
,,Job account,,ಕೆಲಸದ ಲೆಕ್ಕ,,,,,,,
,,Joining report,,ಹಾಜರಿ ವರದಿ,,,,,,,
,,Joining time,,ಹಾಜರಿ ಕಾಲಾವಧಿ,,,,,,,
,,Joining time pay,,ಹಾಜರಿ ಕಾಲಾವಧಿ ವೇತನ,,,,,,,
,,Joint,,ಜಂಟಿ; ಸಹ,,,,,,,
,,Joint account,,ಜಂಟಿಲೆಕ್ಕ,,,,,,,
,,Joint bond,,ಜಂಟಿ ಮುಚ್ಚಳಿಕೆ,,,,,,,
,,Joint enquiry,,ಜಂಟಿ ವಿಚಾರಣೆ,,,,,,,
,,Joint property,,ಜಂಟಿ ಸ್ವತ್ತು,,,,,,,
,,Judicial service,,ನ್ಯಾಯಿಕಸೇವೆ,,,,,,,
,,Junior Assistant,,ಕಿರಿಯ ಸಹಾಯಕ,,,,,,,
,,Junior scale,,ಕಿರಿಯ ಶ್ರೇಣಿ,,,,,,,
,,Just and fair,,ನ್ಯಾಯೋಚಿತ,,,,,,,
,,Just and reasonable,,ನ್ಶಾಯಸಮ್ಮತ ಮತ್ತು ಸಕಾರಣ,,,,,,,
,,Just below,,ಅಲ್ಲೇ; ಅದರ ಕೆಳಗೇನೆ,,,,,,,
,,Just compensation,,ನ್ಯಾಯವಾದ ಪರಿಹಾರ,,,,,,,
,,Justifiable,,ಸಮರ್ಥನೀಯ,,,,,,,
,,Kannada Language test,,ಕನ್ನಡ ಭಾಷಾ ಪರೀಕ್ಷೆ,,,,,,,
,,Karnataka Administrative Service,,ಕರ್ನಾಟಕ ಆಡಳಿತ ಸೇವೆ,,,,,,,
,,"Karnataka Civil Services (Classification, Control and Appeal) Rules",,ಕರ್ನಾಟಕ ಸರಕಾರಿ ಸೇವಾ (ವರ್ಗೀಕರಣ; ನಿಯಂತ್ರಣ ಮತ್ತು ಅಪೀಲು) ನಿಯಮಗಳು,,,,,,,
,,Karnataka Civil Services (General Recruitment) Rules,,ಕರ್ನಾಟಕ ಸರಕಾರಿಸೇವಾ (ಸಾಧಾರಣ ನೌಕರಿ ಭರ್ತಿ) ನಿಯಮಗಳು,,,,,,,
,,Karnataka Government Secretariat,,ಕರ್ನಾಟಕ ಸರ್ಕಾರದ ಸಚಿವಾಲಯ,,,,,,,
,,Karnataka High Court,,ಕರ್ನಾಟಕ ಉಚ್ಚ ನ್ಯಾಯಾಲಯ,,,,,,,
,,Karnataka Public Service Commission,,ಕರ್ನಾಟಕ ಲೋಕಸೇವಾ ಆಯೋಗ,,,,,,,
,,Karnataka Public Service Commission (Function) Rules,,ಕರ್ನಾಟಕ ಲೋಕಸೇವಾ ಆಯೋಗ (ಪ್ರಕಾರ್ಯ) ನಿಯಮಗಳು,,,,,,,
,,Karnataka Public Service Commission (Service Regulation),,ಕರ್ನಾಟಕ ಲೋಕಸೇವಾ ಆಯೋಗ (ಸೇವಾ ನಿಬಂಧನೆಗಳು),,,,,,,
,,Karnataka Public Service Commission (Direct Recruitment by Selection) Rules),,ಕರ್ನಾಟಕ ಲೋಕಸೇವಾ ಆಯೋಗ (ಆಯ್ಕೆ ಮೂಲಕ ನೇರಭರ್ತಿ) ನಿಯಮಗಳು,,,,,,,
,,Karnataka Public Service Commission (Conduct of Business and Additional Functions) Act,,ಕರ್ನಾಟಕ ಲೋಕಸೇವಾ ಆಯೋಗ (ಕಾರ್ಯ ನಿರ್ವಹಣೆ ಮತ್ತು ಹೆಚ್ಚಿನ ಪ್ರಕಾರ್ಯಗಳು) ಅಧಿನಿಯಮ,,,,,,,
,,Karnataka Public Service Commission (Consultation) Regulations,,ಕರ್ನಾಟಕ ಲೋಕಸೇವಾ ಆಯೋಗ (ಸಮಾಲೋಚನೆ) ನಿಬಂಧನೆಗಳು,,,,,,,
,,Karnataka Public Service Commission (Service of Local Authorities Consultation) Order,,ಕರ್ನಾಟಕ ಲೋಕಸೇವಾ ಆಯೋಗ (ಸ್ಥಳೀಯ ಅಧಿಕಾರ ಸೇವಾ ಸಮಾಲೋಚನೆ) ಆದೇಶ,,,,,,,
,,Karnataka Public Service Commission (Service of Local Authorities) (Function) Rules,,ಕರ್ನಾಟಕ ಲೋಕಸೇವಾ ಆಯೋಗ (ಸ್ಥಳೀಯ ಅಧಿಕಾರ ಸೇವೆ) (ಪ್ರಕಾರ್ಯ) ನಿಯಮಗಳು,,,,,,,
,,Karnataka State Civil Service (Recruitment to Ministerial Posts) Rules,,ಕರ್ನಾಟಕ ರಾಜ್ಯ ಸರಕಾರಿ ಸೇವಾ (ಲಿಪಿಕ ಹುದ್ದೆ ಭರ್ತಿ) ನಿಯಮಗಳು,,,,,,,
,,Karnataka State Civil Services Class III Recruitment to Non-Ministerial Posts) Rules,,ಕರ್ನಾಟಕ ರಾಜ್ಯ ಸರಕಾರಿ ಸೇವಾ (III ನೇ ದರ್ಜೆ ಲಿಪಿಕೇತರ ಹುದ್ದೆ ಭರ್ತಿ) ನಿಯಮಗಳು,,,,,,,
,,"Karnataka State Civil Services (Recruitment to the posts of Stenographers, Junior Stenographers and",,ಕರ್ನಾಟಕ ರಾಜ್ಯ ಸರಕಾರಿ ಸೇವಾ (ಶೀಘ್ರಲಿಪಿಗಾರರು; ಕಿರಿಯ ಶೀಘ್ರ ಲಿಪಿಗಾರರು ಮತ್ತು ಬೆರಳಚ್ಚುಗಾರರ ಹುದ್ದೆ ಭರ್ತಿ) ನಿಯಮಗಳು,,,,,,,
,,Knowledge and Belief,,ತಿಳಿವಳಿಕೆ ಮತ್ತು ನಂಬಿಕೆ,,,,,,,
,,Knowledge and Notice,,ಜ್ಞಾನ ಮತ್ತು ಗಮನ,,,,,,,
,,Knowledge of Law,,ಕಾನೂನು ಜ್ಞಾನ,,,,,,,
,,Known Defect,,ತಿಳಿದ ದೋಷ,,,,,,,
,,Labour,,ಶ್ರಮ; ದುಡಿಮೆ; ಕೂಲಿ ಕೆಲಸ,,,,,,,
,,Labour Bureau,,ಕಾರ್ಮಿಕ ಸಂಸ್ಥೆ,,,,,,,
,,Labour Contract,,ಕಾರ್ಮಿಕ ಒಪ್ಪಂದ,,,,,,,
,,Labour Dispute,,ಕಾರ್ಮಿಕ ವಿವಾದ,,,,,,,
,,Labourer,,ಕಾರ್ಮಿಕ; ಕೂಲಿಕಾರ,,,,,,,
,,Labour Law,,ಕಾರ್ಮಿಕ ಕಾನೂನು,,,,,,,
,,Labour Manual,,ದೈಹಿಕ ದುಡಿಮೆ,,,,,,,
,,Land Mortgage,,ಭೂ ಅಡಮಾನ,,,,,,,
,,Land Record,,ಭೂ ದಾಖಲೆ,,,,,,,
,,Large Scale,,ಅಧಿಕ ಪ್ರಮಾಣ,,,,,,,
,,Last mentioned,,ಕೊನೆಗೆ ಹೇಳಿದ,,,,,,,
,,Lateral,,ಪಾರ್ಶ್ವಿಕ,,,,,,,
,,Law department,,ಕಾನೂನು ಇಲಾಖೆ,,,,,,,
,,Lawfully,,ಕಾನೂನುಬದ್ಧವಾಗಿ,,,,,,,
,,Law of evidence,,ಸಾಕ್ಷ್ಯವಿಧಿ; ರುಜುವಾತು ಕಾನೂನು,,,,,,,
,,Leap day,,ಅಧಿಕ ದಿನ,,,,,,,
,,Leap year,,ಅಧಿಕವರ್ಷ,,,,,,,
,,Lease deed,,ಗುತ್ತಿಗೆ ಪತ್ರ,,,,,,,
,,Leave account,,ರಜಾಲೆಕ್ಕ,,,,,,,
,,Leave allowance,,ರಜಾಭತ್ಯ,,,,,,,
,,Leave not due,,ಗಳಿಸದ ರಜ,,,,,,,
,,Leave of absence,,ಗೈರು ಹಾಜರಿ ರಜ,,,,,,,
,,Leave on average pay,,ಸರಾಸರಿ ವೇತನ ರಜ,,,,,,,
,,Leave on half average pay,,ಅರ್ಧ ಸರಾಸರಿ ವೇತನ ರಜ,,,,,,,
,,Leave on Medical ground,,ವೈದ್ಯಕೀಯ ಕಾರಣ ರಜ,,,,,,,
,,Leave on Private affairs,,ಖಾಸಗಿ ಕಾರ್ಯ ನಿಮಿತ್ತ ರಜ,,,,,,,
,,Leave without pay,,ವೇತನ ರಹಿತ ರಜ,,,,,,,
,,Ledger,,ಲೆಡ್ಜರು; ಖಾತೆ ಪುಸ್ತಕ; ಕಿರ್ದಿ,,,,,,,
,,Ledger account,,ಖಾತಾ ಲೆಕ್ಕ,,,,,,,
,,Ledger entry,,ಖಾತಾ ನಮೂದು,,,,,,,
,,Legal adviser,,ಕಾನೂನು ಸಲಹೆಗಾರ,,,,,,,
,,Legal evidence,,ಕಾನೂನು ಬದ್ಧಸಾಕ್ಷ್ಯ,,,,,,,
,,Lending authority,,ಎರವಲು ಕೊಡುವ ಅಧಿಕಾರ,,,,,,,
,,Letter of advice,,ಸೂಚನಾ ಪತ್ರ,,,,,,,
,,Letter of authority,,ಅಧಿಕಾರ ಪತ್ರ,,,,,,,
,,Letter of guarantee,,ಭರವಸೆ ಪತ್ರ,,,,,,,
,,Letter of introduction,,ಪರಿಚಯ ಪತ್ರ,,,,,,,
,,Letter of regret,,ವಿಷಾದ ಪತ್ರ,,,,,,,
,,Liberate,,ಬಿಡುಗಡೆಮಾಡು,,,,,,,
,,Licence,,ಲೈಸೆನ್ಸು,,,,,,,
,,Life Insurance,,ಜೀವವಿಮೆ,,,,,,,
,,Life Policy,,ಜೀವವಿಮಾಪತ್ರ,,,,,,,
,,List of candidates,,ಉಮೇದುವಾರರ ಪಟ್ಟಿ,,,,,,,
,,Living wage,,ಜೀವನ ಮಜೂರಿ,,,,,,,
,,Local action,,ಸ್ಥಳೀಯ ಕಾರ್ಯಾಚರಣೆ,,,,,,,
,,Local Board,,ಸ್ಥಳೀಯ ಮಂಡಳಿ,,,,,,,
,,Local Candidates,,ಸ್ಥಳೀಯ ಅಭ್ಯರ್ಥಿಗಳು,,,,,,,
,,Location,,ಸ್ಥಳ,,,,,,,
,,Location Plan,,ಸ್ಥಳ ನಿರ್ದೇಶನ ನಕ್ಷೆ,,,,,,,
,,Long term credit,,ದೀರ್ಘಾವಧಿ ಸಾಲ,,,,,,,
,,Loose leaf ledger,,ಬಿಡಿಹಾಳೆ ಖಾತಾ ಪುಸ್ತಕ,,,,,,,
,,Lower Post,,ಕೆಳಗಿನ ಹುದ್ದೆ,,,,,,,
,,Lowest price,,ಕನಿಷ್ಠ ಬೆಲೆ,,,,,,,
,,Lucrative interest,,ಲಾಭಕರ ಬಡ್ಡಿ,,,,,,,
,,Lump sum,,ಒಂದೇ ಮೊತ್ತ,,,,,,,
,,Main observation,,ಮುಖ್ಯ ಅಭಿಪ್ರಾಯ,,,,,,,
,,Maintain,,ಸಂರಕ್ಷಿಸು; ನಿರ್ವಹಿಸು,,,,,,,
,,Maintenance of Register,,ರಿಜಿಸ್ಟರಿನ ನಿರ್ವಹಣೆ,,,,,,,
,,Major head,,ಪ್ರಧಾನ ಶೀರ್ಷಿಕೆ,,,,,,,
,,Majority,,ಬಹುಸಂಖ್ಯೆ,,,,,,,
,,Major Penalty,,ಪ್ರಧಾನ ದಂಡನೆ,,,,,,,
,,Major Post,,ಪ್ರಧಾನ ಹುದ್ದೆ,,,,,,,
,,Make a Provision,,ಅವಕಾಶ ಕಲ್ಪಿಸು,,,,,,,
,,Making up day,,ಲೆಕ್ಕ ತೀರುವ ದಿನ,,,,,,,
,,Management,,ನಿರ್ವಹಣೆ,,,,,,,
,,Managing Officer,,ನಿರ್ವಹಣಾಧಿಕಾರಿ,,,,,,,
,,Mandamus,,ಪರಮಾದೇಶ,,,,,,,
,,Mandatory,,ಆಜ್ಞಾಪಕ,,,,,,,
,,Manipulation of accounts,,ಲೆಕ್ಕಪತ್ರಗಳಲ್ಲಿ ಕೈವಾಡ,,,,,,,
,,Manner,,ಶಿಷ್ಟಾಚಾರ,,,,,,,
,,Man power,,ಮಾನವಶಕ್ತಿ,,,,,,,
,,Manual,,ಕೈಪಿಡಿ,,,,,,,
,,Manuscript,,ಹಸ್ತಪ್ರತಿ,,,,,,,
,,Marginal note,,ಪಕ್ಕದ ಟಿಪ್ಪಣಿ,,,,,,,
,,Mass meeting,,ಬೃಹತ್‌ ಸಭೆ,,,,,,,
,,Material,,ಸಾಮಗ್ರಿ; ಗುರುತರ,,,,,,,
,,Material irregularity,,ಗುರುತರ ಅಕ್ರಮ,,,,,,,
,,Maternity leave,,ಹೆರಿಗೆ ರಜ,,,,,,,
,,Matter,,ವಿಷಯ; ವಸ್ತು,,,,,,,
,,Maximum of time scale,,ವೇತನ ಶ್ರೇಣಿಯ ಪರಮಾವಧಿ,,,,,,,
,,Measurement,,ಅಳತೆ,,,,,,,
,,Medical attendant,,ವೈದ್ಯಕೀಯ ಚಿಕಿತ್ಸಕ,,,,,,,
,,Medical Board,,ವೈದ್ಯಕೀಯ ಮಂಡಲಿ,,,,,,,
,,Medical Certificate,,ವೈದ್ಯಕೀಯ ಪ್ರಮಾಣ ಪತ್ರ,,,,,,,
,,Medical Examination,,ವೈದ್ಯಕೀಯ ಪರೀಕ್ಷೆ,,,,,,,
,,Medical expense,,ವೈದ್ಯಕೀಯ ವೆಚ್ಚ,,,,,,,
,,Medical witness,,ವೈದ್ಯಕೀಯ ಸಾಕ್ಷಿ,,,,,,,
,,Member,,ಸದಸ್ಯ,,,,,,,
,,Memo,,ಮೆಮೊ; ಜ್ಞಾಪನಪತ್ರ,,,,,,,
,,Memory,,ಸ್ಮರಣೆ; ನೆನಪು,,,,,,,
,,Mention,,ಹೇಳು; ಉಲ್ಲೇಖಿಸು; ಹೇಳಿಕೆ; ಉಲ್ಲೇಖನ,,,,,,,
,,Merge,,ವಿಲೀನ,,,,,,,
,,Merit,,ಅರ್ಹತೆ; ಗುಣ,,,,,,,
,,Message,,ಸಂದೇಶ; ಸುದ್ದಿ,,,,,,,
,,Messrs,,ಸರ್ವಶ್ರೀ,,,,,,,
,,Metallic currency,,ಚಾಲ್ತಿ ನಾಣ್ಯ,,,,,,,
,,Meter,,ಮೀಟರು; ಒಂದು ಮಾಪಕ,,,,,,,
,,Method,,ರೀತಿ; ವಿಧಾನ; ಕ್ರಮ,,,,,,,
,,Methodical,,ಕ್ರಮಬದ್ಧ,,,,,,,
,,Method of Sampling,,ಗುಣ ಪರೀಕ್ಷಾ ಪದ್ಧತಿ,,,,,,,
,,Method of Selection,,ಆಯ್ಕೆಯ ವಿಧಾನ,,,,,,,
,,Metropolis,,ಮಹಾನಗರ,,,,,,,
,,Migrate,,ವಲಸೆ ಹೋಗು / ಬರು,,,,,,,
,,Mileage allowance,,ಮೈಲಿ ಭತ್ಯ,,,,,,,
,,Military munitions,,ಸೇನಾ ಸಾಮಗ್ರಿಗಳು,,,,,,,
,,Military service,,ಸೇನಾ ಸೇವೆ,,,,,,,
,,Minimum amount,,ಕನಿಷ್ಠ ಮೊತ್ತ,,,,,,,
,,Minimum of time scale,,ವೇತನ ಶ್ರೇಣಿಯ ಕನಿಷ್ಠ ಪ್ರಮಾಣ,,,,,,,
,,Minimum Wages,,ಕನಿಷ್ಠ ಮಜೂರಿ,,,,,,,
,,Ministerial act,,ಆಡಳಿತ ಕಾರ್ಯ,,,,,,,
,,Ministerial Govt. Servant,,ಸರ್ಕಾರಿ ಲಿಪಿಕ ನೌಕರ,,,,,,,
,,Ministerial Service,,ಲಿಪಿಕ ಸೇವೆ,,,,,,,
,,Ministerial Staff,,ಲಿಪಿಕ ಸಿಬ್ಬಂದಿ,,,,,,,
,,Minor,,ಅಪ್ರಾಪ್ತ ವಯಸ್ಕ; ಅಲ್ಪಸಂಖ್ಯಾತ,,,,,,,
,,Minor head,,ಉಪಶೀರ್ಷಿಕೆ,,,,,,,
,,Minority,,ಅಪ್ರಾಪ್ತ ವಯಸ್ಕತೆ,,,,,,,
,,Minor Penalty,,ಅಲ್ಪದಂಡನೆ,,,,,,,
,,Minutes,,ನಡವಳಿಗಳು,,,,,,,
,,Minute book,,ನಡವಳಿ ಪುಸ್ತಕ,,,,,,,
,,Misappropriation,,ಹಣ ದುರುಪಯೋಗ,,,,,,,
,,Miscellaneous,,ಸಂಕೀರ್ಣ ; ಇತರ ; ವಿವಿಧ,,,,,,,
,,Misconduct,,ದುರ್ವರ್ತನೆ,,,,,,,
,,Misconstrue,,ಅಪಾರ್ಥ ಕಲ್ಪಿಸು,,,,,,,
,,Misinterpret,,ತಪ್ಪು ವ್ಯಾಖ್ಯಾನಮಾಡು,,,,,,,
,,Mistake,,ತಪ್ಪು; ಪ್ರಮಾದ,,,,,,,
,,Misuse,,ದುರುಪಯೋಗ,,,,,,,
,,Model,,ಮಾದರಿ; ಪ್ರತಿರೂಪ,,,,,,,
,,Modicum,,ಅಲ್ಪ ಪರಿಮಾಣ,,,,,,,
,,Modification,,ಮಾರ್ಪಾಟು,,,,,,,
,,Monetary,,ದ್ರವ್ಯ ಸಂಬಂಧದ,,,,,,,
,,Money transaction,,ಹಣಕಾಸು ವ್ಯವಹಾರ,,,,,,,
,,Monthly consumption,,ಮಾಸಿಕ ಬಳಕೆ,,,,,,,
,,Monthly expenditure statement,,ಮಾಸಿಕ ಖರ್ಚಿನ ವಿವರಣ ಪಟ್ಟಿ,,,,,,,
,,Monthly Progress Report,,ಮಾಸಿಕ ಪ್ರಗತಿಯ ವರದಿ,,,,,,,
,,Mortgage,,ಅಡಮಾನ,,,,,,,
,,Mortgage deed,,ಅಡಮಾನ ಪತ್ರ,,,,,,,
,,Mortgage,,ಅಡಮಾನದಾರ,,,,,,,
,,Mortgage Property,,ಅಡಮಾನ ಸ್ವತ್ತು,,,,,,,
,,Movable Property,,ಚರಸ್ವತ್ತು,,,,,,,
,,Multiplier,,ಗುಣಕ,,,,,,,
,,Municipal Account Code,,ಪೌರಸಭಾ ಲೆಕ್ಕ ಸಂಹಿತೆ,,,,,,,
,,Municipal and Local Boards,,ಪೌರಸಭೆ ಮತ್ತು ಸ್ಥಳೀಯ ಮಂಡಳಿಗಳು,,,,,,,
,,Muster roll,,ಹಾಜರಿ ಪಟ್ಟಿ,,,,,,,
,,Mutation,,ಪರಿವರ್ತನೆ,,,,,,,
,,Mutchi,,ಮುಚ್ಚಿ,,,,,,,
,,Mutual,,ಪರಸ್ಪರ,,,,,,,
,,Mutual Consent,,ಪರಸ್ಪರ ಸಮ್ಮತಿ,,,,,,,
,,Mystery,,ರಹಸ್ಯ,,,,,,,
,,Namesake,,ಹೆಸರಿಗೆ ಮಾತ್ರ,,,,,,,
,,Narration,,ನಿರೂಪಣೆ; ವಿವರಣೆ,,,,,,,
,,Narrow escape,,ಸ್ವಲ್ಪದರಲ್ಲಿ ಪಾರಾಗುವುದು,,,,,,,
,,National Currency,,ರಾಷ್ಟ್ರೀಯ ನಾಣ್ಯ,,,,,,,
,,National Economy,,ರಾಷ್ಟ್ರೀಯ ಅರ್ಥವ್ಯವಸ್ಥೆ,,,,,,,
,,National] Savings Certificates,,ರಾಷ್ಟ್ರೀಯ ಉಳಿತಾಯ ಪ್ರಮಾಣ ಪತ್ರ,,,,,,,
,,National Service (Technical Personnel),,ರಾಷ್ಟ್ರೀಯ ಸೇವೆ (ತಾಂತ್ರಿಕ ಉದ್ಯೋಗಿವರ್ಗ),,,,,,,
,,Native,,ದೇಶೀಯ; ಸ್ಥಳೀಯ,,,,,,,
,,Natural Cause,,ಸಹಜ ಕಾರಣ,,,,,,,
,,Neat Copy,,ಶುದ್ಧ ಪ್ರತಿ,,,,,,,
,,Necessary action,,ಅವಶ್ಯಕ್ರಮ; ಸೂಕ್ತಕ್ರಮ,,,,,,,
,,Necessary Power,,ಸೂಕ್ತ ಅಧಿಕಾರ,,,,,,,
,,Necessary Provisions,,ಅವಶ್ಯ ಉಪಬಂಧಗಳು,,,,,,,
,,Necessary repair,,ಸೂಕ್ತ ದುರಸ್ತಿ,,,,,,,
,,Neglect of duty,,ಕರ್ತವ್ಯದ ಉಪೇಕ್ಷೆ,,,,,,,
,,Negligence,,ಅಸಡ್ಡೆ; ಉಪೇಕ್ಷೆ; ಅಲಕ್ಷ,,,,,,,
,,Negotiation,,ಮಾತುಕತೆ; ಸಂಧಾನ,,,,,,,
,,Net assets,,ನಿವ್ವಳ ಆಸ್ತಿ,,,,,,,
,,Net Cash,,ನಿವ್ವಳ ನಗದು,,,,,,,
,,Net income,,ನಿವ್ವಳ ಆದಾಯ,,,,,,,
,,No grace,,ಕೃಪೆಯಿಲ್ಲ,,,,,,,
,,Nomenclature,,ಹೆಸರು; ಅಭಿದಾನ,,,,,,,
,,Nominate,,ನಾಮಕರಣ ಮಾಡು,,,,,,,
,,Nominee,,ನಾಮಿನಿ,,,,,,,
,,Non acceptance,,ಅಸ್ವೀಕಾರ,,,,,,,
,,Non-apparent,,ಅಪ್ರತ್ಯಕ್ಷ: ತೋರದ,,,,,,,
,,Non-appearance,,ಹಾಜರಾಗದಿರುವುದು,,,,,,,
,,Non-delivery,,ಬಟವಾಡೆಯಾಗದಿರುವುದು,,,,,,,
,,Non-essential service,,ಅಪ್ರಧಾನ ಸೇವೆ,,,,,,,
,,Non-gazetted Officer,,ನಾನ್‌ಗೆಜೆಟೆಡ್‌ ಅಧಿಕಾರಿ,,,,,,,
,,Non-ministerial,,ಲಿಪಿಕೇತರ,,,,,,,
,,Non-official,,ಅಧಿಕಾರೇತರ,,,,,,,
,,No profit- no loss basis,,ಲಾಭನಷ್ಟ ರಹಿತ ಆಧಾರ,,,,,,,
,,Non-technical,,ತಾಂತ್ರಿಕೇತರ,,,,,,,
,,Normal duties,,ಮಾಮೂಲಿ ಕರ್ತವ್ಯಗಳು,,,,,,,
,,Not contemplated,,ಉದ್ದೇಶಿಸಲಾಗಿಲ್ಲ,,,,,,,
,,Not Crossed Cheque,,ಕ್ರಾಸು ಮಾಡದ ಚೆಕ್ಕು,,,,,,,
,,Note,,ಸೂಚನೆ; ಟಿಪ್ಪಣಿ,,,,,,,
,,Noted,,ಪ್ರಸಿದ್ಧ; ಗಮನಿಸಿದ; ಟಿಪ್ಪಣಿ ಮಾಡಿದ,,,,,,,
,,Note for approval,,ಅನುಮೋದನೆಗಾಗಿ ಟಿಪ್ಪಣಿ,,,,,,,
,,Note for future guidance,,ಮುಂದಿನ ಮಾರ್ಗದರ್ಶನಕ್ಕಾಗಿ ಟಿಪ್ಪಣಿ,,,,,,,
,,Note paper,,ಟಿಪ್ಪಣಿ ಕಾಗದ,,,,,,,
,,Notes and guides,,ಟಿಪ್ಪಣಿಗಳು ಮತ್ತು ಮಾರ್ಗದರ್ಶಿಕೆಗಳು,,,,,,,
,,Notice,,ಸೂಚನೆ : ಎಚ್ಚರಿಕೆ,,,,,,,
,,Notice Board,,ಪ್ರಕಟನ ಸೂಚನಾ ಫಲಕ,,,,,,,
