ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Denatured,,ಗುಣಗೆಡಿಸಿದ,,,,,,,
,,Dental Abrasive,,ಹಲ್ಲುಜ್ಜುಕ,,,,,,,
,,Dentifrice,,ಹಲ್ಲುಜ್ಜುವಪುಡಿ / ಪೇಸ್ಟು,,,,,,,
,,Dentist,,ದಂತವೈದ್ಯ,,,,,,,
,,De-odourant,,ವಾಸನೆ ನಿವಾರಕ (ವಸ್ತು),,,,,,,
,,Depilatory,,ಕೇಶನಾಶಕ,,,,,,,
,,Depot,,"ಡಿಪೊ, ಉಗ್ರಾಣ, ಮಳಿಗೆ",,,,,,,
,,Depreciation,,"ಇಳಿತಾಯ, ಸವಕಳಿ",,,,,,,
,,Depressant,,ಮಾಂದ್ಯಕಾರಕ,,,,,,,
,,Depressor substance test,,ಮಾಂದ್ಯಕಾರಕ ವಸ್ತು ಪರೀಕ್ಷಣ,,,,,,,
,,Derivative,,"ನಿಷ್ಪನ್ನ, ಒಂದು ರಾಸಾಯನಿಕ ವಸ್ತುವಿನಿಂದ ಹುಟ್ಟಿದ ಇನ್ನೊಂದು ರಾಸಾಯನಿಕ ವಸ್ತು",,,,,,,
,,Dermatitis,,ಚರ್ಮದ ಉರಿಯೂತ,,,,,,,
,,Desiccant,,"ಶುಷ್ಕತಾ ರಕ್ಷಕ, ಶುಷ್ಕತೆಯನ್ನು ಕಾಪಾಡುವ ಪದಾರ್ಥ",,,,,,,
,,Desiccator,,ತೇವಾಂಶ ನಿವಾರಕ (ಉಪಕರಣ),,,,,,,
,,Design,,"ನಕ್ಷೆ, ವಿನ್ಯಾಸ",,,,,,,
,,Destination,,ಗಮ್ಯಸ್ಥಾನ,,,,,,,
,,Destruction,,"ಅಳಿವು, ನಾಶ",,,,,,,
,,Detection,,ಪತ್ತೆ,,,,,,,
,,Detergent,,ಸ್ವಚ್ಛಕಾರಕ,,,,,,,
,,Deterioration,,"ಕೆಡುವಿಕೆ, ಕ್ಷೀಣತೆ",,,,,,,
,,Determination,,"ನಿರ್ಧಾರ, ನಿಷ್ಕರ್ಷೆ",,,,,,,
,,Detoxication,,"ನಂಜು, ಕಳೆತ",,,,,,,
,,Device,,"ಸಾಧನ, ಉಪಾಯ",,,,,,,
,,Diabetes,,"ಮಧುಮೇಹ, ಸಕ್ಕರೆ ಕಾಯಿಲೆ",,,,,,,
,,Diognoisis,,ರೋಗ ನಿದಾನ,,,,,,,
,,Diagnostic Preparations,,ರೋಗ ನಿದಾನಕ ಸಿದ್ಧತೆಗಳು,,,,,,,
,,Diarihoea,,"ಅತಿಭೇದಿ, ಅತಿಸಾರ",,,,,,,
,,Diet,,"ಪಥ್ಯ, ಗೊತ್ತು ಮಾಡಿದ ಆಹಾರ",,,,,,,
,,Dieteties,,ಪಥ್ಯ ವಿಜ್ಞಾನ,,,,,,,
,,Diffusion,,"ಹರಡುವಿಕೆ, ವ್ಯಾಪನೆ",,,,,,,
,,Digestion,,"ಜೀರ್ಣಶಕ್ತಿ, ಪಚನ",,,,,,,
,,Digestive,,ಜೀರ್ಣಕಾರಿ,,,,,,,
,,Diligence,,ಕಾರ್ಯತತ್ಪರತೆ,,,,,,,
,,Diluent,,"ತೆಳುಕಾರಕ, ನಿರ್ದಿಷ್ಟ ಪ್ರಮಾಣ ಪೂರಕ ವಸ್ತು",,,,,,,
,,Dilution,,ತೆಳ್ಳಗೆ ಮಾಡುವುದು,,,,,,,
,,Diphtheria,,"ಡಿಪ್ತೀರಿಯ, ಗಳಗಂಡ",,,,,,,
,,Diploma,,ಡಿಪ್ಲೋಮ,,,,,,,
,,Discordant results,,ಅಸಂಗತ ಫಲಿತಾಂಶಗಳು,,,,,,,
,,Disease,,ರೋಗ,,,,,,,
,,Disinfectant,,ಸೋಂಕುನಾಶಕ,,,,,,,
,,Disintegrant,,"ಛಿದ್ರಕ, ವಿಘಟಕ",,,,,,,
,,Disintegration,,"ವಿಘಟನೆ, ಛಿದ್ರ ಛಿದ್ರವಾಗುವುದು",,,,,,,
,,Disintegration test,,ವಿಘಟನ ಪರೀಕ್ಷಣ,,,,,,,
,,Dispensary,,"ಔಷಧಾಲಯ, ದವಾಖಾನೆ",,,,,,,
,,Dispensatory,,ಔಷಧಿ ಕೈಪಿಡಿ,,,,,,,
,,Dispense,,ಔಷಧ ತಯಾರಿಸಿಕೊಡು,,,,,,,
,,Dispenser,,ಔಷಧ ತಯಾರಿಸಿಕೊಡುವವನು,,,,,,,
,,Dispensing,,ಔಷಧ ತಯಾರಿಸಿಕೊಡುವುದು,,,,,,,
,,Dispensing Chemist,,ಔಷಧ ತಯಾರಿಸಿಕೊಡುವ ರಸಾಯನಜ್ಞ,,,,,,,
,,Dispensing Prescription,,ಸಲಹಾ ಚೀಟಿ ಪ್ರಕಾರ ಔಷಧ ಕೊಡುವುದು,,,,,,,
,,Dispersion forces,,ಪ್ರಸರಣ ಶಕ್ತಿಗಳು,,,,,,,
,,Displacement value,,ಸ್ಥಾನಚ್ಯುತಿ ಮೌಲ್ಯ,,,,,,,
,,Disposal,,ವಿಲೇವಾರಿ,,,,,,,
,,Disposition,,"ಒಲವು, ಪ್ರವೃತ್ತಿ",,,,,,,
,,Dissolutions,,"ವಿಸರ್ಜನೆ, ವಿಘಟನೆ",,,,,,,
,,Dissolution deed,,ವಿಘಟನ ಪತ್ರ,,,,,,,
,,Distil,,ಬಟ್ಟಿ ಇಳಿಸು,,,,,,,
,,Distillate,,ಬಟ್ಟಿ ಇಳಿಸಿದ್ದು; ಬಟ್ಟಿ,,,,,,,
,,Distillation,,ಬಟ್ಟಿಯಿಳಿಸುವಿಕೆ,,,,,,,
,,Distillation range,,ಬಟ್ಟಿಯಿಳಿಕೆ ಅಂತರ,,,,,,,
,,Distribution,,ವಿತರಣೆ,,,,,,,
,,Distributor,,ವಿತರಕ,,,,,,,
,,Diuretic,,ಮೂತ್ರವರ್ಧಕದ,,,,,,,
,,Doctor,,"ಡಾಕ್ಟರು, ವೈದ್ಯ",,,,,,,
,,Dosage,,ಒಂದು ಸಲದ ಔಷಧ ಪ್ರಮಾಣ,,,,,,,
,,Dose,,"ಡೋಸು, ಒಂದು ಔಷಧ ಪ್ರಮಾಣ",,,,,,,
,,Dose ratio,,ಡೋಸು ಪ್ರಮಾಣ,,,,,,,
,,Dose response curves,,ಡೋಸ್ ಪ್ರತಿಕ್ರಿಯಾ ಪರಿಣಾಮ ರೇಖೆ,,,,,,,
,,Double Blind Trials,,ಉಭಯಾಂಧ ಪರೀಕ್ಷಣಗಳು,,,,,,,
,,Draught,,ಗುಟುಕು,,,,,,,
