ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Mange,"ಕಜ್ಜಿ, ಚರ್ಮರೋಗ",,,,,,,,,
,Manger,ಗೋದಣಿಗೆ,,,,,,,,,
,Manual,ಕೈ ನಿರ್ವಹಣೆ,,,,,,,,,
,Manufacturing lab cheese,ಪ್ರಯೋಗಾಲಯ ಚೀಸ್ ತಯಾರಿಕೆ,,,,,,,,,
,Manufacturing lab curds,ಪ್ರಯೋಗಾಲಯದ ಮೊಸರು ತಯಾರಿಕೆ,,,,,,,,,
,Manufacturing milk,ಹೈನೋತ್ಪನ್ನ ತಯಾರಿಕಾ ಹಾಲು,,,,,,,,,
,Manure,ಗೊಬ್ಬರ,,,,,,,,,
,Manus,ಕೈ,,,,,,,,,
,Maran,ಮರನ್ ಕೋಳಿತಳಿ,,,,,,,,,
,Marauding animal,ಕೊಳ್ಳೆಹೊಡೆಯುವ ಪ್ರಾಣಿ,,,,,,,,,
,Marbling,ಮಾಂಸಖಂಡದ ಊತಕಗಳಲ್ಲಿ ಕೊಬ್ಬಿನಂಶದ ಹಂಚಿಕೆ,,,,,,,,,
,Marderian gland,ತೃತೀಯ ಕಣ್ರೆಪ್ಪೆಗ್ರಂಥಿ,,,,,,,,,
,Mareks disease,ಕೋಳಿಗಳ ಪಾರ್ಶ್ವವಾಯುರೋಗ,,,,,,,,,
,Mare,ಹೆಣ್ಣುಕುದುರೆ (4 ವರ್ಷ ಮೀರಿದ್ದು),,,,,,,,,
,Marie disease,"ತೋರುವಯವ, ಅತಿಕಾಯ",,,,,,,,,
,Market grade,ಮಾರುಕಟ್ಟೆ ದರ್ಜೆ,,,,,,,,,
,Marketing butter,ಮಾರಾಟದ ಬೆಣ್ಣೆ,,,,,,,,,
,Marketing condensed milk,ಮಾರಾಟದ ಸಾಂದ್ರೀಕೃತ ಹಾಲು,,,,,,,,,
,Market milk industry,ಹಾಲು ಮಾರಾಟ ಉದ್ಯಮ,,,,,,,,,
,Marking,ಗುರುತುಮಾಡುವಿಕೆ (ಕಿವಿಗಚ್ಚುಹಾಕುವಿಕೆ),,,,,,,,,
,Marrow,ಮೂಳೆ ಮಜ್ಜೆ,,,,,,,,,
,Marsupeal pouch,ಹೊಟ್ಟೆಚೀಲ (ಕಾಂಗರೂ ಪ್ರಾಣಿಯಲ್ಲಿ),,,,,,,,,
,Marsupilia,ಹೊಟ್ಟೆಯ ಚೀಲವುಳ್ಳ ಸಸ್ತನಿ (ಕಾಂಗರೂ),,,,,,,,,
,Masculinity,"ಪುರುಷತನ, ಗಂಡುತನ",,,,,,,,,
,Mash,ನುಚ್ಚಾಹಾರ (ಪ್ರಾಣಿ ಆಹಾರ),,,,,,,,,
,Massaging,ಅಂಗಮರ್ಧನ,,,,,,,,,
,Masseter,ಮೆಲ್ಲುಗಸ್ನಾಯು,,,,,,,,,
,Massive,"ಗಟ್ಟಿಯಾದ, ತೂಕವಾದ, ಮಜಬೂತಾದ",,,,,,,,,
,Mass slaughter,ಸಾಮೂಹಿಕ ವಧೆ,,,,,,,,,
,Mastectomy,ಸ್ತನಗ್ರಂಥಿಗಳ ಕೊಯ್ತೆಗೆತ,,,,,,,,,
,Mastication,ಮೆಲಕುಹಾಕುವಿಕೆ,,,,,,,,,
,Mastitic milk,ಬಾವುಪೀಡಿತ ಕೆಚ್ಚಲು ಹಾಲು,,,,,,,,,
,Mastitis,ಕೆಚ್ಚಲುಬಾವು,,,,,,,,,
,Mastocytosis,ತುಂಬುಕೋಶತೆ,,,,,,,,,
,Maternal grand dam,ತಾಯಿ ಕಡೆಯ ಅಜ್ಜಿ,,,,,,,,,
,Maternal grand sire,ತಾಯಿ ಕಡೆಯ ಅಜ್ಜ,,,,,,,,,
,Maternal placenta,ತಾಯಿಮಾಸು,,,,,,,,,
,Maternity,"ತಾಯಿಗುಣ, ತಾಯ್ತನ",,,,,,,,,
,Maternity barn,ಗಬ್ಬದ ಪ್ರಾಣಿಗಳ ಹೆರಿಗೆಹಟ್ಟಿ / ದೊಡ್ಡಿ,,,,,,,,,
,Maternity pen,ಪ್ರಸೂತಿ/ಹೆರಿಗೆ ರೊಪ್ಪ,,,,,,,,,
,Mating,ಕೂಡಿಸುವಿಕೆ,,,,,,,,,
,Mating plan,ಜೊತೆಗೂಡಿಸುವ ಯೋಜನೆ,,,,,,,,,
,Mating rate,ಜೊತೆಗೂಡಿಸುವ ದರ / ಪ್ರಮಾಣ,,,,,,,,,
,Mating schedule,ಜೊತೆಗೂಡಿಸುವ ಅನುಸೂಚಿ,,,,,,,,,
,Mating system,ಜೊತೆಗೂಡಿಕೆ ಪದ್ಧತಿ,,,,,,,,,
,Matrix,ಮಾತೃಕೆ,,,,,,,,,
,Maturation,"1. ಪ್ರೌಢವಯಸ್ಕತೆ, ಪ್ರಾಯ 2. ಬಲಿಯುವಿಕೆ",,,,,,,,,
,Maturation of milk,ಹಾಲುಕೀವುಗೂಡಿಕೆ,,,,,,,,,
,Mature equivalents,ಪಕ್ವಸಮಾನತೆಗಳು,,,,,,,,,
,Mature graffian follicle,ಬಲಿತ (ಫಲಿತ) ಗ್ರಾಫಿಯನ್ ಗುಳ್ಳೆಕೋಶ,,,,,,,,,
,Mature size,ಪಕ್ವವಾದ ಗಾತ್ರ,,,,,,,,,
,Maxilla,ಮೇಲ್ದವಡೆ,,,,,,,,,
,Maxillary branch,ಮೇಲ್ದವಡೆ ಶಾಖೆ,,,,,,,,,
,Meadow,ಹುಲ್ಲುಗಾವಲು,,,,,,,,,
,Meal feeds,"ಅರೆದ ಆಹಾರಗಳು, ಪುಡಿರೂಪದ ಆಹಾರಗಳು",,,,,,,,,
,Mean milk,ಸರಾಸರಿ ಹಾಲುತ್ಪಾದನೆ,,,,,,,,,
,Measles,"1. ದಡಾರ, ತಟ್ಟಮ್ಮ 2. ಸತ್ತದನ, ಹಂದಿ ಶರೀರದಲ್ಲಿ ಲಾಡಿಹುಳುಕೋಶ ಲಕ್ಷಣವುಳ್ಳ ಸ್ಥಿತಿ",,,,,,,,,
,Meat,ಖಾದ್ಯಮಾಂಸ,,,,,,,,,
,Meat bird,ಮಾಂಸದ ಹಕ್ಕಿ (ಬ್ರಾಯ್ಲರ್ ಕೋಳಿ ಮುಂತಾದವು),,,,,,,,,
,Meconium,ನವಜಾತ ಪ್ರಾಣಿಯ ಪ್ರಥಮ ಮಲವಿಸರ್ಜನೆ,,,,,,,,,
,Medial digital extensor,ಒಳಬೆರಳಿನ ಬಿಚ್ಚರಿಕೆ ಸ್ನಾಯು,,,,,,,,,
,Median artery,ಮಧ್ಯಸ್ಥ ಅಪಧಮನಿ,,,,,,,,,
,Median nasal process,ಮಧ್ಯಮ ಮೂಗುಚಾಚು,,,,,,,,,
,Median plane,ಪ್ರಾಣಿಯ ಶರೀರದ ಸಮಾರ್ಧಭಾಗ (ತಲೆಯಿಂದ ಬಾಲದವರೆಗೆ),,,,,,,,,
,Mediastinal,"ಮಧ್ಯಸ್ಥಾನಿಕ, ನಡುದೆರೆಯ",,,,,,,,,
,Mediate percussion,ಮಾಧ್ಯಮಿಕ ಕುಟ್ಟಿಕೆ,,,,,,,,,
,Medium yielder,ಮಧ್ಯಮ ಇಳುವರಿದಾಯಕ,,,,,,,,,
,Meibomian gland,"ಕಣ್ರೆಪ್ಪೆಯ ಮಾರ್ಪಡಿತ ಜಿಡ್ಡುಗ್ರಂಥಿ, ರೆಪ್ಪೇಣುಗ್ರಂಥಿ",,,,,,,,,
,Meibomianitis,ರೆಪ್ಪೇಣುಗ್ರಂಥಿಯುರಿತ,,,,,,,,,
,Meiosis,1. ಸಂಖ್ಯಾಕ್ಷೀಣ ವಿಭಜನೆ 2. ಪಾಪೆಕುಗ್ಗು,,,,,,,,,
,Melanin,ಕಪ್ಪುವರ್ಣದ್ರವ್ಯ,,,,,,,,,
,Membrana nictitans,ಕಣ್ಣು ಮಿಟುಕಿಕಪರೆ,,,,,,,,,
,Membrane,ತೆಳುಪೊರೆ,,,,,,,,,
,Membrane processing,ಪೊರೆ ಸಂಸ್ಕರಣೆ,,,,,,,,,
,Meninges,ಮಿದುಳ್ಪರೆಗಳು,,,,,,,,,
,Meningitis,ಮಿದುಳು ಪೊರೆಯುರಿತ,,,,,,,,,
,Menopause,ಬೆದೆ ತೀರುವಳಿ,,,,,,,,,
,Menstrum,ಲೀನಕಾರಿ,,,,,,,,,
,Merino,ಮೆರಿನೊ ತಳಿ (ಕುರಿ),,,,,,,,,
,Mesenchyma,"ತಿರುಳುಮಧ್ಯಚರ್ಮ, ನಡುರಚಾಂಶ",,,,,,,,,
,Mesenteric,ಕರುಳ್ನಡುಪರೆ,,,,,,,,,
,Mesenteris,ಕರುಳಾವರಣ ಪರೀಕ್ಷೆ,,,,,,,,,
,Mesenteritis,ಕರುಳ್ನಡುಪರೆಯುರಿತ,,,,,,,,,
,Mesoderm,ನಡುವಣ / ಮಧ್ಯದ ಚರ್ಮ,,,,,,,,,
,Mesogastric,ಜಠರ ನಡುಪರೆ,,,,,,,,,
,Meso gasterium,ಜಠರ ನಡುಪರೆಯ,,,,,,,,,
,Mesothelium,"ನಡುಪರೆ, ಮಧ್ಯಪರೆ",,,,,,,,,
,Metabolic disease,ಚಯಾಪಚಯ / ಜೀವವಸ್ತುಕರಣ ಕ್ರಿಯಾರೋಗ,,,,,,,,,
,Metabolic faecal nitrogen,ಚಯಾಪಚಯ ಕ್ರಿಯೆಯ ಮೂಲದ ಸಾರಜನಕ,,,,,,,,,
,Metabolic process,ಜೀವದ್ರವ್ಯ ಪರಿಣಾಮಕ ಕ್ರಿಯೆ,,,,,,,,,
,Metabolic size,ಜೀವವಸ್ತುಕರಣ ಅನುಗುಣ ಗಾತ್ರ,,,,,,,,,
,Metabolism,ಚಯಾಪಚಯಕ್ರಿಯೆ,,,,,,,,,
,Metacarpus,ಅಂಗೈ ಮೂಳೆ / ಎಲುಬು,,,,,,,,,
,Metal yoke stanchion,ಲೋಹದ ಗೊಂತುಕಂಬಿ,,,,,,,,,
,Metamerism,"ಸಾದೃಶ್ಯತೆ, ಸರಿಪಡಿಕೆ",,,,,,,,,
,Metamorphosis,ರೂಪಾಂತರತೆ,,,,,,,,,
,Metastasis,ಅಂಗದಿಂದ ಅಂಗಕ್ಕೆ ರೋಗವ್ಯಾಪನೆ,,,,,,,,,
,Metatarsal,ಅಂಗಾಲೆಲುಬು (ಕಾಲ್ಬೆರಳು ಮತ್ತು ಹಿಮ್ಮಡಿ ಸೇರಿಸುವ ಮೂಳೆ),,,,,,,,,
,Metestrous,ಮಧ್ಯಬೆದೆ,,,,,,,,,
,Metritis,ಗರ್ಭಾಶಯ ಉರಿಯೂತ,,,,,,,,,
,Meuse-Rhine Ijssel (MRI),ಮ್ಯೂಸ್-ರೈನ್-ಇಷೆಲ್ ಉಭಯೋದ್ದೇಶಿತ ತಳಿಯ ದನ,,,,,,,,,
,Microbial growth,ಸೂಕ್ಷ್ಮಜೀವಿ ಬೆಳವಣಿಗೆ,,,,,,,,,
,Microbiological sanitation,ಸೂಕ್ಷ್ಮಜೀವಿ ನೈರ್ಮಲ್ಯತೆ,,,,,,,,,
,Microcanal network,ಸೂಕ್ಷ್ಮನಾಳ ಜಾಲ,,,,,,,,,
,Microflora,ಸೂಕ್ಷ್ಮಸಸ್ಯವಲಯ,,,,,,,,,
,Micturition,ಮೂತ್ರವಿಸರ್ಜನೆ,,,,,,,,,
,Mid brain,ಮಧ್ಯಮಿದುಳು,,,,,,,,,
,Middle ear,ಮಧ್ಯಕಿವಿ,,,,,,,,,
,Middle gluteus,ನಿತಂಬದ ಮಧ್ಯಸ್ನಾಯು,,,,,,,,,
,Middle lactation,ಮಧ್ಯಂತರ ಕರಾವು,,,,,,,,,
,Mid milking rate,ಮಧ್ಯಂತರ ಹಾಲುಕರೆಯುವ ಪ್ರಮಾಣ,,,,,,,,,
,Milch goat farm,ಹಾಲುಕರೆಯುವ ಮೇಕೆಗಳ ಫಾರ್ಮ್,,,,,,,,,
,Milch herd,ಕರಾವು ಹಸುವಿನ ಮಂದೆ,,,,,,,,,
,Milch stock,ಹಾಲುಕರೆಯುವ ಹಿಂಡು / ಮಂದೆ,,,,,,,,,
,Milk bank,ಹಾಲಿನ ಬ್ಯಾಂಕ್,,,,,,,,,
,Milk-bi products,ಹಾಲಿನ ಉಪಉತ್ಪನ್ನಗಳು,,,,,,,,,
,Milk can scrubber cum steam block,ಹಾಲಿನ ಕ್ಯಾನುಗಳನ್ನು ಉಜ್ಜುವ ಹಾಗೂ ಆವಿಶುದ್ಧಿಗೊಳಿಸುವ ಘಟಕ,,,,,,,,,
,Milk claw,ಹಾಲುಕರೆಯುವ ಸಾಧನದ ಕೊಂಡಿ,,,,,,,,,
,Milk clipping,ಹಂದಿಗಳು ಮರಿಗಳಿಗೆ ಹಾಲೂಡಿಸದಂತೆ ಇರಲು ಹಾಕುವ ತಡೆ,,,,,,,,,
,Milk components,ಹಾಲಿನ ಘಟಕಾಂಶಗಳು,,,,,,,,,
,Milk composition,ಹಾಲಿನ ಸಂಯೋಜನೆ,,,,,,,,,
,Milk crust,"ಹಾಲುಸುಂಡು, ಹಾಲಕ್ಕಳೆ",,,,,,,,,
,Milk fat (MF),"ಬೆಣ್ಣೆ / ಹಾಲಿನಲ್ಲಿರುವ ಕೊಬ್ಬಿನಾಂಶ, ಹಾಲ್ಗೊಬ್ಬು",,,,,,,,,
,Milk fat globule membrane,ಹಾಲಿನ ಕೊಬ್ಬು ಗೋಳಕ ಪೊರೆ,,,,,,,,,
,Milk fever,ಹಾಲು ಜ್ವರ,,,,,,,,,
,Milk hygiene,ಹಾಲು ನೈರ್ಮಲ್ಯತೆ,,,,,,,,,
,Milking,ಕೈ ಅಥವಾ ಯಂತ್ರದಿಂದ ಹಾಲು ಹಿಂಡುವಿಕೆ / ಕರೆಯುವಿಕೆ,,,,,,,,,
,Milking barn,ಹಾಲುಕರೆಯುವ ಕೊಟ್ಟಿಗೆ,,,,,,,,,
,Milking machine,ಹಾಲುಕರೆಯುವ ಯಂತ್ರ,,,,,,,,,
,Milking pail rack,ಹಾಲುಕರೆಯುವ ಕೊಳಗದ ಚೌಕಟ್ಟು,,,,,,,,,
,Milking phase,ನಿರ್ವಾತ ಹಂತ,,,,,,,,,
,Milking plant,ಹಾಲುಕರೆಯುವ ಯಂತ್ರಸ್ಥಾವರ,,,,,,,,,
,Milking qualities,ಹಾಲುಕೊಡುವ ಗುಣಗಳು,,,,,,,,,
,Milking unit,ಹಾಲುಕರೆಯುವ ಅಗತ್ಯ ಉಪಕರಣಗಳು,,,,,,,,,
,Milk medium,ಹಾಲು ಮಾಧ್ಯಮ,,,,,,,,,
,Milk only record (MOR),ಹೈನುಗಾರಿಕೆ ದಾಖಲೆಯಿಡುವ ಯೋಜನೆ,,,,,,,,,
,Milk pickup vans,ಹಾಲು ಸಂಗ್ರಹಿಸುವ ವ್ಯಾನುಗಳು,,,,,,,,,
,Milk pigments,ಹಾಲಿನಲ್ಲಿರುವ ವರ್ಣಕಗಳು,,,,,,,,,
,Milk plant,ಹಾಲಿನ ಸ್ಥಾವರ,,,,,,,,,
,Milk progesteron,ಹಾಲಿನ ಬಸಿರಣಿಕ,,,,,,,,,
,Milk recording,ಹಾಲುತ್ಪನ್ನವನ್ನು ದಾಖಲಿಸುವಿಕೆ,,,,,,,,,
,Milk recurring,ಹಾಲು ಪುನರಾವರ್ತನ ಸಲಕರಣೆ,,,,,,,,,
,Milk replacers,ಹಾಲಿನ ಬದಲಿ ಆಹಾರಗಳು,,,,,,,,,
,Milk secretion,ಹಾಲು ಸ್ರವಣ,,,,,,,,,
,Milk secretory gland,ಹಾಲೊಸರುವ / ಕ್ಷೀರಜನಕ ಗ್ರಂಥಿ,,,,,,,,,
,Milk serum,ಕೊಬ್ಬಿನಾಂಶಯುಕ್ತ ಹಾಲಿನಂಶಗಳು,,,,,,,,,
,Milk shed,ಹಾಲುತ್ಪಾದನ ಕ್ಷೇತ್ರ,,,,,,,,,
,Milk sinus,ಕೆಚ್ಚಲುತೊಟ್ಟು ಮೂಲದ ಕುಹರಗಳು,,,,,,,,,
,Milk solids,ಹಾಲಿನಲ್ಲಿಯ ಘನಪದಾರ್ಥಗಳು,,,,,,,,,
,Milk stone,ಹಾಲುಗಲ್ಲು,,,,,,,,,
,Milk strainer,ಹಾಲು ಸೋಸುವ ಸಾಧನ,,,,,,,,,
,Milk syphon,ಹಾಲಿನ ನಳಿಕೆ,,,,,,,,,
,Milk tablet,ಹಾಲಿನ ಗುಳಿಗೆ,,,,,,,,,
,Milk teeth,ಹಾಲುಹಲ್ಲು,,,,,,,,,
,Milk tecopher,ಹಾಲಿನ 'ಈ' ಜೀವಸತ್ವ,,,,,,,,,
,Milk toner,ಹಾಲು ಹದಕಾರಕ,,,,,,,,,
,Milk ultra filter,ಅತಿ ಸೂಕ್ಷ್ಮಹಾಲುಸೋಸುಕ,,,,,,,,,
,Milk veins,ಹಾಲಿನ ನರಗಳು,,,,,,,,,
,Milk well,ಹಾಲಿನ ಬಾವಿ,,,,,,,,,
,Milk whey,ಹಾಲೊಡಕು,,,,,,,,,
,Millet,ತೃಣಧಾನ್ಯ,,,,,,,,,
,Miltone plant,ಮಿಲ್ಟೋನ್ ಸ್ಥಾವರ,,,,,,,,,
,Miltone project,ಮಿಲ್ಟೋನ್ ಪ್ರಾಯೋಜನೆ,,,,,,,,,
,Mineral deficiencies,ಖನಿಜಾಂಶ ಕೊರತೆಗಳು,,,,,,,,,
,Mineral matter,ಖನಿಜ ವಸ್ತು,,,,,,,,,
,Mineral mix,ಖನಿಜ ಮಿಶ್ರಣ,,,,,,,,,
,Minimum emotional stress,ಕನಿಷ್ಠ ಮಾನಸಿಕ ಒತ್ತಡ,,,,,,,,,
,Minimum muscular activity,ಸ್ನಾಯುಗಳ ಕನಿಷ್ಠ ಕಾರ್ಯಚಟುವಟಿಕೆ,,,,,,,,,
,Miscarriage,ಅಕಾಲಿಕ ಪ್ರಸವ,,,,,,,,,
,Mish cheese,ಮಿಷ್ ಚೀಸ್,,,,,,,,,
,Mite,ನುಶಿ,,,,,,,,,
,Miticide,ನುಶಿನಾಶಕ,,,,,,,,,
,Mitochondria,"ಕಣಗಡ್ಡಿ, ಸೂತ್ರಕಣಿಕಾ",,,,,,,,,
,Mitosis,ಸಮಸೂತ್ರ ವಿಭಜನೆ,,,,,,,,,
,Mitral valve,"ಇಮ್ಮೊನೆ ಕವಾಟ, ಇರ್ದಳ ಕವಾಟ, ಮುಕುಟ ಕವಾಟ, ಸೀಸಕದ ಕವಾಟ",,,,,,,,,
,Mixed breed,ಮಿತ್ರತಳಿ,,,,,,,,,
,Mixed farming,"ಮಿಶ್ರಬೇಸಾಯ, ಸಮ್ಮಿಶ್ರ ಫಾರ್ಮ್ ನಡೆಸುವಿಕೆ",,,,,,,,,
,Mixed grazing,ಸಮ್ಮಿಶ್ರ (ದನ+ಕುರಿ+ಮೇಕೆ) ಮೇಯಿಸುವಿಕೆ,,,,,,,,,
,Mixed nerve,ಸಮ್ಮಿಶ್ರ ನರ,,,,,,,,,
,Mixed strain starter,ಸಮ್ಮಿಶ್ರ ಶುದ್ಧ ಹೆಪ್ಪು,,,,,,,,,
,Mixen,"ಸಗಣಿರಾಶಿ, ಗುಡ್ಡೆ",,,,,,,,,
,Modern pipeline milking system,ಆಧುನಿಕ ನಳಿಕೆ ಹಾಲುಕರೆಯುವ ವ್ಯವಸ್ಥೆ / ವಿಧಾನ,,,,,,,,,
,Modified bulk starter can,ಸುಧಾರಿತ ಬೃಹತ್ ಹೆಪ್ಪು ಕ್ಯಾನ್,,,,,,,,,
,Modifying gene,ಸುಧಾರಕ ವಂಶವಾಹಿ,,,,,,,,,
,Mohair,ಅಂಗೋರ ಮೇಕೆಗಳ ಉಣ್ಣೆ,,,,,,,,,
,Moist eczema,ತೇವದ ಇಸುಬು,,,,,,,,,
,Moity,ಸಸ್ಯಪದಾರ್ಥಗಳನ್ನೊಳಗೊಂಡ ಉಣ್ಣೆ,,,,,,,,,
,Molar,ದವಡೆಯ,,,,,,,,,
,Molar teeth,ದವಡೆಯ ಹಲ್ಲು,,,,,,,,,
,Molasis,ಕಾಕಂಬಿ,,,,,,,,,
,Mole,ಮಚ್ಚೆ,,,,,,,,,
,Molt/Moult,ಗರಿಯುರ್ಚು,,,,,,,,,
,Moniliasis,ಕೋಳಿಗಳಿಗೆ ಬರುವ ಶಿಲೀಂಧ್ರರೋಗ,,,,,,,,,
,Monoestrous animal,ವಾರ್ಷಿಕ ಏಕಬೆದೆಯ ಪ್ರಾಣಿ,,,,,,,,,
,Monogastric,ಏಕ ಹೊಟ್ಟೆಯ,,,,,,,,,
,Mongrel,ಬೆರಕೆ ತಳಿ,,,,,,,,,
,Monohybrid cross,ಒಂದೇ ಜೋಡಿ ವಂಶವಾಹಿಗಳಿಂದ ಎರಡು ಜೀವಿ ಸಂಕರಣ,,,,,,,,,
,Monorchid,ವೃಷಣ (ತಡ್ಡು) ಚೀಲದಲ್ಲಿ ಒಂದೇ ಬೀಜವಿರುವ ಗಂಡುಪ್ರಾಣಿ,,,,,,,,,
,Morbidity,"ರೋಗತನ, ಅಸ್ವಸ್ಥತೆ, ರೋಗ ಸೋಂಕಿತ ಶೇ. ಹಿಂಡು/ಮಂದೆ",,,,,,,,,
,Moribund,ಮರಣಾಸನ್ನತೆ,,,,,,,,,
,Morphogenesis,ರೂಪರಚನಾ ಬೆಳವಣಿಗೆ,,,,,,,,,
,Morphological,"ಆಕೃತೀಯ, ರೂಪದ",,,,,,,,,
,Morphological defect,ರೂಪಶಾಸ್ತ್ರೀಯ ನ್ಯೂನತೆಗಳು,,,,,,,,,
,Mortality rate,ಮರಣ / ಸಾವಿನ ದರ,,,,,,,,,
,Mother hair,ನವಜಾತ ಕುರಿಮರಿ ಮೈಮೇಲಿನ ರೋಮ,,,,,,,,,
,Mothering ability,"ಮಾತೃಶುಶ್ರೂಷಣ ಸಾಮರ್ಥ್ಯ, ಹುಲೂಡಿಕೆ ಶಕ್ತಿ",,,,,,,,,
,Motor,ಪ್ರೇರಕ,,,,,,,,,
,Motor nerve,ಪ್ರೇರಕ ನರ,,,,,,,,,
,Motor organs,ಚಲನಾಂಗಗಳು,,,,,,,,,
,Mould growth,ಶಿಲೀಂಧ್ರ ಬೆಳವಣಿಗೆ,,,,,,,,,
,Moulting,ಗರಿಯುರ್ಚಿಕೆ,,,,,,,,,
,Mount,"ಮೇಲೇರು, ಹಾರು (ಹೆಣ್ಣುಪ್ರಾಣಿ ಬೆದೆಯಲ್ಲಿದ್ದಾಗ ಮತ್ತು ಸಂಭೋಗದಲ್ಲಿ)",,,,,,,,,
,Mouth,ಬಾಯಿ,,,,,,,,,
,Mouth gag,"ಬಾಯಿಹಿಡಿಕ, ಬಾಯಿತೆರೆಕ",,,,,,,,,
,Movement disorder,ಚಲನೆಯ ರೋಗಗಳು,,,,,,,,,
,Mow,"ಹುಲ್ಲುಕತ್ತರಿಸು, ಹುಲ್ಲುಬಣವೆ",,,,,,,,,
,Mow curing,ಮೆದೆ / ಬಣವೆಯಲ್ಲಿ ಹದಮಾಡುವಿಕೆ,,,,,,,,,
,Mucoid,ಲೋಳೆಯಂಥ,,,,,,,,,
,Mucometra,"ಗರ್ಭಕೋಶದಲ್ಲಿ ನೀರು ತುಂಬುವಿಕೆ, ನೀರುಗರ್ಭ",,,,,,,,,
,Muco purulant,ಲೋಳೆ ಮತ್ತು ಕೀವುಮಿಶ್ರಣ ಲೋಳೆಕೀವು,,,,,,,,,
,Mucosa,"ಲೋಳ್ಪರೆ, ಶ್ಲೇಷ್ಮ",,,,,,,,,
,Mucous,ಲೋಳೆ,,,,,,,,,
,Mucous membrane,ಲೋಳ್ಪೊರೆ,,,,,,,,,
,Mucus,ಲೋಳೆ,,,,,,,,,
,Mule,ಹೇಸರಗತ್ತೆ,,,,,,,,,
,Mule foot,ಹೇಸರಗತ್ತೆ ಗೊರಸು (ಹಂದಿಯಲ್ಲಿ-ಸೀಳಿಲ್ಲದಿರುವಿಕೆ),,,,,,,,,
,Mullarian duct,ಮುಲ್ಲೇರಿಯನ್ ನಾಳ,,,,,,,,,
,Multi celluar,ಬಹುಕೋಶೀಯ,,,,,,,,,
,Multigene actions,ಹಲವಾರು ವಂಶವಾಹಿಗಳ ಚಟುವಟಿಕೆಗಳು,,,,,,,,,
,Multi herd progeny test (progeny),ಬಹುಹಿಂಡು ವಂಶವಾಹಕ ಗುಣಪರೀಕ್ಷೆ,,,,,,,,,
,Multiparous,"ಬಹುಸಂತಾನಿಕ ಹಲಬಸುರಿನ, ಬಹುಪ್ರಸವಿಕ",,,,,,,,,
,Multiple farrowing,ವರ್ಷಾದ್ಯಂತ ಹಂದಿ ಈನಿಕೆ ಪದ್ಧತಿ,,,,,,,,,
,Multiple strain heddar,ಬಹುಶೋಧಕಗಳ ಪ್ರಮುಖ ನಳಿಕೆ,,,,,,,,,
,Multiple suckling,"ಹಾಲೂಡುವ ದನಗಳನ್ನು ಅನೇಕ ಮಾಂಸದ ಕರುಗಳಿಗೂ ಹಾಲೂಡಿಸಲು ಬಳಸುವ ನಿರ್ವಹಣ ಪದ್ಧತಿ, ಬಹುಕರುಗಳಿಗೆ ಹಾಲೂಡಿಕೆ",,,,,,,,,
,Mummification,ಪಿಂಡ ಬತ್ತಿಕೆ,,,,,,,,,
,Mummified foetus,ಬತ್ತಿದ ಪಿಂಡ,,,,,,,,,
,Mumps,ಮಂಗಬಾವು,,,,,,,,,
,Murmur,ಗುರಗುಟ್ಟಿಕೆ,,,,,,,,,
,Murrah buffaloe,ಮುರ್ರಎಮ್ಮೆ,,,,,,,,,
,Murrain wool,ಸತ್ತುಕೊಳೆತ ಕುರಿಯ ದೇಹದಿಂದ ತೆಗೆದ ಉಣ್ಣೆ,,,,,,,,,
,Murray gray,"ಮುರ್ರೆ ಗ್ರೇ (ಮಾಂಸದ ದನದ ತಳಿ), ಮುರ್ರೆ ಗ್ರೇ ಕಣಿವೆಯಲ್ಲಿ ಅಭಿವೃದ್ಧಿಪಡಿಸುದ್ದು",,,,,,,,,
,Muscle,"ಸ್ನಾಯು, ಮಾಂಸಖಂಡ",,,,,,,,,
,Muscle contracture,ಸ್ನಾಯು ಸೆಳೆತ,,,,,,,,,
,Muscle cramps,ಸ್ನಾಯು ಸೆಡೆತ / ಹಿಡಿತ,,,,,,,,,
,Muscular contractions,ಮಾಂಸಖಂಡಗಳ ಸಂಕೋಚನೆಗಳು,,,,,,,,,
,Muscular dystrophy,ಸ್ನಾಯುವಿನ ವಕ್ರವರ್ತನೆ,,,,,,,,,
,Musculature,ಯಾವುದೇ ಅಂಗದ ಸ್ನಾಯು ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Musculi cutaneous,"ಸ್ನಾಯುತ್ವಚೀಯ, ಸ್ನಾಯು ಚರ್ಮದ",,,,,,,,,
,Musculi papillares,ಅಂಕುರ ಸ್ನಾಯು,,,,,,,,,
