ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Litho sequence,,ಶಿಲಾ ಮಣ್ಣು ಶ್ರೇಣಿ. ಮೂಲ ಶಿಲೆಗಳಿಗೆ ಸಂಬಂಧಪಟ್ಟ ಗುಣಗಳನ್ನುಳ್ಳ ಮಣ್ಣುಗಳ ಶ್ರೇಣಿ.,,,,,,,
,,Litho Sol,,"ಚೂರುಕಲ್ಲುಮಣ್ಣು. ಈ ಮಣ್ಣು ರಚನೆಯಲ್ಲಿ ನಿರ್ದಿಷ್ಟವಾದ ಗುಣಧರ್ಮಗಳನ್ನು ಕಂಡುಬುರುವುದಿಲ್ಲ. ಚೆನ್ನಾಗಿ ಶಿಥಿಲವಾಗದಿರುವ ಬಂಡೆ ಮತ್ತು ಕಲ್ಲುಹರಳುಗಳಿಂದ ಕೂಡಿರುವ, ಈ ಮಣ್ಣು ಇಳಿಜಾರು ಪ್ರದೇಶಗಲ್ಲಿ ಕಂಡುಬರುತ್ತದೆ.",,,,,,,
,,Loam,,ಗೋಡು ಮಣ್ಣು. ಸುಮಾರು ಅರ್ಧ ಭಾಗ ಜೇಡಿ ಮತ್ತು ಗೋಡು ಹಾಗೂ ಅರ್ಧ ಭಾಗ ಮರಳಿನಿಂದ ಕೂಡಿದ ಮಣ್ಣು.,,,,,,,
,,Loes Soil,,ಲೋಯೆಸ್ ಮಣ್ಣು; ಗಾಳಿ ಮಣ್ಣು; ಗಾಳಿ ಸಾಗು ಮಣ್ಣು. ಗಾಳಿಯಿಂದ ತೂರಿ ಬಂದು ನವಿರು ಕಣಗಳನ್ನೊಳಗೊಂಡ ಮಣ್ಣು.,,,,,,,
,,Low Land,,ತಗ್ಗು ಪ್ರದೇಶ. ಎರಡು ಇದಿರು ಬದಿರು ಇಳಿಮೇಡುಗಳ ಮಧ್ಯೆ ಇರುವ ತಗ್ಗು ಪ್ರದೇಶ.,,,,,,,
,,Luminous Intensity,,"ಪ್ರಕಾಶತೆಯ ತೀವ್ರತೆ. ಒಂದು ಬಿಂದುವಿನಿಂದ ಉತ್ಪತ್ತಿಯಾಗುವ ಬೆಳಕಿನ ಶಕ್ತಿಯನ್ನು ಆದರ್ಶ ಕ್ಯಾಂಡಲ್ ನ ರೂಪದಲ್ಲಿ ವ್ಯಕ್ತಪಡಿಸಿದಾಗ, ಅದು ಪ್ರಕಾಶತೆಯ ತೀವ್ರತೆಯನ್ನು ಸೂಚಿಸುತ್ತದೆ.",,,,,,,
,,Luster,,"ಹೊಳಪು; ಕಾಂತಿ. ಒಂದು ವಸ್ತುವು ಬೆಳಕಿನ ಕಿರಣಗಳನ್ನು ಪ್ರತಿಬಿಂಬಿಸುವ ರೀತಿಗೆ ಹೊಳಪು ಎಂದು ಹೆಸರು. ನಾವು ಸಾಮಾನ್ಯವಾಗಿ ಕೆಳಕಂಡ ಆರು ವಿಧದ ಹೊಳಪುಗಳನ್ನು ಗುರುತಿಸಬಹುದು. (i) ಲೋಹದ ಹೊಳಪು : ತಾಮ್ರ, ಗ್ರಾಫೈಟ್ ಮುಂತಾದ ಲೋಹಗಳಲ್ಲಿ ಕಾಣಬಹುದಾದಂಥ ಹೊಳಪು. (ii) ಗಾಜಿನ ಹೊಳಪು : ಶಿಲೆಗಳ ಹರಳು ಮತ್ತು ಲವಣಗಳಿಂದ ತೋರಲ್ಪಡುವ ಹೊಳಪು. (iii) ರಾಳದ ಹೊಳಪು : ಕಪ್ಪುರಾಳ, ಅಂಬರ್ ಮುಂತಾದವುಗಳಿಂದ ತೋರಲ್ಪಡುವ ಹೊಳಪು. (iv) ಮುತ್ತಿನ ಹೊಳಪು : ಅಭ್ರಕ, ಸೆಲೆನೈಟ್ ಮುಂತಾದವುಗಳಿಂದ ತೋರಲ್ಪಡುವಂತೆ ಬಣ್ಣ ಬಣ್ಣದ ಹೊಳಪಿನ ವಿನ್ಯಾಸ. (v) ರೇಷ್ಮೆ ಹೊಳಪು : ಆಸ್ ಬೆಸ್ಟಾಸ್ ನಂತೆ ರೇಷ್ಮೆಯ ಹಾಗೆ ಹೊಳೆಯುವುದು. (vi) ವಜ್ರದ ಹೊಳಪು : ವಜ್ರವನ್ನು ಹೋಲುವ ಹೊಳಪು.",,,,,,,
,,Lyophobic and Lyophylic Sols Lyophobic Sol Lyophylic Sol,,"ಲಿಯೋ ಫೋಭಿಕ್ ಮತ್ತು ಲಿಯೋಫಿಲಿಕ್ ಸಾಲ್ಸ್. ಲಿಯೋಫೋಬಿಕ್ ಸಾಲ್ : ವಿದ್ರಾವಕ ತಿರಸ್ಕರಿಸುವ ಅಸ್ಫಟಿಕ ದ್ರವ್ಯಗಳ ದ್ರಾವಣ. ಲಿಯೋಫಿಲಿಕ್ ಸಾಲ್: ವಿದ್ರಾವಕ ಅಂಗೀಕರಿಸುವ ಅಸ್ಫಟಿಕ ದ್ರವ್ಯಗಳ ದ್ರಾವಣ. ಅಸ್ಪಟಿಕ ದ್ರಾವಣದ ಪ್ರಬಲತೆಗೆ ಸಂಬಂಧಿಸಿದ ಈ ಕಲ್ಪನೆಗಳನ್ನು ಕೆಳಗಿನ ವ್ಯತ್ಯಾಸಗಳಿಂದ ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಬಹುದು. ಲಿಯೋಪೋಬಿಕ್ ಸಾಲ್ - ಲಿಯೋಫಿಲಿಕ್ ಸಾಲ್ ನಡುವಣ ವ್ಯತ್ಯಾಸಗಳು: (ಲಿಯೋಪೋಬಿಕ್ ಸಾಲ್) - (ಲಿಯೋಫಿಲಿಕ್ ಸಾಲ್) i) ದ್ರಾವಣದಿಂದ ನೇರವಾಗಿ ತಯಾರಿಸಲಾಗುವುದಿಲ್ಲ - ದ್ರಾವಣದಿಂದ ನೇರವಾಗಿ ತಯಾರಿಸಬಹುದು, ii) ರಕ್ಷಿಸಲ್ಪಟ್ಟರೆ ಮಾತ್ರ ಸ್ಥಿರವಾಗಿರುತ್ತದೆ - ಸ್ಥಿರವಾಗಿರುತ್ತದೆ. iii) ಪುನರ್ ವಿಭಜನೆ ಅಸಾಧ್ಯ - ಪುನರ್ ವಿಭಜನೆ ಸಾಧ್ಯ. iv) ವಿದ್ಯುದ್ಧರತೆ ಕಂಡುಬರುತ್ತದೆ - ವಿದ್ಯುದ್ಧರತೆ ಇರಬಹುದು ಅಥವಾ ಇಲ್ಲದಿರಬಹುದು. v) ಘನವಸ್ತು, ದ್ರವಕ್ಕೆ ಜಡ ಸ್ವಭಾವದ್ದಾಗಿರುತ್ತದೆ - ಘನವಸ್ತು ದ್ರವದಲ್ಲಿ ಹಿಗ್ಗುತ್ತದೆ.",,,,,,,
,,Lysimeter,,"ಕೊಚ್ಚೆ ಮಾಪಕ; ಬಸಿನೀರುಮಾಪಕ. ಮಣ್ಣಿನ ಅಥವಾ ಚರಂಡಿಯ ಮೂಲಕ ಹರಿಯುವ ನೀರನ್ನು ಸ್ವಾಭಾವಿಕ ರೀತಿಯಲ್ಲಿ ಶೇಖರಿಸಿ, ಅದರ ರಾಸಾಯನಿಕ ರಚನೆಯನ್ನು ಅಧ್ಯಯನ ಮಾಡಲು ಉಪಯೋಗಿಸುವ ಕೃತಕ ಸಾಧನ.",,,,,,,
,,Magnesia,,"ಮೆಗ್ನೀಸಿಯಾ. ಸುಣ್ಣದ ಕಲ್ಲಿನಲ್ಲಿ, ಕ್ಯಾಲ್ಸಿಯಂ ಮತ್ತು ಮೆಗ್ನೀಸಿಯಂ ಕಾರ್ಬೋನೆಟ್ ಜೊತೆ ಇರುತ್ತದೆ. ಇದರಿಂದ ತಯಾರಿಸಿದ, ಶೇಕಡ 10 ರಿಂದ 15 ರಷ್ಟು ಮೆಗ್ನೀಸಿಯಂ ಕಾರ್ಬೊನೇಟ್ ಇರುವ ಸುಣ್ಣ.",,,,,,,
,,Magnification,,ವರ್ಧನೆ ವರ್ಧನೆಯನ್ನು ಈ ಕೆಳಗಿನ ಸೂತ್ರದಿಂದ ಅಳೆಯಬಹುದು. M = P ➗ Q [(25 cms ➗ Fe)+1] P ಮತ್ತು Q = ಮೊದಲ ಪ್ರತಿಮೆ ಮತ್ತು ವಸ್ತುಗಳ ದೂರ (ಗುರಿಯಿಂದ). Fe = ನೇತ್ರ ಮಸೂರದಿಂದ ಸಂಗಮ ಬಿಂದುವಿನ ದೂರ.,,,,,,,
,,Major Plant Nutrients,,"ಪ್ರಧಾನ ಸಸ್ಯಪೋಷಕಗಳು. ಸಾರಜನಕ, ರಂಜಕ ಮತ್ತು ಪೊಟ್ಯಾಷ್ ಇವು ಪ್ರಧಾನ ಸಸ್ಯಪೋಷಕಗಳು. ಸಸ್ಯ ಪೋಷಣೆ ಮತ್ತು ಅವುಗಳ ಬೆಳವಣಿಗೆಯಲ್ಲಿ ಇವುಗಳ ಪಾತ್ರ ಅತಿ ಮುಖ್ಯ. ಮಣ್ಣಿನಲ್ಲಿ ಇವುಗಳ ಅಂಶ ಅಷ್ಟೇನೂ ಹೆಚ್ಚಿಲ್ಲ; ಆದರೆ ಸಸ್ಯಗಳಿಗೆ ಇವು ಸ್ವಲ್ಪ ಹೆಚ್ಚಿನ ಪ್ರಮಾಣದಲ್ಲೇ ಅಗತ್ಯ. ಸಾಗುವಳಿಯಲ್ಲಿ ಇವುಗಳ ಸರಬರಾಜಾಗದಿದ್ದರೆ, ಕೊರತೆಯುಂಟಾಗಿ ಸಸ್ಯ ಬೆಳವಣಿಗೆ ಹಿಂದಾಗುತ್ತದೆ.",,,,,,,
,,Manure,,"ಗೊಬ್ಬರ. ಸಸ್ಯ ಅಥವಾ ಪ್ರಾಣಿ ಮೂಲಗಳಿಂದ ಉಂಟಾದ, ಬೆಳೆ ಉತ್ಪತ್ತಿಯನ್ನು ಹೆಚ್ಚಿಸಲು ಉಪಯೋಗಿಸುವ, ಕಳಿತ ಸಾವಯವ ವಸ್ತುಗಳು.",,,,,,,
,,Marine Soil,,ಕಡಲ ಮಣ್ಣು. ಸಾಗರ ಮತ್ತು ಸಮುದ್ರಗಳ ನೀರಿನಿಂದ ಶೇಖರವಾದ ವಸ್ತುಗಳಿಂದ ಉಂಟಾದ ಮಣ್ಣು.,,,,,,,
,,Marl,,"ಚಿಪ್ಪು ವಸ್ತು. ಪ್ರಕೃತಿಯಲ್ಲಿ, ನೀರಿನ ತಳದಲ್ಲಿ ಶೇಖರವಾಗಿರುವ ಕ್ಯಾಲ್ಸಿಯಂ ಕಾರ್ಬೊನೇಟ್.",,,,,,,
,,Marshy Land,,ಜೌಗು ಜಮೀನು; ಜವಳು ಭೂಮಿ. ನೀರು ಬಸಿಯುವುದಕ್ಕೆ ಅವಕಾಶವಿಲ್ಲದ ಕಾರಣ ಸದಾ ತೇವವಾಗಿರುವ ಭೂ ಸನ್ನಿವೇಶ. ಇಂಥ ಸ್ಥಿತಿಗೆ ಹೊಂದಿಕೊಂಡು ಬದುಕಬಲ್ಲ ಕೆಲವು ಜಲಸಸ್ಯಜಾತಿ ಈ ಭೂಮಿಗಳ ವೈಶಿಷ್ಟ್ಯ.,,,,,,,
,,Mass,,ದ್ರವ್ಯರಾಶಿ. ಒಂದು ವಸ್ತುವಿನಲ್ಲಿರುವ ಪರಿಮಾಣಕ್ಕೆ ದ್ರವ್ಯರಾಶಿ ಎಂದು ಹೆಸರು.,,,,,,,
,,Matter,,ದ್ರವ್ಯ. ಸ್ಥಳವನ್ನು ಆವರಿಸಿಕೊಳ್ಳುವ ಮತ್ತು ಒಂದು ನಿರ್ದಿಷ್ಟ ಪರಿಮಾಣವುಳ್ಳ ವಸ್ತು.,,,,,,,
,,Mature Soil,,ಪಕ್ವಮಣ್ಣು; ಬೆಳೆದ ಮಣ್ಣು. ಸ್ವಾಭಾವಿಕ ಮಣ್ಣು ಉತ್ಪಾದನಾ ವಿಧಾನಗಳಿಂದುಟಾದ ಸಂಪೂರ್ಣ ಪಕ್ವ ಹೊಂದಿದ ಮಣ್ಣು.,,,,,,,
,,Maximum Water Holding Capacity,,"ಗರಿಷ್ಠ ನೀರು ಹಿಡಿಯುವ ಶಕ್ತಿ. ಒಣಗಿದ ಒಂದು ಗೊತ್ತಾದ ತೂಕದ ಮಣ್ಣನ್ನು ನೀರಿನಲ್ಲಿ ಮುಳುಗಿಸಿದಾಗ, ಆ ಮಣ್ಣು ಹೀರಿಕೊಳ್ಳುವ ನೀರಿನ ಮೊತ್ತಕ್ಕೆ ಗರಿಷ್ಠ ನೀರು ಹಿಡಿಯುವ ಶಕ್ತಿ ಎಂದು ಹೆಸರು.",,,,,,,
,,Mechanical Analysis of Soil,,"ಮಣ್ಣಿನ ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ. ಒಂದು ಮಣ್ಣಿನಲ್ಲಿರುವ ವಿವಿಧ ಗಾತ್ರದ ಕಣಗಳನ್ನು ಬೇರ್ಪಡಿಸುವ ಭೌತಿಕ ವಿಧಾನ. ಈ ವಿಶ್ಲೇಷಣಾಕ್ರಮದಿಂದ ಮಣ್ಣಿನ ಮರಳು, ಒಂಡು ಮತ್ತು ಜೇಡಿ ಅಂಶಗಳನ್ನು ಕಂಡು ಹಿಡಿಯಬಹುದು.",,,,,,,
,,Mechanical Effeciency,,ಯಾಂತ್ರಿಕ ಕಾರ್ಯ ಸಮರ್ಥತೆ. ಒಂದು ಯಂತ್ರದಿಂದ ನಾವು ಹೊಂದಬಹುದಾದ ಕೆಲಸಕ್ಕೂ ಅದಕ್ಕೆ ನಾವು ಒದಗಿಸಬೇಕಾದ ಕೆಲಸಕ್ಕೂ ಇರುವ ಅನುಪಾತವನ್ನು ಯಂತ್ರದ ಕಾರ್ಯಸಮರ್ಥತೆ ಎಂದು ಕರೆಯುತ್ತಾರೆ.,,,,,,,
,,Meditranian Climate,,ಮೆಡಿಟರೇನಿಯನ್ ವಾಯುಗುಣ; ಭೂಮಧ್ಯಸಾಗರ ವಾಯುಗುಣ. ಉಷ್ಣಗಾಲದಲ್ಲಿ ಒಣ ಮತ್ತು ಚಳಿಗಾಲದಲ್ಲಿ ಶೀತ ವಾತಾವರಣವಿರುವ ವಾಯುಗುಣ.,,,,,,,
,,Medium Textured Soil,,"ಮಧ್ಯಮಸ್ವರೂಪ ಮಣ್ಣು. ನವಿರು ಮತ್ತು ಒರಟು ಮಣ್ಣುಗಳ ಮಧ್ಯಾಂತರ ಮಣ್ಣು. ಅತಿ ನವಿರು ಮರಳು ಮಣ್ಣು, ಜೇಡಿಗೋಡು ಮಣ್ಣು ಈ ಗುಂಪಿಗೆ ಸೇರಿದವು.",,,,,,,
,,Mesans,,ಮೆಸಾನ್ಸ್. ವಿರೋಧಕರ ಮತ್ತು ಅವಿರೋಧಕರ ಮೆಸಾನ್ಸ್ ಗಳು ಎಲೆಕ್ಟ್ರಾನ್ ಗಳಿಗೆ ಸಮವಾದ ಶಕ್ತಿಯುಳ್ಳ ಮೂಲಕಣಗಳು. ಇವುಗಳ ಇರುವಿಕೆಯನ್ನು ಕಾಸ್ಮಿಕ್ ಕಿರಣಗಳಿಂದ ಕಂಡು ಹಿಡಿಯಬಹುದು.,,,,,,,
,,Metabolism,,ಜೀವದ್ರವ್ಯ ಪರಿಣಾಮ. ಆಹಾರ ಹೀರಲ್ಪಟ್ಟನಂತರ ಪ್ರಾಣ ಅಥವಾ ಸಸ್ಯ ದೇಹದಲ್ಲಿ ಜರುಗುವ ರಾಸಾಯನಿಕ ಕ್ರಿಯೆ. ಇದರಿಂದ ಆಹಾರ ಪರಿವರ್ತನೆಯಾಗಿ ದೇಹ ಬೆಳವಣಿಗೆಗೆ ಅಥವಾ ಒಂದು ಜೀವಿಗೆ ಬದುಕುವುದಕ್ಕೆ ಬೇಕಾದ ಶಕ್ತಿ ಬಿಡುಗಡೆ ಆಗುತ್ತದೆ.,,,,,,,
,,Metal and Non metal,,ಲೋಹ ಮತ್ತು ಅಲೋಹ. ಎಲ್ಲಾ ಲೋಹಗಳು ವಿದ್ಯುತ್ ವಾಹಿಗಳನ್ನು ಕೊಡುತ್ತವೆ. ಎಲ್ಲಾ ಅಲೋಹಗಳೂ ವಿದ್ಯುತ್ ವಾಹಿಗಳನ್ನು ಸ್ವೀಕರಿಸುತ್ತವೆ.,,,,,,,
,,Metamorphic Rock,,"ರೂಪಾಂತರ ಶಿಲೆ. ಹೆಚ್ಚಿನ ಬದಲಾವಣೆ ಹೊಂದಿದ ನಂತರ ನಿಯೋಜಿತ ವಸ್ತುವಿನಿಂದ ಕೂಡಿರುವ ಶಿಲೆ, ಅಗ್ನಿಶಿಲೆ ಮತ್ತು ಗಸಿಕಲ್ಲುಗಳು ಭೂಗರ್ಭ ಕ್ರಿಯೆಗಳ ಕಾರಣದಿಂದ ರೂಪಾಂತರ ಶಿಲೆಯಾಗಿ ಮಾರ್ಪಾಡಾಗುತ್ತವೆ.",,,,,,,
,,Mho’s Scale of Hardness,,"ಮೋರವರ ಗಡುಸು ಶ್ರೇಣಿ; ಮೋರವರ ಕಾಠಿಣ್ಯ ಶ್ರೇಣಿ. ಖನಿಜಗಳಿಗೆ ಘರ್ಷಣೆ ಅಥವಾ ಕೊರೆತವನ್ನು ತಡೆಯಲು ಇರುವ ಶಕ್ತಿಗೆ ಬಿಗಿತ, ಕಠಿಣತೆ ಎನ್ನುತ್ತಾರೆ. ಮೋರವರ ಖನಿಜಗಡುಸು ಅಥವಾ ಬಿಗಿಶ್ರೇಣಿ ಕೆಳಗಿನಂತಿದೆ : 1) ಟಾಲ್ಕ್ 2) ಜಿಪ್ಸಮ್ 3) ಕ್ಯಾಲ್ಸೈಟ್ 4) ಫೆಲ್ ಸ್ಟಾರ್ 5) ಅಪಟೈಟ್ 6) ಬೆಣಚು 7) ಟೋಪಾಜ್ 8) ಕೊರಂಡ 9) ವಜ್ರ.",,,,,,,
,,Mica,,"ಅಭ್ರಕ. ತಟ್ಟೆಯಾಕಾರದ ಆಕೃತಿಯುಳ್ಳ ಇದು, ಪರಿಪೂರ್ಣ ಪದರು ಪದರುಗಳಾಗಿ ಸುಲಭವಾಗಿ ವಿಂಗಡಿಸಬಹುದಾದ ಅಲ್ಯೂಮಿನೋ ಸಿಲಿಕೇಟ್.",,,,,,,
,,Micro-climate,,ಸೂಕ್ಷ್ಮ ವಾಯುಗುಣ. ಸ್ಥಳೀಯ ಕಾರಣಗಳಿಂದ ಉಂಟಾಗುವ ವಾಯುಗುಣದ ವ್ಯತ್ಯಾಸ. ಸಣ್ಣ (ಅಲ್ಪ) ಪ್ರದೇಶಗಳಲ್ಲಿ ಉಂಟಾಗಬಹುದಾದ ವಾತಾವರಣ ಸ್ಥಿತಿ ಬದಲಾವಣೆ.,,,,,,,
,,Micro-fauna,,ಸೂಕ್ಷ್ಮ ಪ್ರಾಣಿ ವರ್ಗ. ಸೂಕ್ಷ್ಮ ದರ್ಶಕಗಳ ಮೂಲಕವೇ ಗೋಚರವಾಗುವ ಪ್ರೋಟೋಸೋವ್ಯಾ ನೆಮಟೋಡ್ ಮುಂತಾದ ಸೂಕ್ಷ್ಮ ಜೀವಿ ಪ್ರಾಣಿ ವರ್ಗ.,,,,,,,
,,Micro-flora,,"ಸೂಕ್ಷ್ಮ ಸಸ್ಯವರ್ಗ. ಸೂಕ್ಷ್ಮ ದರ್ಶಕಗಳ ಮೂಲಕವಲ್ಲದೆ ಗುರುತಿಸಲಾಗದ ಸೂಕ್ಷ್ಮ ಸಸ್ಯವರ್ಗ, ಉದಾಹರಣೆ : ಬ್ಯಾಕ್ಟೀರಿಯಾ, ಅಣಬೆ, ಪಾಚಿ, ಬೂಷ್ಟು ಮುಂತಾದುವು.",,,,,,,
,,Micro-nutrients,,ಸೂಕ್ಷ್ಮಪೋಷಕಗಳು. ಸಸ್ಯಗಳ ಪೋಷಣೆಗೆ ಅತಿ ಸೂಕ್ಷ್ಮ ಪ್ರಮಾಣದಲ್ಲಿರಬೇಕಾದ ಪೋಷಕಗಳು.,,,,,,,
,,Micro-pedology,,ಸೂಕ್ಷ್ಮ ಸಸ್ಯೋಪಯೋಗಿ ಮಣ್ಣು. ಬರಿಯ ಕಣ್ಣಿಗೆ ಗೋಚರವಾಗದಂತಹ ಮಣ್ಣಿನ ಆಕೃತಿ ರಚನೆಗಳನ್ನು ಅಧ್ಯಯನ ಮಾಡಿ ವಿವರಿಸುವ ಮಣ್ಣುವಿಜ್ಞಾನ.,,,,,,,
,,Micro-relief,,ಸೂಕ್ಷ್ಮ ಉಬ್ಬುತಗ್ಗು. ಒಂದು ಪ್ರದೇಶದಲ್ಲಿ ಕಂಡುಬರುವ ಸಣ್ಣಪುಟ್ಟ ಉಬ್ಬುತಗ್ಗುಗಳು; ಸುಮಾರು 6 ಅಡಿಗಳಿಗಿಂತ ಹೆಚ್ಚು ವ್ಯತ್ಯಾಸವಿರುವುದಿಲ್ಲ.,,,,,,,
,,Milli-equvivalents,,ಸಹಸ್ರಾಂಶ ಸಮಾನ ಗುಣದ ತೂಕ. ಸಮಾನ ಗುಣದ ತೂಕದಲ್ಲಿ ಸಾವಿರದ ಒಂದು ಭಾಗ. ಒಂದು ಮಿಲಿಗ್ರಾಂ ಜಲಜನಕ ಅಥವಾ ಇನ್ನು ಯಾವುದೇ ಅಯಾನ್ ಜೊತೆ ಸಂಯೋಗವಾಗಬಲ್ಲ ಅಥವಾ ವಿನಿಮಯವಾಗಬಲ್ಲ ಪ್ರಮಾಣ.,,,,,,,
,,Mineral,,"ಖನಿಜ. ಪ್ರಕೃತಿಯಲ್ಲಿ ಸಹಜವಾಗಿ ದೊರೆಯುವ ಒಂದು ಬಗೆಯ ನಿರಿಂದ್ರಿಯ ವಸ್ತು, ಇದು ಒಂದು ನಿರ್ದಿಷ್ಟವಾದ ರಾಸಾಯನಿಕ ವಸ್ತುವಿನಿಂದ ಕೂಡಿದ್ದು, ಕೆಲವು ವೇಳೆಗಳಲ್ಲಿ ಇದಕ್ಕೆ ಒಂದು ಗೊತ್ತಾದ ರೇಖಾರೂಪವಿರುತ್ತದೆ.",,,,,,,
,,Mineral Soil,,ಖನಿಜ ಮಣ್ಣು. ಈ ಮಣ್ಣಿನಲ್ಲಿ ಹೆಚ್ಚು ನಿರಿಂದ್ರಿಯ ವಸ್ತುಗಳಿರುತ್ತವೆ. ಆದ ಕಾರಣ ಈ ಮಣ್ಣಿನಲ್ಲಿ ಸಾವಯವ ಅಂಶ ತೀರ ಕಡಿಮೆ ಇರುತ್ತದೆ.,,,,,,,
,,"Mineralisation, Biological",,"ಜೈವಿಕ ಖನಿಜೀಕರಣ. ಸಸ್ಯ ಮತ್ತು ಪ್ರಾಣಿಗಳಿಂದ ವಿಘಟನೆಯಾಗಿ, ಇಂಗಾಲ ಮತ್ತಿತರ ವಸ್ತುಗಳು ಅನಿಲಗಳಾಗಿ ಮಾರ್ಪಾಟಾಗಿ ಕಳೆದು ಅವುಗಳೊಡನಿದ್ದ ಖನಿಜ ವಸ್ತುಗಳ ಬಿಡುಗಡೆಯಾಗುವ ಕ್ರಿಯೆ.",,,,,,,
,,Mineralogical Analysis,,ಖನಿಜವಿಶ್ಲೇಷಣೆ. ಮಣ್ಣಿನಲ್ಲಿರುವ ವಿವಿಧ ಖನಿಜಗಳನ್ನು ಮತ್ತು ಅವುಗಳ ಮೊತ್ತವನ್ನು ಕಂಡು ಹಿಡಿಯುವ ರಾಸಾಯನಿಕ ಕ್ರಮ.,,,,,,,
,,Mitscherlich Technique,,ಮಿಶ್ಚರ್ ಲಿಕ್ ತಂತ್ರ. ಸಸ್ಯ ಇಳುವರಿಯನ್ನು ಸಸ್ಯಬೆಳವಣಿಗೆಯ ಪ್ರತಿ ಅಂಶದ ಸರಬರಾಜಿನಿಂದಲೂ ಹೆಚ್ಚಿಸುವುದು ಸಾಧ್ಯ. ಆದರೆ ಅದು ಕನಿಷ್ಠ ಇರಬಾರದು ಮತ್ತು ಬೇಕಾದಷ್ಟು ಇಲ್ಲದಿರಬೇಕು. ಈ ನಿಯಮವನ್ನು ಕೆಳಗಿನ ಸೂತ್ರದಿಂದ ಸೂಚಿಸಬಹುದು. dy ➗ dx=C₁ (A-7) C₁ = ಸಂಬಂಧ ಸೂಚಕ ಸ್ಥಿರ. x = ಹೆಚ್ಚಳದ ಪ್ರಮಾಣ. A = ನಿರೀಕ್ಷಿಸ ಬಹುದಾದ ಗರಿಷ್ಠ ಇಳುವರಿ. Y = ಬಂದ ಇಳುವರಿ. dy ➗ dx = x ಅಂಶದಿಂದ ಉಂಟಾದ ಇಳುವರಿ ಹೆಚ್ಚಳ.,,,,,,,
,,Mitscherlich’s Law of Isomerism,,ಮಿಶ್ಚರ್ ಲಿಕ್ ನ ಸಮಾನಾಕೃತಿ ನಿಯಮ. ಒಂದು ಸಂಖ್ಯೆಯ ಪರಮಾಣುಗಳನ್ನು ಒಂದೇ ರೀತಿಯಲ್ಲಿ ಕೂಡಿಸಿದರೆ ಒಂದೇ ವಿಧವಾದ ಆಕೃತಿಯುಳ್ಳ ಹರಳುಗಳು ಉಂಟಾಗುತ್ತವೆ.,,,,,,,
,,Mixed Salt,,ಮಿಶ್ರಲವಣ. ಒಂದಕ್ಕಿಂತ ಹೆಚ್ಚು ಪ್ರತ್ಯಾಮ್ಲ ಅಥವಾ ಆಮ್ಲದ ಗುಣ ಸಮೂಹಗಳಿದ್ದ ಲವಣಕ್ಕೆ ಮಿಶ್ರಲವಣ ಎಂದು ಹೆಸರು. ಬೇರೆ ಬೇರೆ ಲೋಹದ ಆಮ್ಲ ಲವಣದ ಮೇಲೆ ಪ್ರತ್ಯಾಮ್ಲದ ಕ್ರಿಯೆಯಿಂದ ಇದನ್ನು ತಯಾರಿಸಬಹುದು.,,,,,,,
,,Moderately Coarse Texture,,ಸಾಧಾರಣ ಒರಟು ಸ್ವರೂಪ. ಅತಿ ಮರಳು ಒಂಡು ಮಣ್ಣುಗಳು ಈ ಗುಂಪಿಗೆ ಸೇರಿದವು.,,,,,,,
,,Moderately Fine Texture,,"ಸಾಧಾರಣ ನವಿರು ಸ್ವರೂಪ. ಜೇಡಿಗೋಡು, ಮರಳುಜೇಡಿಗೋಡು, ಒಂಡುಜೇಡಿಗೋಡು. ಈ ಎಲ್ಲ ವಿಧದ ಮಣ್ಣುಗಳು ಈ ಗುಂಪಿನಲ್ಲಿ ಸೇರಿವೆ.",,,,,,,
,,Moisture Equivalent,,ತೇವ ಸಮಾನತೆ. ಗುರುತ್ವಾಕರ್ಷಣೆಗೆ ವಿರುದ್ಧವಾಗಿ 1000 ಪಟ್ಟು ಹೆಚ್ಚು ಬಲದಲ್ಲಿ ಒಂದು ಮಣ್ಣು ತನ್ನಲ್ಲಿ ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವ ನೀರಿನ ಮೊತ್ತ.,,,,,,,
,,Moisture Tension,,ತೇವಸೆಳೆತ; ತೇವಕರ್ಷಣ. ಮಣ್ಣಿನ ನೀರಿಗೆ ಸಂಬಂಧಿಸಿದ ಹಾಗೆ ಸಮಾನಾರ್ಥಕ ಋಣ ಒತ್ತಡ ಅಥವಾ ಎಳೆತ.,,,,,,,
