ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Hydrosol,,ಜಲವಿಲಯ,,,,,,,
,,Hydrosphere,,ಜಲಗೋಳ,,,,,,,
,,Hydrostatic pressure,,ಜಲಸ್ಥಾಯೀ ಒತ್ತಡ,,,,,,,
,,Hydrotropism,,ಜಲಾನುವರ್ತನ,,,,,,,
,,Hygroscopic water,,ಆರ್ದ್ರತಾದರ್ಶಕ ನೀರು,,,,,,,
,,Hyper immune serum,,ತೀವ್ರಪ್ರತಿರೋಧಕರಕ್ತರಸ,,,,,,,
,,Hyperplasia,,"ಅತಿವೃದ್ಧಿ, ಹೆಬ್ಬೆಳಸು",,,,,,,
,,Hyper saline environment,,ತೀವ್ರ ಚೌಳು ಪರಿಸರ,,,,,,,
,,Hyper sensitive,,ಅತಿ ಸೂಕ್ಷ್ಮಸಂವೇದಿ,,,,,,,
,,Hyper sensitivity,,ತೀವ್ರ ಸಂವೇದನಾಶೀಲತೆ,,,,,,,
,,Hypertonic medium,,"ಹೆಬ್ಬಿಗಿತದ ಮಾಧ್ಯಮ, ಅತಿಪರಾಸಾರ ಮಾಧ್ಯಮ",,,,,,,
,,Hypertrophied tissue,,ಅತಿವೃದ್ಧಿತ ಊತಕ,,,,,,,
,,Hypha,,ಕವಕ ತಂತು,,,,,,,
,,Hyphae,,ಕವಕ ತಂತುಗಳು,,,,,,,
,,Hyphal growth,,ಕವಕತಂತು ಬೆಳವಣಿಗೆ,,,,,,,
,,Hyphomicrobium,,ಕವಕ ಸೂಕ್ಷ್ಮಜೀವಿ,,,,,,,
,,Hypothesis,,ಕಲ್ಪನೆ,,,,,,,
,,Hypotonic,,"ಸತ್ವಗುಂದಿದ, ಹದವಿಳಿದ",,,,,,,
,,Hystolysis,,ಊತಕಲಯನ,,,,,,,
,,Ice crystal,,ಮಂಜು ಸ್ಫಟಿಕ,,,,,,,
,,Icosahedral array,,ಸಮಘನಾಕೃತಿ ವಿನ್ಯಾಸ,,,,,,,
,,Illumination system,,ಬೆಳಕಿನ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Immobilisation,,"ಅಚಲತೆ, ನಿಶ್ಚಲೀಕೃತ",,,,,,,
,,Immotile form,,ಅಚಲರೂಪಿ,,,,,,,
,,Immunisation,,ಸೋಂಕು ರಕ್ಷಣೆ,,,,,,,
,,Immunity,,"ರೋಗರಕ್ಷಣೆ, ರೋಗ ನಿರೋಧಕತೆ, ಸೋಂಕುರಕ್ಷಣೆ",,,,,,,
,,Immunoflourescent staining,,"ಸ್ಫುರಣಶಕ್ತಿಯುಳ್ಳ ಸೋಂಕು ರಕ್ಷಕ ಕಲೆ, ಸೋಂಕು ರಕ್ಷಕ ಸ್ಫುರಣ ಬಣ್ಣಗೊಳಿಸುವಿಕೆ",,,,,,,
,,Immunoglobulin,,ಸೋಂಕು ರಕ್ಷಕ ಗೋಳಕ,,,,,,,
,,Immunology,,"ಪ್ರತಿರೋಧಕತೆಶಾಸ್ತ್ರ, ಸೋಂಕು ರಕ್ಷಣಾಶಾಸ್ತ್ರ",,,,,,,
,,Immunological response,,ಸೋಂಕು ರಕ್ಷಣಾ ಶಾಸ್ತ್ರೀಯ ಪ್ರತಿಕ್ರಿಯೆ,,,,,,,
,,Immuno paralysis,,ಸೋಂಕುರಕ್ಷಕ ಪಾರ್ಶ್ವವಾಯು,,,,,,,
,,Imperfect fungi,,ಅಸಮಗ್ರ ಅಪೂರ್ಣ ಶಿಲೀಂಧ್ರಗಳು,,,,,,,
,,Impermeable,,"ಅಪ್ರವೇಶ್ಯ, ಅಭೇದ್ಯ",,,,,,,
,,Impetus,,ಪ್ರಚೋದನೆ,,,,,,,
,,Inactivation,,ನಿಷ್ಕ್ರಿಯಾತ್ಮಕಗೊಳಿಸುವಿಕೆ,,,,,,,
,,Incandescent,,"ಕಾವುಗೆಂಪಿನ, ಕಾವು ಬೆಳಕಿನ",,,,,,,
,,Incineration,,ಭಸ್ಮೀಕರಣ,,,,,,,
,,Incipient,,ಪ್ರಥಮಾವಸ್ಥೆಯ,,,,,,,
,,"Incompatibility, sexual",,ಲೈಂಗಿಕ ಹೊಂದಾಣಿಕೆ ಇಲ್ಲದಿರುವಿಕೆ,,,,,,,
,,Incriminate,,ಅಪರಾಧ ಹೊರಿಸು,,,,,,,
,,Incubate,,"ಹೊದಗಿಸು, ಕಾವುಕೊಡು",,,,,,,
,,Incubation,,ಪರಿಪಾಕಾವಸ್ಥೆ,,,,,,,
,,Independent assortment,,ಸ್ವತಂತ್ರ ವಿಂಗಡಣೆ,,,,,,,
,,Induced enzyme,,ಪ್ರೇರಿತ ಕಿಣ್ವ,,,,,,,
,,Induction,,"ಪ್ರಚೋದನೆ, ಅನುಗಮನ",,,,,,,
,,Indusible,,"ಪ್ರೇರಣಾತ್ಮಕ, ಪ್ರಚೋದನಾತ್ಮಕ",,,,,,,
,,Industrial microbiology,,ಔದ್ಯಮಿಕ ಸೂಕ್ಷ್ಮಜೀವಿಶಾಸ್ತ್ರ,,,,,,,
,,Industrial use,,ಔದ್ಯಮಿಕ ಬಳಕೆ,,,,,,,
,,Industrial waste,,ಕೈಗಾರಿಕಾ ರದ್ದಿ,,,,,,,
,,Infantile paralysis,,"ಶೈಶವ ಪಾರ್ಶ್ವವಾಯು, ಮಕ್ಕಳ ಪಾರ್ಶ್ವವಾಯು",,,,,,,
,,Infection,,ಸೋಂಕು,,,,,,,
,,Infection thread,,ಸೋಂಕುದಾರ,,,,,,,
,,Infectious abortion,,ಸೋಂಕುಗರ್ಭಪಾತ,,,,,,,
,,Infectious disease,,"ಸಾಂಕ್ರಾಮಿಕ ರೋಗ, ಅಂಟು ರೋಗ",,,,,,,
,,Infective,,ಸಾಂಕ್ರಾಮಿಕ,,,,,,,
,,Infestation,,ಪೀಡನೆ,,,,,,,
,,Inflammable,,"ಹತ್ತಿಕೊಂಡು ಉರಿಯುವ, ದಹ್ಯ, ಜ್ವಾಲಾಗ್ರಾಹಿ",,,,,,,
,,Inflammation,,ಉರಿಯೂತಕ,,,,,,,
,,Inflammatory,,ಉರಿಯೂತಕಾರಕ,,,,,,,
,,Infrared ray,,ರಕ್ತವರ್ಣಾತೀತ ಕಿರಣ,,,,,,,
,,Ingenious experiment,,ಅತಿಬುದ್ಧಿವಂತಿಕೆಯ ಪ್ರಯೋಗ,,,,,,,
,,Ingest,,ನುಂಗುವಿಕೆ,,,,,,,
,,Ingredient,,ಘಟಕಾಂಶ,,,,,,,
,,Inherent,,ವಂಶಾನುಗತ,,,,,,,
,,Inhibition zone,,ಪ್ರತಿಷೇಧ ವಲಯ,,,,,,,
,,Inhibitor,,ಪ್ರತಿಷೇಧಕ,,,,,,,
,,Inhibitory,,"ಪ್ರತಿಬಂಧಕ, ಪ್ರತಿರೋಧಕ",,,,,,,
,,Inimical,,ಪ್ರತಿಕೂಲ,,,,,,,
,,Initial point,,ಆರಂಭ ಬಿಂದು,,,,,,,
,,Initiator,,ಪ್ರಾರಂಭಿಕ,,,,,,,
,,Inject,,"ಚುಚ್ಚಿ ಹೋಗಿಸು, ಒಳಸೇರಿಸು",,,,,,,
,,Innoxious,,ಕೆಡಕು ಮಾಡದ,,,,,,,
,,Inoculation,,"ಮೈಲೀಕರಣ, ಸೋಂಕು ಒಳಸೇರಿಸುವಿಕೆ, ಮೈಲಿಹಾಕುವಿಕೆ, ಚುಚ್ಚಿ ಒಳಸೇರಿಸುವಿಕೆ",,,,,,,
,,Inoculum,,ಒಳಹೋಗಿಸುವ ದ್ರವ,,,,,,,
,,Inocumal,,ಸಾಕಣೆಪಾತ್ರೆಯೊಳಕ್ಕೆ ಹುದುಗಿಸುವ ಸಾಮಗ್ರಿ,,,,,,,
,,Inorganic,,"ನಿರವಯವ, ಅಜೈವಿಕ",,,,,,,
,,Inorganic mineral,,ನಿರವಯವ ಖನಿಜ,,,,,,,
,,Insect borne infection,,ಕೀಟವಾಹಿತ ಸೋಂಕು,,,,,,,
,,Insecticide,,ಕೀಟನಾಶಕ,,,,,,,
,,Insect tunnel,,ಕೀಟ ಸುರಂಗ,,,,,,,
,,In situ,,ಸ್ವಸ್ಥಾನದಲ್ಲಿ,,,,,,,
,,Insomnia,,"ನಿದ್ದೆಗೆಡಿಕೆ, ಜಾಗರೂಕತೆ",,,,,,,
,,Integrated control,,ಸಮಗ್ರ ಹತೋಟಿ,,,,,,,
,,Integument,,ಶರೀರರಕ್ಷಣಾ ಪೊರೆ,,,,,,,
,,Interaction,,ಅಂತರ್ ಕ್ರಿಯೆ,,,,,,,
,,Intercalary,,ಅಂತರ್ ಗೆಣ್ಣು,,,,,,,
,,Intercalary sporangia,,ಮಧ್ಯಸ್ಥ ಬೀಜಕಣದಾನಿ,,,,,,,
,,Intercellular parasite,,ಕೋಶಾಂತರ ಪರೋಪಜೀವಿ,,,,,,,
,,Intergeneric,,ಅಂತರ್ ಜಾತೀಯ,,,,,,,
,,Intergeneric mutation,,ಅಂತರ್ ಜಾತೀಯ ಉತ್ಪರಿವರ್ತನೆ,,,,,,,
,,Intermediate host,,ಮಧ್ಯವರ್ತಿ ಅತಿಥೇಯ,,,,,,,
,,Intermediate lens,,ಮಧ್ಯವರ್ತಿ ಮಸೂರ,,,,,,,
,,Intermittant,,ಬಿಟ್ಟು ಬಿಟ್ಟು ಬರುವುದು,,,,,,,
,,Internal haemorrhage,,ಆಂತರಿಕ ರಕ್ತಸ್ರಾವ,,,,,,,
,,Internode,,ಅಂತರ್ ಗೆಣ್ಣು,,,,,,,
,,Interphase,,"ಆಂತರಿಕ ಹಂತ, ನಡುಹಂತ",,,,,,,
,,Intertidal region,,ಅಲೆಯಂತರದ ವಲಯ,,,,,,,
,,Intestinal flora,,"ಕರುಳು ಸಸ್ಯಜೀವಿಗಳು, ಅಂತ್ರೀಯ ಸಸ್ಯಗಳು",,,,,,,
,,Intestinal tract,,"ಕರುಳಿನ ಪ್ರದೇಶ, ಅಂತ್ರವಲಯ",,,,,,,
,,Intestinal ulcer,,ಕರುಳಿನ ಹುಣ್ಣು,,,,,,,
,,Intoxication,,ಕೆರಳಿಸುವಿಕೆ,,,,,,,
,,Intracellular,,ಅಂತರ್ ಕೋಶೀಯ,,,,,,,
,,Intracellular digestion,,ಅಂತರ್ ಕೋಶೀಯ ಪಚನ,,,,,,,
,,Intracellular freezing,,ಅಂತರ್ ಕೋಶಿಕಾ ಘನೀಕರಣ,,,,,,,
,,Intracellular growth,,ಅಂತರ್ ಕೋಶೀಯ ಬೆಳವಣಿಗೆ,,,,,,,
,,Intracellular precursor pool,,ಅಂತರ್ ಕೋಶೀಯ ಪೂರ್ವರೂಪದ ನಿಧಿ,,,,,,,
,,Intragenic suppressor,,ಅಂತರ್ ವಂಶವಾಹೀದಮನಕಾರಿ,,,,,,,
,,Intrinsic,,ಆಂತರಿಕ,,,,,,,
,,Intrude,,"ಒಳಚಾಚು, ನುಗ್ಗಿಸು",,,,,,,
,,Intrusion,,ಆಂತಸ್ಸರಣ,,,,,,,
,,Invagination,,"ಅತಿಕ್ರಮಿಸುವಿಕೆ, ಹೊರಒಳಗು ಮಾಡುವಿಕೆ",,,,,,,
,,Invasiveness,,"ದಾಳಿಮಾಡುವ ಸಾಮರ್ಥ್ಯ, ಆಕ್ರಮಣ ಸಾಮರ್ಥ್ಯ",,,,,,,
,,Invention,,ಆವಿಷ್ಕಾರ,,,,,,,
,,Inversion,,ಪಲ್ಲಟನ,,,,,,,
,,Invertebrate,,ಅಕಶೇರುಕ,,,,,,,
,,Invisible,,"ಕಾಣಿಸದಿರುವ, ಅಗೋಚರ",,,,,,,
,,In vitro,,ಗಾಜಿನ ನಳಿಕೆಯಲ್ಲಿ,,,,,,,
,,In vivo,,ಜೀವಿಯೊಳಗೆ,,,,,,,
,,Ionisation,,ಅಯಾನೀಕರಣ,,,,,,,
,,Ionizing radiation,,ಆಯಾನೀಕರಿಸುವ ವಿಕಿರಣ ಶಕ್ತಿ,,,,,,,
,,Irish potato blight,,ಐರಿಷ್ ಆಲೂಗೆಡ್ಡೆ ಅಂಗಮಾರಿ ರೋಗ,,,,,,,
,,Iron bacteria,,ಕಬ್ಬಿಣ ಬ್ಯಾಕ್ಟೀರಿಯಾ,,,,,,,
,,Irradiation,,"ಕಿರಣ ಸ್ಫುರಣ, ವಿಕಿರಣ",,,,,,,
,,Isogamete,,"ಸಮಯುಗ್ಮಕ, ಸಮಲಿಂಗಾಣು",,,,,,,
,,Isomer,,ಸಮತಯ,,,,,,,
,,Isotonic,,ಸಮಒತ್ತಡ,,,,,,,
,,Isotope,,ಸಮಸ್ಥಾನಿ,,,,,,,
,,Isotopic labelling,,ಸಮಸ್ಥಾನಿಗಳಿಂದ ಗುರುತಿಸುವಿಕೆ,,,,,,,
,,Japanese sake,,ಜಪಾನೀಯರ ಸಾಕೆ (ಅಕ್ಕಿ ಮದ್ಯ),,,,,,,
,,Jaundice,,"ಅರಿಶಿನ ಕಾಮಾಲೆ ರೋಗ, ಅರಿಶಿನ ಮುಂಡಿಗೆ, ಕಾಮಾಲೆ ರೋಗ",,,,,,,
,,Jet fuel,,ಚಿಮ್ಮು ಇಂಧನ,,,,,,,
,,Jute,,ಗೋಣಿನಾರು,,,,,,,
,,Karyogamy,,ಕೇಂದ್ರಕ ಸಂಯೋಗ,,,,,,,
,,Karyokinesis,,ಕೇಂದ್ರಕ ವಿಭಜನೆ,,,,,,,
,,Karyology,,ಕೇಂದ್ರಕ ವಿಜ್ಞಾನ,,,,,,,
,,Karyolymph,,ಕೇಂದ್ರಕ ರಸ,,,,,,,
,,Karyolysis,,ಕೇಂದ್ರಕ ಲಯನ,,,,,,,
,,Karyo type,,ವರ್ಣತಂತು ಮಾದರಿ,,,,,,,
,,Keratinised layer,,ಕೊಂಪರೆಗೂಡಿದ ಪದರ,,,,,,,
,,Kernal damage,,ಕಾಳಿನ ತಿರುಳು ಕೆಟ್ಟಿರುವಿಕೆ,,,,,,,
,,Kinesis,,ಗತಿ ಕ್ರಮ,,,,,,,
,,Kinetics,,ಚಲನಶಾಸ್ತ್ರ,,,,,,,
,,Kinetosome,,ಚಲನಕಾಯ,,,,,,,
,,Labile,,"ಅಸ್ಥಿರ, ಪರಿವರ್ತನೀಯ",,,,,,,
,,Lace bug,,ಜರತಾರಿ ಅಂಚಿನ ತಗಣೆ,,,,,,,
,,Lag period,,ತಡೆಕಾಲ,,,,,,,
,,Lag phase,,ನಿಧಾನ ಅವಸ್ಥೆ,,,,,,,
,,Lagoon,,ಉಪ್ಪುನೀರಿನ ಹರವು,,,,,,,
,,Lagooning,,ಹವಳದಿಬ್ಬವನ್ನು ಜಲಸುತ್ತು ಗಟ್ಟುವಿಕೆ,,,,,,,
,,Lamella,,"ಫಲಕ, ಪಟಲಿಕ, ತೆಳುಪರೆ",,,,,,,
,,Lamellar,,"ಪದರ, ತೆಳುಪರೆಯ",,,,,,,
,,Laminate,,ರೇಕಾಗಿ ಲಟ್ಟಿಸು,,,,,,,
,,Late blight,,ವಿಲಂಬಿತ ಅಂಗಮಾರಿ,,,,,,,
,,Latent heat,,ಗುಪ್ತೋಷ್ಣ,,,,,,,
,,Latent period,,ಗುಪ್ತ ಅವಧಿ,,,,,,,
,,Late proteins,,ತಡವಾಗಿ ಉತ್ಪನ್ನವಾಗುವ ಪ್ರೊಟೀನುಗಳು,,,,,,,
,,Lateral,,"ಪಕ್ಕದ ಕಡೆಗೆ ತಿರುಗಿರುವ, ಪಾರ್ಶ್ವದ",,,,,,,
,,Laterite,,ಜಂಬಿಟ್ಟಿಗೆ ಮಣ್ಣು,,,,,,,
,,Lanthanum,,ಲ್ಯಾಂತಾನಂ (ಅಪರೂಪವಾದ ಒಂದು ಮೂಲ ವಸ್ತು),,,,,,,
,,Leaching,,ನೀರು ಕೆಳಮುಖನಾಗಿ ಚಲಿಸುವಿಕೆ,,,,,,,
,,Leaf curl,,ಎಲೆಸುರುಳಿ,,,,,,,
,,Leaf hopper,,ಎಲೆ ಜಿಗಿಹುಳು,,,,,,,
,,Leaf nodule,,"ಎಲೆಗಂಟು, ಎಲೆ ಗ್ರಂಥಿ",,,,,,,
,,Leaf rust,,ಎಲೆ ತುಕ್ಕು,,,,,,,
,,Leaf scorch,,ಗರಿಸುಡುವ ರೋಗ,,,,,,,
,,Leaf spot disease,,ಎಲೆ ಚುಕ್ಕೆರೋಗ,,,,,,,
,,Leather,,ಸಂಸ್ಕರಿತ ಚರ್ಮ,,,,,,,
,,Leavening,,ಹುದುಗಿಸಿ ಹದಗೊಳಿಸುವುದು,,,,,,,
,,Legality,,ನ್ಯಾಯ ಸಮ್ಮತತೆ,,,,,,,
,,Legume nodule,,ಬೇರುಗಂಟು ದ್ವಿದಳಧಾನ್ಯ ಸಸ್ಯಗಳ ಬೇರುಗಂಟು,,,,,,,
,,Legume root hairs,,ಬೇರುಗಂಟುದ್ವಿದಳ ಬೆಳೆ ಬೇರು ಕೂದಲು,,,,,,,
,,Legume symbiosis,,ಬೇರುಗಂಟುದ್ವಿದಳ ಬೆಳೆ ಸಹಜೀವನ,,,,,,,
,,Leguminous plant,,ಬೇರುಗಂಟು ಸಸ್ಯ,,,,,,,
,,Lens,,ಮಸೂರ,,,,,,,
,,Lenticel,,"ಕಾಂಡರಂಧ್ರ, ವಾತರಂಧ್ರ",,,,,,,
,,Leprosy,,ಕುಷ್ಟರೋಗ,,,,,,,
,,Lethal,,ಮಾರಕ,,,,,,,
,,Lethality,,ಮಾರಕತೆ,,,,,,,
,,Lethargy,,ಜಡತೆ,,,,,,,
,,Leucocyte,,ಬಿಳಿರಕ್ತಕಣ,,,,,,,
,,Leucopenia,,ಬಿಳ್ಕಣಕೊರೆ,,,,,,,
,,Leucophyte,,ವರ್ಣರಹಿತ ಸಸ್ಯ,,,,,,,
,,Leucophytic algae,,ವರ್ಣರಹಿತ ಪಾಚಿಗಳು,,,,,,,
,,Leucoplast,,ಅವರ್ಣಿಲವಕ,,,,,,,
,,Leukemia,,ರಕ್ತದ ಕ್ಯಾನ್ಸರ್,,,,,,,
,,Lichen,,ಕಲ್ಲು ಹೂವು,,,,,,,
,,Life cycle,,ಜೀವನ ಚಕ್ರ,,,,,,,
,,Ligament,,"ಸ್ನಾಯು ರಜ್ಜು, ಮೂಳೆಹುರಿ, ತಂತುಗಟ್ಟು, ಅಸ್ಥಿರಜ್ಜು",,,,,,,
,,Light microscope,,ಬೆಳಕು ಸೂಕ್ಷ್ಮದರ್ಶಕ ಯಂತ್ರ,,,,,,,
,,Limnobiotic,,"ಸರೋವರ ಜೈವಿಕ, ಕೊಳದ ಜೀವಿ",,,,,,,
,,Linear,,ರೇಖೀಯ,,,,,,,
,,Linkage,,ಸಹಬಂಧನ,,,,,,,
,,Linseed,,ಅಗಸೆ,,,,,,,
,,Lipid biosynthesis,,"ಲಿಪಿಡ್ ಜೈವಿಕ ಸಂಶ್ಲೇಷಣೆ, ಕೊಬ್ಬು ತಯಾರಿಕೆ",,,,,,,
,,Lipid phosphorous,,"ಕೊಬ್ಬು ರಂಜಕ, ರಂಜಕಯುಕ್ತ ಕೊಬ್ಬು",,,,,,,
,,Lipid solidification,,ಕೊಬ್ಬು ಘನೀಕರಣ,,,,,,,
,,Lipolysis,,"ಲಿಪಿಡ್ ಲಯನ, ಕೊಬ್ಬುಲಯನ",,,,,,,
,,Listeriosis,,ಪೂತಿನಾಶಕ ದ್ರವವಿಶ್ಲೇಷಣೆ,,,,,,,
,,Lithophyte,,ಶಿಲಾಸಸ್ಯ,,,,,,,
,,Lithosphere,,"ಶಿಲಾವಲಯ, ಶಿಲಾಗೋಳ",,,,,,,
,,Lithotroph,,ಶಿಲಾಪೋಷಿತ,,,,,,,
,,Liver,,"ಪಿತ್ತಜನಕಾಂಗ, ಈಲಿ, ಪಿತ್ತಕೋಶ",,,,,,,
,,Liverfluke,,ಕಾರಲು ಹುಳು,,,,,,,
,,Liver worts,,ಯಕೃತ್ತಿನಾಕಾರದ ಸಸ್ಯಗಳು,,,,,,,
,,Living entities,,ಸಜೀವ ವಸ್ತುಗಳು,,,,,,,
,,Localisation,,ಸ್ಥಾನಿಕತೆ,,,,,,,
,,Locomotor apparatus,,ಚಾಲಕ ಸಲಕರಣೆ,,,,,,,
,,Locomotory organ,,ಚಾಲಕ ಅಂಗ,,,,,,,
,,Locus,,ಬಿಂದು ಪಥ,,,,,,,
,,Logarithm,,ಲಘುಗಣಕ,,,,,,,
,,Logarithmic growth,,ಲಘುಗಣಕ ಬೆಳವಣಿಗೆ,,,,,,,
,,Log phase,,"ಲಘುಗಣಕ ಬೆಳವಣಿಗೆಯ ಹಂತ, ಬ್ಯಾಕ್ಟೀರಿಯಾ ಭಾರಿ ಬೆಳೆಗವಣಿಗೆಯ ಹಂತ",,,,,,,
,,Long chain fatty acid,,ಉದ್ದ ಸರಪಣಿಯ ಮೇದಾಮ್ಲ,,,,,,,
,,Longitude,,ರೇಖಾಂಶ,,,,,,,
,,Longitudinal,,ಉದ್ದ ಹರಡಿಕೆ,,,,,,,
,,Longivity,,ಜೀವಿತಾವಧಿ,,,,,,,
,,Loose smut,,"ಶಿಥಿಲಕಾಡಿಗೆ, ಸಡಿಲ ಕಾಡಿಗೆ",,,,,,,
,,"Louse, lice",,"ಹೇನು, ಹೇನುಗಳು",,,,,,,
,,Lower fungi,,ಕೆಳವರ್ಗದ ಶಿಲೀಂಧ್ರಗಳು,,,,,,,
,,Lowest pathogenic,,ಕಡಮೆ ರೋಗಕಾರಕ,,,,,,,
,,Lucern,,ಕುದುರೆ ಮಸಾಲೆ,,,,,,,
,,Lugs,,"ಜಗ್ಗು, ಚಾಚು ಕಿವಿಗಳು",,,,,,,
,,Lumbar deterioration,,ಟೊಂಕಕ್ಷಯ,,,,,,,
,,Luminiscence,,ಪ್ರಕಾಶಸ್ಫುರಣ,,,,,,,
,,Lumpy jaw,,ಮುದ್ದೆಯಂತಿರುವ ದವಡೆ ಮೂಳೆ,,,,,,,
,,Luncheon meat,,ಉಪಾಹಾರ ಮಾಂಸ,,,,,,,
,,Lymphatic system,,ದುಗ್ಧನಾಳ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Lymph gland,,ದುಗ್ಧ ಗ್ರಂಥಿ,,,,,,,
,,Lymph node,,ದುಗ್ಧ ಗಂಟು,,,,,,,
,,Lymph system,,ದುಗ್ಧ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Lymphy jaw,,ಗಂತಿದವಡೆ,,,,,,,
,,Lyophilic,,"ದ್ರವಸ್ನೇಹಿ, ದ್ರವಪ್ರಿಯ",,,,,,,
,,Lyophilization (freeze drying),,"ಹೆಪ್ಪು ಗಟ್ಟಿಸಿ ಒಣಗಿಸುವುದು, ತಕ್ಷಣ ಗಡ್ಡೆ ಕಟ್ಟಿ ನಿಲ್ಲಿಸುವಿಕೆ",,,,,,,
,,Lyophobic,,ದ್ರವ ಭೀತಿ,,,,,,,
,,Lysed area,,ಸತ್ತುಹೋದ ಜಾಗ,,,,,,,
,,Lysimeter,,ಕರಗುಮಾಪಕ,,,,,,,
,,Lysis,,ಲಯನ,,,,,,,
,,Lysis inhibitor,,ಲಯನ ಪ್ರತಿಷೇಧಕ,,,,,,,
,,Lysis of cell wall,,ಕೋಶಭಿತ್ತಿಲಯನ,,,,,,,
,,Lysogenic bacteria,,ಲಯಜನಿಕ ಬಾಕ್ಟೀರಿಯಾ,,,,,,,
,,Lysogenic culture,,ಲಯಜನಿಕ ಸಾಕಣೆ,,,,,,,
,,Lysogenic induction,,ಲಯಜನಿಕ ಅನ್ಯುವಹನ,,,,,,,
,,Lysogenic system,,ಲಯಜನಿಕ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Lysogenisation,,ಲಯಜನೀಕರಣ,,,,,,,
,,Lysogenised,,ಲಯಜನಿಕತ್ವಕ್ಕೊಳಗಾದ,,,,,,,
,,Lysogeny,,ಲಯಜನಕತ್ವ,,,,,,,
,,Lysosome,,ಲಯಕಾಯ,,,,,,,
,,Lytic,,ಲಯಕ,,,,,,,
,,Macaroni,,ಟೊಳ್ಳು ಸೇವಿಗೆ,,,,,,,
,,Mace,,ಜಾಪತ್ರೆ,,,,,,,
,,Macerated nodule,,"ಮೆತುವಾದ ಗ್ರಂಥಿ, ಪುಡಿಮಾಡಿದ ಬೇರುಗಂಟು",,,,,,,
,,Mackrele,,ಬಂಗುಡೆ,,,,,,,
,,Macrofauna,,ಬೃಹತ್ ಪ್ರಾಣಿವರ್ಗ,,,,,,,
,,Macromolecule,,ಬೃಹತ್ ಅಣು,,,,,,,
,,Macronucleus,,ಬೃಹತ್ ಕೇಂದ್ರಕ,,,,,,,
,,Macronutrients,,ಬೃಹತ್ ಪೋಷಕಾಂಶಗಳು,,,,,,,
,,Macrophage,,ಬೃಹತ್ ಭಕ್ಷಕ,,,,,,,
,,Macrophagous,,ಮಹಾಭಕ್ಷಿ,,,,,,,
,,Macroscopic,,ಬರಿಯಕಣ್ಣಿಗೆ ಕಾಣುವ,,,,,,,
,,Madura foot,,ಮಧುರಪಾದ (ಹುತ್ತುಗಾಲು),,,,,,,
,,Maggot,,ನೊಣದ ಮರಿಹುಳು,,,,,,,
,,Magnetic condensor lens,,ಅಯಸ್ಕಾಂತ ಸಾಂದ್ರ ಕಾರಕ ಮಸೂರ,,,,,,,
,,Magnetic objective lens,,ಅಯಸ್ಕಾಂತ ವಸ್ತು ಮಸೂರ,,,,,,,
,,Magnetic projection lens,,ಅಯಸ್ಕಾಂತ ಚಾಚು ಮಸೂರ,,,,,,,
,,Magnification,,ಬೃಹದೀಕರಣ,,,,,,,
,,Maintenance,,"ಕಾಪಾಡುವುದು, ನಿರ್ವಹಣೆ",,,,,,,
,,Malformation,,ವಿಕೃತರೂಪಿ,,,,,,,
,,Malignant tertian,,ಮೂರರ ಮರುಕಳಿಕ,,,,,,,
,,Malignant,,ಮರುಕಳಿಕ,,,,,,,
,,Malodorous,,ದುರ್ವಾಸನೆಯ,,,,,,,
,,Malt beverage,,ಮಾಲ್ಟ್ ಪಾನೀಯ,,,,,,,
,,Mammalian intestine,,ಸಸ್ತನಿ ಕರುಳು,,,,,,,
,,Mammary gland tumour,,ಸಸ್ತನಿಗ್ರಂಥಿ ಗಡ್ಡೆ,,,,,,,
,,Manomer,,ಏಕರೂಪಿ,,,,,,,
,,Manometer,,ಅನಿಲಪೀಡನ ಮಾಪಕ,,,,,,,
,,Mare,,ಹೆಣ್ಣು ಕುದುರೆ,,,,,,,
,,Marine algae,,ಸಮುದ್ರ ಪಾಚಿಗಳು,,,,,,,
,,Marine microbiology,,ಸಮುದ್ರ ಸೂಕ್ಷ್ಮಜೀವಿಶಾಸ್ತ್ರ,,,,,,,
,,Market disease,,"ಸಂತೆರೋಗ, ಮಾರುಕಟ್ಟೆರೋಗ",,,,,,,
,,Mash,,ದ್ರವಪೇಷ,,,,,,,
,,Massive,,"ಸ್ಥೂಲ, ಭಾರಿ",,,,,,,
,,Mastitis,,"ಕೆಚ್ಚಲುಬಾವು, ಕೆಚ್ಚಲುರೋಗ",,,,,,,
