ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Mart,,ನೋಡಿ - market,,,,,,,
,,Mason,,1. ಕಲ್ಲುಕಟ್ಟಡ ಕಟ್ಟು 2. ಕಲ್ಲು ಕೆಲಸಗಾರ; ಕಲ್ಲುಕಟ್ಟಡ ಕಟ್ಟುವವನು; ಗಾರೆ ಕೆಲಸದವನು,,,,,,,
,,Master weaver,,1. ನೇಕಾರರ ಯಜಮಾನ 2. ತಜ್ಞ ನೇಕಾರ,,,,,,,
,,Matching grant,,ಅನುರೂಪದ ಅನುದಾನ,,,,,,,
,,Mattock,,ಮ್ಯಾಟಕ್‌; ಒಂದು ತರದ ಪಿಕಾಸಿ.,,,,,,,
,,Mattress,,1. ಮೆತ್ತೆ; ಲೇಪು 2. ಗಾದಿ; ಸುಪ್ಪತ್ತಿಗೆ,,,,,,,
,,Mattress fibre,,ಮೆತ್ತೆನಾರು,,,,,,,
,,Mechanic,,ಮೆಕ್ಯಾನಿಕ್‌ ; ಯಂತ್ರಕರ್ಮಿ; ಯಂತ್ರಿಗ,,,,,,,
,,Mechanical,,ಯಾಂತ್ರಿಕ,,,,,,,
,,Mechanise,,ಯಾಂತ್ರೀಕರಿಸು,,,,,,,
,,Mechanised process,,1. ಯಾಂತ್ರೀಕೃತ ಸಂಸ್ಕರಣ 2. ಯಾಂತ್ರೀಕೃತ ಕಾರ್ಯವಿಧಾನ,,,,,,,
,,Mechanised units,,ಯಾಂತ್ರೀಕೃತ ಘಟಕಗಳು,,,,,,,
,,Mechanism,,ಯಂತ್ರರಚನೆ; ಯಂತ್ರಸಂಯೋಜನೆ,,,,,,,
,,Mechanist,,ನೋಡಿ - mechanic,,,,,,,
,,Medical certificate,,ವೈದ್ಯಕೀಯ ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Melt,,1. ಕರಗು 2. ಕರಗಿಸು,,,,,,,
,,Mesh,,1. ಬಲೆಯಲ್ಲಿ ಹಿಡಿ 2. ಬಲೆ 3. ಬಲೆಯ ಕಣ್ಣು,,,,,,,
,,Metal,,1. ಲೋಹ. 2. ಜಲ್ಲಿ (ಕಲ್ಲು),,,,,,,
,,Metallic,,ಲೋಹದ; ಲೋಹದಂಥ,,,,,,,
,,Metallurgist,,ಲೋಹವಿಜ್ಞಾನಿ,,,,,,,
,,Metallurgy,,ಲೋಹವಿಜ್ಞಾನ,,,,,,,
,,Mica,,ಅಭ್ರಕ; ಕಾಗೆಬಂಗಾಠ,,,,,,,
,,Mill,,ಮಿಲ್‌ : 1. ಧಾನ್ಯವನ್ನು ಬೀಸು ಯಾ ಹೊಟ್ಟುತೆಗೆ 2. ನಾಣ್ಯದ ಅಂಚನ್ನು ಉಬ್ಬಿಸಿ ಪಕ್ಕಗಳನ್ನು ಕಚ್ಚುಮಾಡು 3. ನೊರೆಗಟ್ಟುವಂತೆ (ಚಾಕಲೇಟನ್ನು) ಕಡೆ 4. ಉರುಳೆಯಂತ್ರದಿಂದ ಬಟ್ಟೆಯನ್ನು ನಯಗೊಳಿಸು 5. ಸಾಬೂನು ಚೂರುಗಳನ್ನು ಹಲ್ಲೆಯಾಗಿ ಮಾಡು 6. ರಬ್ಬರು ಮಿಶ್ರಣವನ್ನು ಉರುಳೆಯಂತ್ರದ ಮೂಲಕ ಹದಗೊಳಿಸಿ ಬೇಕಾದ ರೂಪಕ್ಕೆ ತರು 7. ಲೋಹವನ್ನು (ವಿಶೇಷವಾಗಿ ಉಕ್ಕನ್ನು) ಕಂಬಿಗಳಾಗಿ ಮಾಡು 8. ಲೋಹವನ್ನು ನಿರ್ದಿಷ್ಟ ಆಕಾರಕ್ಕೆ ತರಲು ಉರುಳೆಯಂತ್ರದಿಂದ ಸಂಸ್ಕರಿಸು 9. ಅದಿರನ್ನು ಪುಡಿಮಾಡು 10. ಮುಷ್ಟಿಯಿಂದ ಗುದ್ದು 11. ಗಿರಣಿ; ಯಂತ್ರಸಜ್ಜಿತ ಕಾರ್ಖಾನೆ,,,,,,,
,,Miller,,ಗಿರಣಿದಾರ; ಕಾರ್ಖಾನೆಯ ಯಜಮಾನ,,,,,,,
,,Mill hand,,ಗಿರಣಿ ಕೆಲಸಗಾರ,,,,,,,
,,Milling machine,,ಮಿಲ್ಲಿಂಗ್‌ ಯಂತ್ರ; ಲೋಹ ಕೊರೆಯುವ ಯಂತ್ರ,,,,,,,
,,Millwright,,ಮಿಲ್‌ವೈಟ್‌; ಯಂತ್ರನಿರ್ವಾಹಕ,,,,,,,
,,Ministerial service,,ಲಿಪಿಕ ಸೇವೆ,,,,,,,
,,Ministerial staff,,ಲಿಪಿಕ ಸಿಬ್ಬಂದಿ,,,,,,,
,,Model,,1. ಆಕೃತಿ; ಪ್ರತಿರೂಪ 2. ಮಾದರಿ; ಆದರ್ಶ; ಮೇಲ್ಪಂಕ್ತಿ,,,,,,,
,,Model bylaws,,ಮಾದರಿ ಉಪವಿಧಿಗಳು,,,,,,,
,,Model carpentry and smithy centre,,ಮಾದರೀ ಮರಗೆಲಸ ಮತ್ತು ಕಮ್ಮಾರಿಕೆ ಕೇಂದ್ರ,,,,,,,
,,Model weaving centre,,ಮಾದರಿ ನೆಯ್ಗೆಕೇಂದ್ರ,,,,,,,
,,Mortgage,,1. ಅಡಮಾನ / ಅಡವು / ಈಡು / ಒತ್ತೆ / ಗಿರವಿ ಇಡು; ಆಧಾರ ಮಾಡು 2. ಅಡಮಾನ; ಅಡವು; ಈಡು; ಒತ್ತೆ; ಗಿರವಿ; ಆಧಾರ,,,,,,,
,,Mortgagee,,ಅಡಮಾನದಾರ; ಅಡವು / ಈಡು / ಒತ್ತೆ / ಗಿರವಿ / ಆಧಾರ ಇಟ್ಟುಕೊಂಡವನು,,,,,,,
,,Mortgage deed,,ಅಡಮಾನ ಪತ್ರ,,,,,,,
,,Mortgaged property,,ಅಡಮಾನ ಮಾಡಿದ ಸ್ಪತ್ತು,,,,,,,
,,Mortgagor/mortgagee,,ಅಡಮಾನಕಾರ,,,,,,,
,,Mortise,,ವೆಜ್ಜ ; ಕೂಲು,,,,,,,
,,Mortise chisel,,ವೆಜ್ಜದ ಉಳಿ; ಕೂಲುಳಿ,,,,,,,
,,Mortise joint,,ವೆಜ್ಜಕೀಲು; ವೆಜ್ಜ ಮತ್ತು ಕೂರುಳ್ಳ ಮರದಲ್ಲಿ ಮಾಡಿದ ಒಂದು ಬಗೆಯ ಕೀಲು,,,,,,,
,,Motile,,ಚಲನಶಕ್ತಿಯುಳ್ಳ; ಚಲಿಸಬಲ್ಲ,,,,,,,
,,Motor,,ಮೋಟಾರು ; ಮೋಟಾರು ಚಾಲಕ ಯಂತ್ರ,,,,,,,
,,Mould,,1. ರೂಪುಕೊಡು; ರೂಪಿಸು 2. ಎರಕದ ಅಚ್ಚು 3. ಬೂಷ್ಟು,,,,,,,
,,Moulder,,ಎರಕಗಾರ; ಅಚ್ಚುಗಾರ,,,,,,,
,,Movable property,,ಚರಾಸ್ತಿ; ಚರಸ್ವತ್ತು,,,,,,,
,,MRTP act (Monopolies and Restrictive Trade Practices Act),,ಏಕವ್ಯಾಪ ಅಧಿನಿಯಮ (ಏಕಸ್ವಾಮ್ಯ ಮತ್ತು ಪರಿಬಂಧಕ ವ್ಯಾಪಾರ ಪದ್ಧತಿಗಳ ಅಧಿನಿಯಮ),,,,,,,
,,Muffle,,"ಮಫಲ್‌: 1. ಬೆಂಕಿಯ ನೇರ ಸಂಪರ್ಕವಿಲ್ಲದೆ (ಆಹಾರ, ಲೋಹ, ಪಿಂಗಾಣೆ ಮೊ. ಗಳನ್ನು) ಬೇಯಿಸು/ ಕಾಯಿಸು / ಸುಡು 2. ಮೋಟಾರು ವಾಹನಗಳ ಶಬ್ದವನ್ನು ತಗ್ಗಿಸು 3. ಬೆಚ್ಚಗಿಡುವುದಕ್ಕಾಗಿ ಕುತ್ತಿಗೆ ಮೊ.ಕ್ಕೆ ಬಟ್ಟೆಸುತ್ತು 4. ಬೆಂಕಿ ಗೂಡು 5. ಶಬ್ದಮಂದನಕಾರಿ",,,,,,,
,,Muffler,,ಮಫ್ಲರ್‌: 1.ಶಬ್ದಮಂದನಕಾರಿ 2. ಕಂಠವಸ್ತ್ರ,,,,,,,
,,Mug,,"ಮಗ್ಗು ; ಸಾಮಾನ್ಯವಾಗಿ ಉರುಳೆಯಾಕಾರದ, ಹಿಡಿಯಿರುವ ಯಾ ಇಲ್ಲದ ಕುಡಿಯುವ ಪಾತ್ರೆ",,,,,,,
,,Mulberry,,ಉಪ್ಪು / ಹಿಪ್ಪಲಿ ನೇರಳೆ,,,,,,,
,,Mule,,ಮ್ಯೂಲ್‌; ಒಂದು ಬಗೆಯ ನೂಲುವ ಯಂತ್ರ,,,,,,,
,,Mutual terms,,1. ಪರಸ್ಪರ ನಿಬಂಧನೆಗಳು 2. (ವಾಣಿಜ್ಯ ಬೆಲೆಯ) ಹಣ ಕೊಡುವುದಕ್ಕೆ ಬದಲಾಗಿ ಕಾರ್ಯರೂಪದ ವಿನಿಮಯವುಳ್ಳ ಒಪ್ಪಂದ,,,,,,,
,,Nail,,ಮೊಳೆ ಡಾಂಬರು,,,,,,,
,,Name plate,,ನಾಮಫಲಕ; ಹೆಸರು ಹಲಗೆ,,,,,,,
,,Naphthalene ball,,ಡಾಂಬರು ಗುಳಿಗೆ; ನುಸಿಗುಳಿಗೆ,,,,,,,
,,Napkin,,ನ್ಯಾಪ್‌ಕಿನ್‌; ಕೈಚೌಕ; ಕರವಸ್ತ್ರ,,,,,,,
,,National development council,,ರಾಷ್ಟ್ರೀಯ ಅಭಿವೃದ್ಧಿ ಪರಿಷತ್ತು / ಮಂಡಳಿ,,,,,,,
,,National extension service,,ರಾಷ್ಟ್ರೀಯ ವಿಸ್ತರಣ ಸೇವೆ,,,,,,,
,,Nationalize,,ರಾಷ್ಟ್ರೀಕರಿಸು,,,,,,,
,,Natural,,ನೈಸರ್ಗಿಕ; ಸ್ವಾಭಾವಿಕ,,,,,,,
,,Needle,,1. ಸೂಚಿ 2. ಕಾಂತಸೂಚಿ,,,,,,,
,,Negotiable instrument,,ವರ್ಗಾವಣೀಯ ಲಿಖಿತ,,,,,,,
,,Negotiate,,1. ಪ್ರಸ್ತಾಪಿಸು 2. ವ್ಯವಹರಿಸು 3.ಸಂಧಾನ ನಡೆದು 4. ವರ್ಗಾಯಿಸು,,,,,,,
,,Net income,,ನಿವ್ವಳ ಆದಾಯ,,,,,,,
,,Net loss,,ನಿವ್ವಳ ನಷ್ಟ / ಹಾನಿ,,,,,,,
,,Net price,,ನಿವ್ವಳ ಬೆಲೆ,,,,,,,
,,Nei profit,,ನಿವ್ವಳ ಲಾಭ,,,,,,,
,,Net work,,ಜಾಲ (ಬಂಧ); ಬಲೆಯಂಥ ಹರಡಿಕೆ,,,,,,,
,,Nickel,,ನಿಕಲ್‌; ಒಂದು ಲೋಹ,,,,,,,
,,Nitre,,ನೈಟರ್‌ ; ಪೆಟ್ಲುಪ್ಪು,,,,,,,
,,Non-committal,,ಕಟ್ಟು ಬೀಳದ ; ಕಟ್ಟಿಗೆ ಒಳಪಡದ ;ಹೊಡೆ ಹೊರದ,,,,,,,
,,Non-ferrous,,ಕಬ್ಬಿಣವಲ್ಲದ; ಕಬ್ಬಿಣೇತರ,,,,,,,
,,Non-official,,ಅಧಿಕಾರೇತರ,,,,,,,
,,Notary,,ನೋಟರಿ; ದಸ್ತಾವೇಜು ಪ್ರಮಾಣಾಧಿಕಾರಿ,,,,,,,
,,Not contemplated,,ಉದ್ದೇಶಿಸಲಾಗಿಲ್ಲ,,,,,,,
,,Note for future guidance,,1. ಮುಂದಿನ ಮಾರ್ಗದರ್ಶನಕ್ಕಾಗಿ ಟಿಪ್ಪಣಿ 2. ಮುಂದಿನ ಮಾರ್ಗದರ್ಶನಕ್ಕಾಗಿ ಲಕ್ಷ್ಯದಲ್ಲಿಡು,,,,,,,
,,Notice board,,ನೋಟೀಸ್‌ ಬೋರ್ಡ್‌; ಸೂಚನಾಫಲಕ,,,,,,,
,,Notification,,ಅಧಿಸೂಚನೆ,,,,,,,
,,Notify,,ಅಧಿಸೂಚಿಸು; ಪ್ರಕಟಿಸು,,,,,,,
,,Noting and drafting,,ಟಿಪ್ಪಣಿ ಬರಹ ಮತ್ತು ಕರಡು ತಯಾರಿಕೆ,,,,,,,
,,Nozzle,,ಮೂತಿ; ಮೆತುಕೊಳವೆ ಮೊ. ಗಳ ತುದಿಗೆ ಸಿಕ್ಕಿಸಿದ ಸೂಸುಬಾಯಿ.,,,,,,,
,,Nucleus,,ಮೂಲ; ಕೇಂದ್ರ,,,,,,,
,,Null,,ಅನೂರ್ಜಿತ,,,,,,,
,,Nursery,,1. ಒಟ್ಟಲು ಪಾತಿ 2. ಸಸ್ಯವಾಟಿಕೆ 3. ಮೀನು ಸಾಕುವ ಕೊಳ 4. ಶಿಶುವಿಹಾರ,,,,,,,
,,Nutrient,,1. ಪುಷ್ಟಿಕರ; ಪೌಷ್ಟಿಕ 2. ಪೋಷಕಾಂಶ,,,,,,,
,,Nuishell,,ಚಿಪ್ಪು; ಕರಟ,,,,,,,
,,Oakum,,ಸೆಣಬಿನ ನಾರು,,,,,,,
,,Oar,,1. ಹುಟ್ಟು ಹಾಕು 2. ಹುಟ್ಟುಗೋಲು,,,,,,,
,,Obligate,,1. ಹೊಣೆಗಾರನನ್ನಾಗಿ ಮಾಡು 2. ಹೊಣೆಗಾರ; ಬಾಧ್ಯ,,,,,,,
,,Obligation,,ಹೊಣೆಗಾರಿಕೆ; ಬಾಧ್ಯತೆ,,,,,,,
,,Obsolete,,ಬಳಕೆತಪ್ಪಿದ; ರೂಢಿಯಲ್ಲಿಲ್ಲದ,,,,,,,
,,Occupation,,1. ವೃತ್ತಿ; ಉದ್ಯೋಗ; ಕಸಬು 2. ಅನುಭೋಗ; ಸ್ವಾಧೀನಾನುಭವ,,,,,,,
,,Occupational,,ವೃತ್ತಿಯ; ಉದ್ಯೋಗದ; ಉದ್ಯೋಗಕ್ಕೆ ಸಂಬಂಧಿಸಿದ,,,,,,,
,,Occurrence,,ಘಟನೆ,,,,,,,
,,Ocean tramp,,ಸಾಗರ ಅಲೆಮಾರಿ; ಗೊತ್ತಾದ ಸಂಚಾರ ಮಾರ್ಗಕ್ಕೆ ಕಟ್ಟುಬಿದ್ದಿಲ್ಲದ ಸಾಮಾನು ಸಾಗಿಸುವ ಹಡಗು,,,,,,,
,,Octroi,,ಆಕ್ಟ್ರಾಯ್‌ ; 1. ನಗರಸು೦ಕ; ಉಕ್ಕಡಸುಂಕ; ಚುಂಗಿ 2. ಸುಂಕದ ಕಟ್ಟೆ; ಉಕ್ಕಡ 3. ಸುಂಕದ ಅಧಿಕಾರಿಗಳು,,,,,,,
,,Offer,,1. ಕೊಡು; ಅರ್ಪಿಸು; ಸಲ್ಲಿಸು 2. ಪ್ರಸ್ತಾಪಿಸು 3. ಬೆಲೆಸೂಚಿಸು. 4. ಅರ್ಪಣ; ಕಾಣಿಕೆ 5.ಪ್ರಸ್ತಾಪ 6.ನಿವೇದನೆ 7. (ಕೊಡಲು ಒಪ್ಪಿಹೇಳಿದ) ಬೆಲೆ,,,,,,,
,,Office circular,,ಕಚೇರಿ ಸುತ್ತೋಲೆ,,,,,,,
,,Office memorandum,,ಕಚೇರಿ ಜ್ಞಾಪನ,,,,,,,
,,Officer-in-charge,,ಪ್ರಭಾರಾಧಿಕಾರಿ,,,,,,,
,,Official language,,ಅಧಿಕೃತ ಭಾಷೆ,,,,,,,
,,Officiating director,,ಸ್ಥಾನಾಪನ್ನ ನಿರ್ದೇಶಕ,,,,,,,
,,Officiating promotion,,ಸ್ಥಾನಾಪನ್ನ ಬಡತಿ,,,,,,,
,,Officiating service,,ಸ್ಥಾನಾಪನ್ನ ಸೇವೆ,,,,,,,
,,Oil cake,,(ಎಣ್ಣೆ ತೆಗೆದ ಮೇಲೆ ಉಳಿಯುವ) ಹಿಂಡಿ,,,,,,,
,,Oiler,,ಆಯ್ಲರ್‌ ; 1. ಯಂತ್ರಕ್ಕೆ ಎಣ್ಣೆಹಾಕುವ ಉದ್ದ ಮೂತಿಯ ಡಬ್ಬಿ 2. ಹೊಗಳುಭಟ್ಟ; ಬೆಣ್ಣೆಮಾತಾಡುವವನು,,,,,,,
,,Oil seeds development officer,,ಎಣ್ಣೆ ಬೀಜಗಳ ಅಭಿವೃದ್ಧಿ ಅಧಿಕಾರಿ,,,,,,,
,,Operative,,1. ಕಾರ್ಯನಿರ್ವಹಣೆಯ 2. ಜಾರಿಯಲ್ಲಿರುವ 3. ಶಸ್ತ್ರ ಚಿಕಿತ್ಸೆಯ 4. ಕೂಲಿಕಾರ; ಕಾರ್ಮಿಕ; ಗಿರಣಿ ಕೆಲಸಗಾರ,,,,,,,
,,Operative cost,,ಕಾರ್ಯನಿರ್ವಹಣೆಯ ವೆಚ್ಚ,,,,,,,
,,Orchard,,ಹಣ್ಣಿನ ತೋಟ,,,,,,,
,,Ordinary shares,,ಸಾಮಾನ್ಯ ಶೇರುಗಳು,,,,,,,
,,Organic,,1. ಜೈವಿಕ; ಸಾವಯವ 2. ಸುವ್ಯವಸ್ಥಿತ; ಸುಸಂಘಟಿತ,,,,,,,
,,Organisation and methods,,ಸಂಘಟನೆ ಮತ್ತು ಕ್ರಮ,,,,,,,
,,Organizer,,ಸಂಘಟಕ,,,,,,,
,,Oriental,,ಪೌರಸ್ತ್ಯ ; ಪೌರ್ವಾತ್ಯ,,,,,,,
,,Outfit,,ಸಜ್ಜು; ಪೂರ್ಣಸಾಮಗ್ರಿ,,,,,,,
,,Outflow,,ಹೊರಹರಿವು,,,,,,,
,,Outgrowth,,1.ಮಿತಿಮೀರಿದ ಬೆಳವಡೆಗೆ 2. ಶಾಖೆ 3. ಫಲ; ಪರಿಣಾಮ,,,,,,,
,,Outlay,,1. ಖರ್ಚು; ವೆಚ್ಚ; ತೊಡಗಿಸಿದ ಹಣ 2. ರೂಪರೇಖೆ,,,,,,,
,,Output,,ಉತ್ಪನ್ನ; ಹುಟ್ಟುವಳಿ,,,,,,,
,,Oven,,ಆವನ್‌; ಒಲೆ; ಸಣ್ಣಗೂಡು ಒಲೆ,,,,,,,
,,Overcapitalized,,1. ಬಂಡವಾಳವನ್ನು ಅವಶ್ಯವಾದುದಕ್ಕಿಂತ ಹೆಚ್ಚಾಗಿ ತೊಡಗಿಸು 2. (ಒಂದು ಸಂಸ್ಥೆಯ) ಬಂಡವಾಳವನ್ನು ನ್ಯಾಯಬೆಲೆಗಿಂತ ಹೆಚ್ಚಾಗಿ ಲೆಕ್ಕ ಪತ್ರರದಲ್ಲಿ ನಮೂದಿಸು.,,,,,,,
,,Overcharge,,1. (ಔಷಧವನ್ನು) ಗೊತ್ತಾದ ಪ್ರಮಾಣಕ್ಕೆ ಮೀರಿಕೊಡು 2. ಹೆಚ್ಚು ಬೆಲೆಹಾಕು ; ವಿಪರೀತ ಬೆಲೆಹಾಕು 3. ಹೆಚ್ಚಿನ ಬೆಲೆ,,,,,,,
,,Overdose,,1. ಗೊತ್ತಾದ ಪ್ರಮಾಣಕ್ಕೆ ಮೀರಿಕೊಡು 2. ಮಿತಿಯನ್ನು ಮೀರಿದ ಪ್ರಮಾಣ,,,,,,,
,,Overhead charges,,ಮೇಲುಖರ್ಚು,,,,,,,
,,Overproduction,,ಅಧಿಕೋತ್ಪಾದನೆ,,,,,,,
,,Overrate,,1. ಮಿತಿಮೀರಿದ ಬೆಲಿಕಟ್ಟು 2. ಅನಾವಶ್ಯಕ ಮಹತ್ವಕೊಡು,,,,,,,
,,Overtime,,ಓವರ್‌ ಟೈಂ ; ಅಧಿಕಕಾಲಿಕ; ಕೆಲಸದ ನಿಯತಕಾಲ ಮೀರಿದ ಹೊತ್ತು,,,,,,,
,,Overtime allowance,,ಅಧಿಕಕಾಲಿಕ ಭತ್ಯೆ,,,,,,,
,,Ownership,,ಒಡೆತನ; ಸ್ಟಾಮ್ಯ,,,,,,,
,,Pack,,1. ಪ್ಯಾಕ್‌ಮಾಡು; ಪಿಂಡಿಕಟ್ಟು ಗಂಟುಮೂಟೆಕಟ್ಟು 2. ಪ್ಯಾಕ್‌ಮಾಡು; ಚೀಲಕ್ಕೆ / ಪೆಟ್ಟಗೆಗೆ ತುಂಬು 3. ಪ್ಯಾಕ್‌; ಪಿಂಡಿ; ಮೂಟೆ; ಗಂಟು,,,,,,,
,,Package,,1. ಸಾಮಾನು (ತುಂಬುವ) ಪೆಟ್ಟಿಗೆ 2. ಕಟ್ಟು; ಕಂತೆ; ಪಿಂಡಿ; ಮೂಟಿ;ಗಂಟು,,,,,,,
,,Package practices,,ಕೇಂದ್ರೀಕೃತ ಕಾರ್ಯಪದ್ಧತಿಗಳು,,,,,,,
,,Package proposals,,ಕೇಂದ್ರೀಕೃತ ಪ್ರಸ್ತಾಪಗಳು,,,,,,,
,,Packing and marking,,ಪ್ಯಾಕ್‌ಮಾಡುವುದು ಮತ್ತು ಗುರುತು ಹಾಕುವುದು,,,,,,,
,,Pact,,ಒಪ್ಪಂದ,,,,,,,
,,Padlock,,ಚಿಲುಮೆ; ಅಗುಳಿ,,,,,,,
,,Paid-up-capital,,ಪಾವತಿಯಾದ/ಸಂದಾಯವಾದ ಬಂಡವಾಳ,,,,,,,
,,Painter,,1. ಬಣ್ಣ ಬಳಿಯುವವನು 2. ಚಿತ್ರಕಲಾವಿದ; ವರ್ಣಚಿತ್ರಕಾರ,,,,,,,
,,Palette,,ಪ್ಯಾಲೆಟ್‌; ವರ್ಣಚಿತ್ರಕಾರನು ಬಣ್ಣ ಕಲಸುವ ಮರದ ಯಾ ಪಿಂಗಾಣಿಯ ಸಣ್ಣ ತೆಳುಹಲಗೆ,,,,,,,
,,Pallet,,ಪ್ಯಾಲೆಟ್‌ ; 1. ಕುಂಬಾರ ಮೊ.ರು ಉಪಯೋಗಿಸುವ ಹಿಡಿಯುಳ್ಳ ಮರದ ಚಪ್ಪಟೆ ಹಲಗೆ 2. ನೋಡಿ - palette 3. ಒಂದು ಯಂತ್ರಚಕ್ರದ ಚಲನ ಗತಿಯನ್ನು ಬದಲಾಯಿಸಲು ಆ ಯಂತ್ರದಲ್ಲಿ ಅಳವಡಿಸಲಾದ ಗುಬುಟು ಯಾ ಹಲ್ಲು ಯಾ ಮೀಟುಗೋಲು,,,,,,,
,,Palm,,ಪಾಮ್‌; ತಾಳೆಜಾತಿಯ ಮರ,,,,,,,
,,Palmyra,,ಪ್ಯಾಲ್‌ಮೈರ; ಒಂದು ತಾಳೆ ಜಾತಿಯ ಮರ,,,,,,,
,,Pamphlet,,ಪ್ಯಾಂಪ್ಲೆಟ್‌; ರಟ್ಟುಕಟ್ಟಿಲ್ಲದ ಕಿರುಹೊತ್ತಗೆ,,,,,,,
,,Panel,,ಪಟ್ಟಿ; 1.ಹೆಸರುಗಳ ಪಟ್ಟಿ 2. ಅ೦ಕಣಫಲಕ 3. ಉಡುಪಿನಲ್ಲಿ ಸೇರಿಸಿದ ಬೇರೆ ಬಗೆಯ ಯಾ ಬೇರೆ ಬಣ್ಣದ ಬಟ್ಟೆ ಮೊ. ಗಳ ಪಟ್ಟಿ,,,,,,,
,,Parallel,,1. ಸಮಾಂತರ; ಸಮಾನಾ೦ತರ 2. ಸಾದೃಶ್ಯ; ಹೊಲಿಕೆ,,,,,,,
,,Paralyse,,ಶಕ್ತಿಹೀನ ಮಾಡು; ನಿಸ್ಸತ್ವಗೊಳಿಸು,,,,,,,
,,Paraphernalia,,ಸಾಮಾನು ಸರಂಜಾಮು,,,,,,,
,,Parcel,,ಪಾರ್ಸಲ್‌; ಭಾಂಗಿ,,,,,,,
,,Parcel office,,ಪಾರ್ಸಲ್‌ ಕಚೇರಿ,,,,,,,
,,Parcel post,,ಪಾರ್ಸಲ್‌ ಪೋಸ್ಟ್‌ ಭಾಂಗಿಗಳನ್ನು ರವಾನಿಸಿ ವಿಲೇಮಾಡುವ ಅಂಚೆ ಇಲಾಖೆಯ ಶಾಖೆ,,,,,,,
,,Parity,,ಪ್ಯಾರಿಟಿ : 1. ಪರಸ್ಪರ ಸಮಾನತೆ 2. ನಮೂದು ಬೆಲೆಗೆ ಸಮವಾಗಿರುವುದು,,,,,,,
,,Partial,,1. ಆಂಶಿಕ 2. ಪಕ್ಷಪಾತವುಳ್ಳ,,,,,,,
,,Partially,,ಆಂಶಿಕವಾಗಿ; ಭಾಗಶಃ,,,,,,,
,,Participant,,ಭಾಗಿ; ಭಾಗವಹಿಸುವುದು,,,,,,,
,,Participation,,ಭಾಗವಹಿಸುವವನು,,,,,,,
,,Participate,,ಭಾಗಿಯಾಗು; ಭಾಗವಹಿಸು,,,,,,,
,,Partner,,ಪಾಲುಗಾರ; ಭಾಗೀದಾರ,,,,,,,
,,Partnership deed,,ಪಾಲುಗಾರಿಕೆ ಪತ್ರ,,,,,,,
,,Part-time worker,,ಅಂಶಕಾಲಿಕ / ಒಪ್ಪೊತ್ತಿನ ಕೆಲಸಗಾರ,,,,,,,
,,Passive debt,,ಬಡ್ಡಿಕೊಡದ ಸಾಲ,,,,,,,
,,Passport,,ಪಾಸ್‌ಪೋರ್ಟ್‌; ರಹದಾರಿ ಪತ್ರ,,,,,,,
,,Paste,,"ಪೇಸ್ಟ್‌ ;
1. ಅಂಟಿಸು; ಹಚ್ಚು 2. ಅ೦ಟು 3. ನಾದಿದ ಹಿಟ್ಟು",,,,,,,
,,Patent,,ಪೇಟೆಂಟ್‌ : 1. ಸ್ವಾಮ್ಯದ ಸನದು ಪಡೆ ಯಾ ಕೊಡು 2. ಸ್ವಾಮ್ಯದ ಸನದು 3. ಸ್ಪಷ್ಟ,,,,,,,
,,Patron,,1. ಪೋಷಕ; ಆಶ್ರಯದಾತ 2. ಕಾಯಂ ಗಿರಾಕಿ,,,,,,,
,,Patronize,,ಪೋಷಿಸು; ಪ್ರೋತ್ಸಾಹಿಸು,,,,,,,
,,Pattem,,1. ಮಾದರಿ; ನಮೂನೆ 2. ಅಚ್ಚು; ರೂಪಿಕೆ; ಆಕೃತಿ,,,,,,,
,,Pattern maker,,ಮಾದರಿ ತಯಾರಕ; ವಿನ್ಯಾಸಕಾರ,,,,,,,
,,Pattern making,,1. ಮಾದರಿ ರಚನೆ 2. ಅಚ್ಚು ರಚನೆ,,,,,,,
,,Pattern making factory,,ಮಾದರಿ / ಅಚ್ಚು ತಯಾರಿಕೆ ಕಾರ್ಖಾನೆ,,,,,,,
,,Pattern roan,,"ಎರಕದ ಕಾರ್ಖಾನೆಯಲ್ಲಿ , ಮಾದರಿಗಳನ್ನು ತಯಾರಿಸುವ ಭಾಗ",,,,,,,
,,Pittem shop,,ನೋಡಿ - Pattem roan,,,,,,,
,,Paucity,,ಕೊರತೆ; ಅಭಾವ,,,,,,,
,,Pawn,,1. ಒತ್ತೆ / ಗಿರವಿ ಇಡು 2. ಒತ್ತೆ; ಗಿರವಿ,,,,,,,
,,Pawn-broker,,ಒತ್ತೆದಾರ; ಗಿರವಿದಾರ,,,,,,,
