ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Dew worm,,ತೋಟದ ಒಂದು ದೊಡ್ಡ ಹುಳು; ಇಬ್ಬನಿ ಹುಳು,,,,,,,
,,Diagnosis,,ರೋಗನಿರ್ಣಯ,,,,,,,
,,Diapause,,ನಿಶ್ಚೇಷ್ಮ ಸ್ಥಿತಿಕಾಲ,,,,,,,
,,Diastole,,ಹೃದಯ ವಿಕಸನ,,,,,,,
,,Diffusion,,ವಿಸರಣ,,,,,,,
,,Diffusion pressure,,ವಿಸರಣ ಒತ್ತಡ,,,,,,,
,,Digger wasp,,ಸುರಂಗ ಕಣಜ,,,,,,,
,,Digitigrade animals,,ಅಂಗುಲ ಪಾದಿಗಳು,,,,,,,
,,Dihybrid,,ದ್ವಿಮಿಕ್ರಿಳಿ,,,,,,,
,,Dimorphism,,ದ್ವಿರೂಪತ್ವ,,,,,,,
,,Dioecious,,ಭಿನ್ನಲಿಂಗಿ,,,,,,,
,,Diploblastic animal,,ಇಷ್ಟಾರಂದ ಜೀವಿ,,,,,,,
,,Diplopoda,,ದ್ವಿಪಾದಿ,,,,,,,
,,Discharge nozzle,,ದ್ರವಹೊರಡಿಸುವ ಸೂಸುಬಾಯಿ,,,,,,,
,,Discharge opening,,ಹರಿತದ ಬಾಯಿ,,,,,,,
,,Disease producer,,ರೋಗಕಾರಕ; ರೋಗೋತ್ಪಾದಕ,,,,,,,
,,Dissect,,ವಿಚ್ಛೇದಿಸು; ಛೇದಿಸು,,,,,,,
,,Disinfectant,,ಕ್ರಿಮಿನಾಶಕ; ಸೋಂಕುನಿವಾರಕ,,,,,,,
,,Diversity,,ವೈವಿಧ್ಯತೆ,,,,,,,
,,Destructive distillation,,ಗಾಳಿತಾಗದ ಹಟ್ಟಿ,,,,,,,
,,Distant,,ದೂರದಲ್ಲಿರುವ,,,,,,,
,,Divergence,,ಅಪಸರಣ,,,,,,,
,,Dormant spray,,ಸುಪ್ತ ಸಿಂಪಡಣೆ,,,,,,,
,,Dormant stage,,ಸುಪ್ತಾವಸ್ಥೆ,,,,,,,
,,Dorsal blood vessel,,ಮೇಲ್ಭಾಗದ ರಕ್ತನಾಳ,,,,,,,
,,Dorsale ridge,,ಬೆನ್ನಿನ ದಿಬ್ಬ,,,,,,,
,,Dorsal surface,,ಊರ್ಧ್ವಭಾಗ; ಮೇಲ್ಭಾಗ,,,,,,,
,,Dosage,,ಔಷಧ ಪ್ರಮಾಣ,,,,,,,
,,Dose-mortality curve,,ಪ್ರಮಾಣ ಮಾರಕತ್ವ; ಪರಿಮಾಣ ರೇಖೆ,,,,,,,
,,Double cocoon,,ಜಂತಿಗೂಡು,,,,,,,
,,Double helix,,ದ್ವೈಸುರುಳಿ,,,,,,,
,,Down stroke,,ಕೆಳಮುಖ ಹೊಡೆತ,,,,,,,
,,Dragon fly,,ಕೊಡತಿ ಹುಳು; ರಕ್ಕಸನೊಣ,,,,,,,
,,Drastic,,ಚುರುಕಾದ,,,,,,,
,,Dried fruit beetle,,ಒಣಹಣ್ಣು ಕುಟ್ಟಿ ದುಂಬಿ,,,,,,,
,,Diptera,,ದ್ವಿಪಕ್ಷೀಯ,,,,,,,
,,Direct,,ನಿಯಂತ್ರಿಸು,,,,,,,
,,Drier,,ಶೋಷಕ ಯಂತ್ರ,,,,,,,
,,Drift,,ಗಾಳಿಹೊಡೆದುಕೊಂಡು ಬರುವುದು,,,,,,,
,,Drone,,ಗಂಡು ಜೇನು,,,,,,,
,,Droop,,ಜೋಲು ಹಾಕು,,,,,,,
,,Droplet size,,ತುಂತುರು ಗಾತ್ರ,,,,,,,
,,Drosophila,,ಹಣ್ಣಿನ ನೊಣ,,,,,,,
,,Drought,,ಶುಷ್ಕಕ,,,,,,,
,,Drug store beetle,,ಗಂಧಿಗೆ ಸಾಮಾನಿನ ದುಂಬಿ,,,,,,,
,,Dry hair,,ಒಣ ಆಹಾರ; ಒಣ ಆಮಿಷ ಆಹಾರ,,,,,,,
,,Dry currant moth,,ಒಣ ಚಿಟ್ಟೆ,,,,,,,
,,Drying unit,,ಶೋಷಕ ಸಾಧನ,,,,,,,
,,Dry fruit moth,,ಒಣಹಣ್ಣಿನ ಪತಂಗ,,,,,,,
,,Ductless gland,,ನಿರ್ನಾಳಗ್ರಂಥಿ,,,,,,,
,,Duct of dermal gland,,ಚರ್ಮಗ್ರಂಥಿಕಾ,,,,,,,
,,Duetoccrechrum,,ಕುಡಿಮೀಸೆ ಭಾಗದ ದ್ವೈಮಸ್ತಿಷ್ಕ,,,,,,,
,,Double Shape,,ಕಡಲೆಕಾಯಿ ಆಕಾರ,,,,,,,
,,Duodenum,,ಮುಂಗರುಳು,,,,,,,
,,Dusky cotton bug,,ಹತ್ತಿಯ ನುಸುಕು ತಿಗಣೆ; ಮಾಸಲು ಬಣ್ಣದ ತಿಗಣೆ; ಮಾಸಲು ತಿಗಣೆ,,,,,,,
,,Ear-head bug,,ಬತ್ತದ ತನೆ ತಿಗಣೆ,,,,,,,
,,Earhead caterpillar,,ತೆನೆಯ ಹುಳು,,,,,,,
,,Earhead midge,,ತೆನೆ ಮರಕ,,,,,,,
,,Earthworm,,ಎರೆಹುಳು ಮಣ್ಣು ಹುಳು,,,,,,,
,,Earwig,,ಕರ್ಣಕೀಟ,,,,,,,
,,Ecdysis,,ಪೊರೆಯುರ್ಚುವಿಕೆ; ಪೊರೆ ಕಳಚುವಿಕೆ,,,,,,,
,,Echinodarmata,,ಕಂಟಕ ಚರ್ಮಿ; ಎಕೈನೊಡರ್ಮೇಟಿ,,,,,,,
,,Ecological,,ಜೀವಿಪರಿಸ್ಥಿತಿ,,,,,,,
,,Ecological control,,ಜೀವಿಪರಿಸ್ಥಿತಿ ಹತೋಟಿ; ಜೀವಿಪರಿಸರ ಹತೋಟಿ,,,,,,,
,,Ecological outlook,,ಜೀವಪರಿಸ್ಥಿತಿ ಮನೋಭಾವನೆ; ಜೀವಪರಿಸ್ಥಿತಿ ದೃಷ್ಟಿ,,,,,,,
,,Economic entomology,,ಆರ್ಥಿಕ ಕೀಟವಿಜ್ಞಾನ,,,,,,,
,,Ecosystem,,ಸನ್ನಿವೇಶ ಕ್ರಮ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Ectohormone,,ಬಾಹ್ಯ ಪ್ರಚೋದಿಕೆ,,,,,,,
,,Ectoparasite,,ಬಾಹ್ಯ ಪರತಂತ್ರಜೀವಿ; ಬಾಹ್ಯ ಪರಾವಲಂಬಿ; ಬಾಹ್ಯ ಪರೋಪಜೀವಿ,,,,,,,
,,Edaphic,,ಮಣ್ಣಿಗೆ ಸಂಬಂಧಿಸಿದ,,,,,,,
,,Effective pesticide,,ಪರಿಣಾಮಕಾರಿಪೀಡೆ ನಾಶಕ,,,,,,,
,,Effector system,,ಕಾರ್ಯಕಾರಿ ವ್ಯೂಹ; ಕಾರ್ಯಕಾರಿ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Efferent duct,,ಬಹಿರ್ವಾಹಿನಾಳ,,,,,,,
,,Egestion,,ಹಿಕ್ಕೆಯಾಗುವಿಕೆ,,,,,,,
,,Egg laying animal,,ಅಂಡಜ,,,,,,,
,,Eggmass,,ಮೊಟ್ಟೆ ತಂಡ,,,,,,,
,,Egg shell,,ಮೊಟ್ಟೆ ಕವಚ,,,,,,,
,,Egg with embryo,,ಸಭ್ರೂಣ ಮೊಟ್ಟೆ,,,,,,,
,,Ejaculatory duct,,ರೇತಸ್ಸು ನಾಳ; ಚಿಮ್ಮುನಾಳ,,,,,,,
,,Elasticity,,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,,,,,,,
,,Elateri form larvae,,ಉಬ್ಬಾರೂಪದ ಮರಿಹುಳು,,,,,,,
,,Electro magnetic,,ವಿದ್ಯುತ್ಕಾಂತಿಕ,,,,,,,
,,Electro magnetic stimuli,,ವಿದ್ಯುತ್ಕಾಂತೀಯ ಉತ್ತೇಜಕ,,,,,,,
,,Elephantiasis,,ಆನೆಕಾಲು ರೋಗ,,,,,,,
,,Elytra,,ಗಡಸುರೆಕ್ಕೆ,,,,,,,
,,Elytron,,ಕೀಟದ ಗಡಸು ಪಕ್ಷಕೋಶ,,,,,,,
,,Embryo,,ಭ್ರೂಣ,,,,,,,
,,Embryonic development,,ಭ್ರೂಣವಿಕಾಸ,,,,,,,
,,Emotionally unbalanced,,ಹುಚ್ಚು ಆವೇಶ; ಆದಾಶಪೂರ್ಣ ಅಸಮಾನತೆ,,,,,,,
,,Emulsifiable concentrate,,ನೊರೆರೂಪದ ಗಡಸು ದ್ರವ್ಯ,,,,,,,
,,Emulsion,,ಕ್ಷೀರರಸ; ನೊರೆರಸ,,,,,,,
,,Encephalities,,ಮಿದುಳಿನ ರೋಗ,,,,,,,
,,Endemic,,ಸ್ಥಾಯಿಯಾದ,,,,,,,
,,Endocrine gland,,ಸ್ರವಿಸುವ ಒಳನಿರ್ನಾಳ ಗ್ರಂಥಿ,,,,,,,
,,Endocrine system,,ನಿರ್ನಾಳ ಗ್ರಂಥಿ ವ್ಯವಸ್ಥೆ,,,,,,,
,,Endocuticle,,ಚರ್ಮದ ಒಳಭಾಗ; ಒಳಚರ್ಮ,,,,,,,
,,Endoderm,,ಒಳಚರ್ಮ,,,,,,,
,,Endoparasite,,ಅಂತಸ್ಥ ಪರತಂತ್ರ ಜೀವಿ; ಒಳಪರೋಪಜೀವಿ; ಒಳಪರಾವಲಂಬಿ,,,,,,,
,,Endoplasm,,ಅಂತರ್ದ್ರವ್ಯ; ಒಳದ್ರವ್ಯ,,,,,,,
,,Endoplasmic,,ಅಂತರ್ ಜೀವದ್ರವ್ಯದ; ಒಳದ್ರವ್ಯದ,,,,,,,
,,Endopodite,,ಒಳಭಾಗ,,,,,,,
,,Endopterygota,,ಒಳಪಕ್ಷೀಯ,,,,,,,
,,Endosperm,,ಬೀಜಾಂತಸ್ಸಾರ,,,,,,,
,,Endospore,,ಅಂತರ್ ಬೀಜಕಣ; ಒಳಬೀಜಕಣ,,,,,,,
,,Enteron,,ಜಠರಾವಕಾಶ,,,,,,,
,,Entity,,ಅಸ್ತಿತ್ವ; ಇರವು,,,,,,,
,,Entomologist,,ಕೀಟವಿಜ್ಞಾನಿ; ಕೀಟಶಾಸ್ತ್ರಜ್ಞ,,,,,,,
,,Entomology,,ಕೀಟಶಾಸ್ತ್ರ,,,,,,,
,,Entomophagous insect,,ಕ್ರಿಮಿ ಭಕ್ಷಕ ಕೀಟ,,,,,,,
,,Environmental resistance,,ಪರಿಸರ ಪ್ರತಿಭಟನೆ,,,,,,,
,,Enzyme,,ಕಿಣ್ವ,,,,,,,
,,Ephemeroptera,,ನಶ್ವರಪಕ್ಷೀಯ; ಎಫೆಮಿರಾಪ್ಟಿರ,,,,,,,
,,Epidemiology,,ಸಾಂಕ್ರಾಮಿಕ ರೋಗಶಾಸ್ತ್ರ,,,,,,,
,,Epicardium,,ಹೃದಯದ ಒಳಪದರ,,,,,,,
,,Epicuticle,,ಹೊರಚರ್ಮದ ಮೇಲ್ಭಾಗ,,,,,,,
,,Epidermis or hypodermis,,ಹೊರಚರ್ಮ; ಹೊರಪೊರೆ,,,,,,,
,,Epilachna,,ಗುಲಗಂಜಿ ಹುಳು,,,,,,,
,,Epipharynx,,ಮೇಲ್ಗಂಟಲು,,,,,,,
,,Epithelial cells,,ಲಾಲಾಚರ್ಮದ ಕೋಶಗಳು,,,,,,,
,,Epithelial tissue,,ಲಾಲಾಚರ್ಮದ ಅಂಗಾಂಶ; ಮೇಲ್ಚರ್ಮ ಊತಕ,,,,,,,
,,Epizooties,,ಸಾಂಕ್ರಾಮಿಕ ರೋಗ,,,,,,,
,,Equipment,,ಸಾಮಗ್ರಿ,,,,,,,
,,Ergot,,ಜಿಗಿರೋಗ; ಎರ್ಗೆಟ್ ರೋಗ,,,,,,,
,,Ester,,ಸಂಯುಕ್ತ,,,,,,,
,,Ethnology,,ಸ್ವಭಾವ ಶಾಸ್ತ್ರ; ಮಾನವಕುಲ ಶಾಸ್ತ್ರ,,,,,,,
,,Etiolation,,ಬಿಳಿಚುಗೊಂಡಿರುವಿಕೆ,,,,,,,
,,Evolution,,ವಿಕಾಸ,,,,,,,
,,Eye spot,,ಕಣ್ಣಿನ ಚುಕ್ಕೆ,,,,,,,
,,Exarate,,ಅನುಬಂಧ,,,,,,,
,,Excreta,,ಮಲಮೂತ್ರ,,,,,,,
,,Excretary function,,ಶುದ್ಧೀಕರಣಕ್ರಿಯೆ,,,,,,,
,,Excretory organ,,ಶುದ್ಧೀಕರಣಾಂಗ,,,,,,,
,,Exit hole,,ನಿರ್ಗಮನ ರಂಧ್ರ,,,,,,,
,,Excretory pore,,ವಿಸರ್ಜನಾರಂಧ್ರ,,,,,,,
,,Exocrine gland,,ಸ್ರವಿಸುವ ಹೊರನಾಳ ಗ್ರಂಥಿ,,,,,,,
,,Exocuticle,,ಚರ್ಮದ ಹೊರಭಾಗ,,,,,,,
,,Exocrythrocytic stage,,ರಕ್ತಕಣ ಬಾಹಿರಘಟ್ಟ,,,,,,,
,,Exopterygota,,ಹೊರಪಕ್ಷೀಯ; ಎಕ್ಸೋಪ್ಟೆರಿಗೋಟ,,,,,,,
,,Exoskeleton,,ಬಾಹ್ಯ ಅಸ್ಥಿಪಂಜರ,,,,,,,
,,Exponential,,ಚಲಾಘಾತವುಳ್ಳ,,,,,,,
,,Extracted,,ತೆಗೆದ,,,,,,,
,,Extra intestinal migration,,ಕರುಳಿನಹೊರಗೆ ವಲಸೆ ಹೋಗುವಿಕೆ,,,,,,,
,,Exuvia,,ಪೊರೆ,,,,,,,
,,Facet,,ಕಣ; ಮುಖ; ಕಣ್ಣುಗುಡ್ಡೆ,,,,,,,
,,False celling,,ಖೋಟಾ ಮೇಲ್ಛಾವಣಿ,,,,,,,
,,False hellebore,,ಹುಸಿಕಟುಕರೋಹಿಣಿ,,,,,,,
,,Family,,ಕುಲ; ಕುಟುಂಬ,,,,,,,
,,Fat body,,ಕೊಬ್ಬಿನ ವಸ್ತು,,,,,,,
,,Feather mite,,ಗರಿಸುಕಿ,,,,,,,
,,Feeding line,,ದ್ರವ ಒದಗಿಸುವ ನಾಳ,,,,,,,
,,Femora,,ತೊಡೆಗಳು,,,,,,,
,,Femur,,ತೊಡೆ,,,,,,,
,,Fermentation,,ಹುದುಗುವಿಕೆ,,,,,,,
,,Fertilisation,,ಗರ್ಭಾದಾನ; ಗರ್ಭಕಟ್ಟುವಿಕೆ,,,,,,,
,,Fertilised egg,,ಗರ್ಭಕಟ್ಟಿದ ತತ್ತಿ,,,,,,,
,,Fertilize,,ಫಲಿಸು; ಫಲೀಕರಿಸು,,,,,,,
,,Fibre,,ನೂಲು; ನಾರು,,,,,,,
,,Fibroin,,ರೇಷ್ಮೆದ್ರವ,,,,,,,
,,Fibromuscular,,ತಂತುಸ್ನಾಯು,,,,,,,
,,Fibrosis,,ನ್ಯಾಥಿಗ್ರಂಥಿ,,,,,,,
,,Field cricket,,ಕಾಡು ಚಿನ್ಮುಂಡೆ,,,,,,,
,,Field crop pest,,ಹೊಲದ ಬೆಳೆ ಪೀಡೆ,,,,,,,
,,Field fungi,,ಹೊಲದ ಶಿಲೀಂಧ್ರ,,,,,,,
,,Filariasis,,ಆನೆಕಾಲುರೋಗ,,,,,,,
,,Filamentous,,ತಂತಾಕೃತಿಯ; ತಂತುರೂಪ,,,,,,,
,,Filiform,,ತಂತುರೂಪ,,,,,,,
,,Fire fly,,ಮಿಂಚು ಹುಳು; ಬೆಂಕಿಯ ನೊಣ,,,,,,,
,,First anal cell,,ಕೆಳಭಾಗದ ಮೊದಲನೆಯ ಆವರಣ; ಆಸನ ಕೋಶ,,,,,,,
,,Fish oil resin soap,,ಮೀನೆಣ್ಣೆ ರಾಗದ ಸಾಬೂನು (ಸೋಪು),,,,,,,
,,Fixed oil,,ಸ್ಥಿರಾಮ್ಲ,,,,,,,
,,Fixtures,,ನೆಲೆಗೊಳಿಸಿದ ವಸ್ತುಗಳು,,,,,,,
,,Flabellate,,ಬೀಸಣಿಗೆಯಾಕಾರ,,,,,,,
,,Flagellate,,ಕಶಾಂಗಿ,,,,,,,
,,Flagellum,,ಕಶಾಂಗ (ಕುಡಿಮೀಸೆಯ),,,,,,,
,,Flame thrower,,ಉರಿಯೆಬ್ಬಿಸುವ ಸಾಧನ,,,,,,,
,,Flame test,,ಜ್ವಾಲೆಪರೀಕ್ಷೆ,,,,,,,
,,Flange,,ಪಕ್ಕ ಪಟ್ಟಿ,,,,,,,
,,Flannel moth,,ತುಪ್ಪಟದ ಚಿಟ್ಟೆ,,,,,,,
,,Flash point,,ಆವಿಹೊತ್ತಿಕೊಳ್ಳುವ ಕಾಂತಿ,,,,,,,
,,Flat grain beetle,,ಕಾಳಿನ ಚಪ್ಪಟೆ ದುಂಬಿ,,,,,,,
,,Flat headed borer,,ಚಪ್ಪಟೆ ತಲೆ ಕೊರಕ,,,,,,,
,,Flat storage,,ಚಪ್ಪಟೆ ಛಾವಣಿಯ ದಾಸ್ನಾನು ಕಟ್ಟಡ; ಚಪ್ಪಟೆ ದಾಸ್ತಾನು ಮಳಿಗೆ,,,,,,,
,,Flea,,ಚಿಗಟೆ; ಚಿಕ್ಕಾಡು,,,,,,,
,,Flea beetle,,ಚಿಕ್ಕಟ ದುಂಬಿ,,,,,,,
,,Flooding,,ನೀರು ಉಕ್ಕಿಸುವಿಕೆ; ನೀರು ಹೊಗಿಸುವಿಕೆ,,,,,,,
,,Flotation,,ತೇಲಿಕೆ,,,,,,,
,,Flour beetle,,ಹಿಟ್ಟಿನ ಚಿಪ್ಪಿನ ಹುಳು; ಹಿಟ್ಟಿನ ದುಂಬಿ,,,,,,,
,,Flour mite,,ಹಿಟ್ಟಿನ ನುಶಿ,,,,,,,
,,Fluted scale,,ಏಣುಶಲ್ಕ,,,,,,,
,,Fly belt,,ನೊಣವಲಯ; ನೊಣ ಪ್ರದೇಶ,,,,,,,
,,Fly chaser fan,,ನೊಣ ಓಡಿಸುವ ಪಂಖ,,,,,,,
,,Fly pest,,ನೊಣದ ಉಪದ್ರವ; ನೊಣದ ಪೀಡೆ,,,,,,,
,,Food vacuole,,ಆಹಾರಾವಕಾಶ; ಆಹಾರಕುಹರ,,,,,,,
,,Foliar application,,ಎಲೆಗಳಿಗೆ ಪ್ರಯೋಗ; ಎಲೆ ಪ್ರಯೋಗ,,,,,,,
,,Forced pregnancy,,ಒತ್ತಾಯದಿಂದ ಗರ್ಭಧರಿಸುವಿಕೆ,,,,,,,
,,Foot sprayer,,ಕಾಳಿನ ಸ್ಪ್ರೇಯರ್; ಕಾಲಿನ ಸಿಂಪಡಕ,,,,,,,
,,Follicle,,ಕುಹರ,,,,,,,
,,Fornnulation,,ರೂಪ,,,,,,,
,,Forewing,,ಮೇಲಿನ ರೆಕ್ಕೆ,,,,,,,
,,Forage mite,,ಮೇವಿನ ನುಶಿ,,,,,,,
,,Fog or smoke generator,,ಮಬ್ಬು ಅಥವಾ ಹೊಗೆ ಸವಿಸುವ ಸಾಧನ,,,,,,,
,,Follow-up treatment,,ಮುಂದಿನ ಕಾರ್ಯಕ್ರಮ; ಮುಂಬರಿವು ಪ್ರಯೋಗ,,,,,,,
,,Forficula auricularia,,ಯುರೋಪಿನ ಕರ್ಣಕೀಟ,,,,,,,
,,Foot rot,,ಬಂಡ ಕೊಳೆಯುವ ರೋಗ,,,,,,,
,,Fragile,,ದುರ್ಬಲ,,,,,,,
,,Frass,,ಹುಳುಗಳ ರೆಕ್ಕೆ,,,,,,,
,,Free living,,ಬಿಡುವಾಗಿ ಜೀವಿಸಿರು; ಬಿಡುವಾಗಿ ಬೆಳೆ; ಸ್ವೇಚ್ಛೆಯಾಗಿರು,,,,,,,
,,Freezing point,,ಘನೀಭವನ ಬಿಂದು; ಘನೀಕರಣ ಬಿಂದು,,,,,,,
,,Fresh water mussel,,ಕಪ್ಪೆಚಿಪ್ಪಿನ ಪ್ರಾಣಿ,,,,,,,
,,Fril,,ನಿರಿಗೆ,,,,,,,
,,Frog eye leaf spot,,ಕಪ್ಪೆ ಕಣ್ಣಿನ ಚುಕ್ಕೆರೋಗ,,,,,,,
,,Frous (fuce),,ಮುಖ,,,,,,,
,,Frontal,,ಹಣೆಯ,,,,,,,
,,Fullscale pest management,,ಪರಿಪೂರ್ಣಮಟ್ಟದ ಪೀಡೆ ನಿರ್ವಹಣೆ,,,,,,,
,,Fumigant,,ಧೂಪಕ,,,,,,,
,,Fumigation,,ಧೂಪಕ ಪ್ರಯೋಗ; ಧೂಪನ,,,,,,,
,,Fumigatorium,,ಧೂಪಕ ಕೋಣೆ; ಧೂಪಾವರಣ,,,,,,,
,,Fungicide,,ಶಿಲೀಂಧ್ರನಾಶಕ,,,,,,,
,,Fungi imperfecti,,ಅಪೂರ್ಣ ಶಿಲೀಂಧ್ರಗಳು,,,,,,,
,,Fungus spore,,ಶಿಲೀಂಧ್ರ ಬೀಜಕಣ,,,,,,,
,,Gadfly tabanus,,ಕುದುರೆ ನೊಣ,,,,,,,
,,Gall fly,,ಕಣೆ ಆನೆಕಂಬ ನೊಣ; ಗಂಟು ನೊಣ,,,,,,,
,,Gall mite,,ಗಂಟು ನುಶಿ,,,,,,,
,,Ganglion,,ನರಗ್ರಂಥಿ,,,,,,,
,,Gas mask,,ಅನಿಲ ಮುಖರಕ್ಷೆ,,,,,,,
,,Gamete,,ಯುಗ್ಮಕ; ಲಿಂಗಾಣು; ಜಂಪತಿ; ಗರ್ಭಾಣು; ಅಂಡಾಣು; ರೇತ್ರಾಣು; ಜೀವಾಣು,,,,,,,
,,Gametic number,,ಯುಗ್ಮ ಸಂಖ್ಯೆ ಲಿಂಗಾಣು ಸಂಖ್ಯೆ,,,,,,,
,,Grametocyte,,ಯುಗ್ಮಕ ಜೀವಿ,,,,,,,
,,Gametogenesis,,ಜಂಪತಿ ಜನನ,,,,,,,
,,Gaspro of cover,,ಅನಿಲಾಭೇದ್ಯ ಹೊದಿಕೆ,,,,,,,
,,Gassing,,ವಾಯು ಪ್ರಯೋಗ,,,,,,,
,,Gastric caeca,,ಜಠರಕೋಶ (ಶುದ್ಧಿ ಮುಚ್ಚಿದ ಜಠರಕೊಳವೆ),,,,,,,
,,Genae,,ಕಪಾಳಗಳು,,,,,,,
,,Generalised cell,,ನೈಪುಣ್ಯತೆ ಇಲ್ಲದ ಜೀವಕಣ,,,,,,,
,,General poison,,ಸಾಮಾನ್ಯ ಪಾಷಾಣ,,,,,,,
,,Genetic control,,ತಳಿ ಹತೋಟಿ,,,,,,,
,,Geneticist,,ತಳಿಶಾಸ್ತ್ರಜ್ಞ,,,,,,,
,,Genetics,,ತಳಿಶಾಸ್ತ್ರ,,,,,,,
,,Genetic selection,,ತಳಿ ಆಯ್ಕೆ,,,,,,,
,,Genetic variability,,ತಳಿವ್ಯತ್ಯಾಸ; ತಳಿವ್ಯತ್ಯಯ,,,,,,,
,,Geniculate,,ಜಾನುಸಂಧಿರೂಪ; ಮೊಳಕೈಯಾಕಾರ,,,,,,,
,,Genitalia,,ಬಾಹ್ಯ ಜನನೇಂದ್ರಿಯ,,,,,,,
,,Genital organ,,ಜನನಾಂಗ,,,,,,,
,,Genus,,ಪಂಗಡ,,,,,,,
,,Germ,,ಅಂಕುರ ಭಾಗ,,,,,,,
,,Germ cell,,ಪ್ರಜನನ ಕೋಶ,,,,,,,
,,Germline,,ಜೀವಾಣುಶ್ರೇಣಿ,,,,,,,
,,Gill,,ಕಿವಿರು,,,,,,,
,,Gill arch,,ಕಿವಿರು ಕಮಾನು,,,,,,,
,,Gill cavity,,ಕಿವಿರು ಕುಳಿ,,,,,,,
,,Glume,,ಪುಚ್ಛ; ಕಾಳಿನ ಹೊಟ್ಟು,,,,,,,
,,Godown hygiene,,ಉಗ್ರಾಣ ರುಚಿತ್ವ,,,,,,,
,,Golgi body,,ಗೋಲ್ಗಿ ಅಂಗಾಂಗ; ಗೋಲ್ಗಿ ವಸ್ತು,,,,,,,
,,Gonophore,,ಜನನಗ್ರಂಥಿ ದ್ವಾರ,,,,,,,
,,Gradual metamorphosis,,ಅನುಕ್ರಮ ರೂಪಾಂತರ; ಅಪೂರ್ಣ ರೂಪಾಂತರ,,,,,,,
,,Graduated aspirator,,ಅಳತೆ ಗುರುತಿಸುವ ವಾಯುಚೋಷಕ,,,,,,,
,,Grain preservation,,ಧಾನ್ಯ ಸಂರಕ್ಷಣೆ,,,,,,,
,,Granary,,ಕಣಜ,,,,,,,
,,Granary weevil,,ಉಗ್ರಾಣದ ಸೊಂಡಿಲು; ಉಗ್ರಾಣದ ಮೂತಿಹುಳು; ಕಣಜದ ವಾಡೆ ಹುಳು,,,,,,,
,,Granular,,ಕಣರಚನೆ,,,,,,,
,,Granular insecticide,,ಹರಳು ಕೀಟನಾಶಕ,,,,,,,
,,Grasping sucking,,ಹಿಡಿದು ಹೀರುವಿಕೆ,,,,,,,
,,Grass hoper,,ಹುಲ್ಲು ಮಿಡತೆ,,,,,,,
,,Gravel,,ನುರುಜು,,,,,,,
,,Green bug,,ಹಸುರು ತಿಗಣೆ,,,,,,,
,,Green jassid,,ಹಸುರುಜಿಗಿ,,,,,,,
,,Green plant bug,,ಹಸುರು ಸಸ್ಯ ತಿಗಣೆ,,,,,,,
,,Green stout built caterpillar,,ಹಸುರುಕೀಡೆ; ದಪ್ಪ ಕ್ಯಾಟರ್ ಪಿಲ್ಲರ್,,,,,,,
,,Gregarian parasite,,ಗುಂಪು ಪರೋಪ ಜೀವಿ,,,,,,,
,,Grocer’s itch,,ಕಿರಾಣಿ ವ್ಯಾಪಾರಿಯ ಕಜ್ಜಿ,,,,,,,
,,Groove,,ಸರವು,,,,,,,
,,Ground beetle,,ನೆಲದುಂಬಿ,,,,,,,
,,Ground colour,,ನೆಲಬಣ್ಣ,,,,,,,
,,Growth regulator,,ಬೆಳವಣಿಗೆ ನಿಯಂತ್ರಕ (ನಿಯಂತ್ರಣ),,,,,,,
,,Grub,,ಮರಿಹುಳು ಗ್ರಬ್,,,,,,,
,,Guinea worm,,ನಾರುಹುಣ್ಣಿನ ಹುಳು,,,,,,,
,,Gujarath hairy caterpillar,,ಕಾತ್ರಾ ಅಥವಾ ಕೋರಿಹುಳು,,,,,,,
,,Gula,,ಗಂಟಲಿನ ಫಲಿತ,,,,,,,
,,Gundhi bug,,ಭತ್ತದ ತಿಗಣೆ,,,,,,,
,,Gyptol,,ಲಿಂಗಾಕರ್ಷಕ ವಸ್ತು,,,,,,,
,,Haemocoelous viviparity,,ರಕ್ತಾಚಲನಾಕುಹರದ ಜರಾಯುಜತ್ವ,,,,,,,
,,Haemoflagellate,,ರುಧಿರಕಶಾಂಗಿ,,,,,,,
,,Haploid,,ಅಗುಣಿತ,,,,,,,
,,Hairstreak,,ನವಿರು ರೆಕ್ಕೆಗಳ ಪತಂಗ,,,,,,,
,,Harmful,,ಹಾನಿಕಾರಕ,,,,,,,
,,Harmonious,,ಸಮರಸ,,,,,,,
