ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Metabolic process,ಜೀವದ್ರವ್ಯ ಪರಿಣಾಮ ಪ್ರಕ್ರಿಯೆ,,,,,,,,,
,Metabolic size,ಚಯಾಪಚಯ ಅನುಗುಣ ಗಾತ್ರ,,,,,,,,,
,Metabolism,"ಚಯಾಪಚಯ ಕ್ರಿಯೆ, ಜೀವವಸ್ತುಕರಣ",,,,,,,,,
,Metal yoke stanchation,ಲೋಹದ ಗೊಂತುಕಂಬಿ / ಕತ್ತುಗಂಬಿ,,,,,,,,,
,Metamerism,"ಸಾದೃಶ್ಯತ್ವ, ಸರಿಪಡಿತನ",,,,,,,,,
,Metastases,"ಕ್ಯಾನ್ಸರ್ ಮೂಲದ ಗೆಡ್ಡೆಗಳು, ಗುಳೆಕಗಳು",,,,,,,,,
,Metestrus,ಮಧ್ಯಬೆದೆ,,,,,,,,,
,Metritis,ಗರ್ಭಾಶಯ ಉರಿಯೂತ,,,,,,,,,
,Meuse-rhine-tissel,ಮ್ಯೂಸ್-ರೈನ್-ಟಿಸ್ಸೆಲ್-ಉಭಯೋದ್ದೇಶಿತ ತಳಿಯ ದನ,,,,,,,,,
,Microbial growth,ಸೂಕ್ಮ್ಷಜೀವಿಗಳ ಬೆಳವಣಿಗೆ,,,,,,,,,
,Microbiological sanitation,ಸೂರ್ಕ್ಷಜ ಜೀವನೈರ್ಮಲ್ಯತೆ,,,,,,,,,
,Microflora,ಸೂಕ್ಷ್ಮಸಸ್ಯವರ್ಗ,,,,,,,,,
,Midbrain,ಮಧ್ಯಮಿದುಳು,,,,,,,,,
,Middle ear,ಮಧ್ಯಕಿವಿ,,,,,,,,,
,Middle gluteus,ನಿತಂಬದ ಮಧ್ಯಸ್ನಾಯು,,,,,,,,,
,Middle lactation,ಮಧ್ಯಂತರ ಕರಾವು,,,,,,,,,
,Mid milking rate,ಹಾಲು ಕರೆಯುವ ಮಧ್ಯ ಪ್ರಮಾಣ,,,,,,,,,
,Milch,"ಹಾಲು ಕರೆಯುವ, ಕರಾವಿನ",,,,,,,,,
,Milch cow,"ಹಾಲು ಕರೆಯುವ ಹಸು, ಕರಾವಿನ ಹಸು",,,,,,,,,
,Milch goat farm,ಹಾಲು ಕರೆಯುವ / ಕರಾವಿನ ಮೇಕೆಗಳ ಫಾರ್ಮ್,,,,,,,,,
,Milch herd,ಕರಾವು ಹಸುವಿನ ಮಂದೆ,,,,,,,,,
,Milch stock,ಹಾಲು ಕರೆಯುವ / ಕರಾವು ಹಿಂಡು,,,,,,,,,
,Milk bank,ಹಾಲಿನ ಬ್ಯಾಂಕ್,,,,,,,,,
,Milk bar,"ಕ್ಷೀರಪಾನ ಶಾಲೆ, ಹಾಲಿನ ಬಾರು ಕೊಟ್ಟಿಗೆ / ಅಂಗಳ",,,,,,,,,
,Milk barn,ಹಾಲು ಕರೆಯುವ ಕೊಟ್ಟಿಗೆ / ಅಂಗಳ,,,,,,,,,
,Milk by products,ಹಾಲು ಉಪಉತ್ಪನ್ನಗಳು,,,,,,,,,
,Milk can scrubber cum steam block,ಹಾಲಿನ ಕ್ಯಾನುಗಳನ್ನು ಉಜ್ಜುವ ಹಾಗೂ ಆವಿಶುದ್ಧಗೊಳಿಸುವ ಘಟಕ,,,,,,,,,
,Milk clow,ಹಾಲು ಕರೆಯುವ ಸಾಧನದ ಕೊಂಡಿ,,,,,,,,,
,Milk components,ಹಾಲು ಘಟಕಾಂಶಗಳು,,,,,,,,,
,Milk crust,ಹಾಲು ಸುಂಡು,,,,,,,,,
,Milk fat,ಬೆಣ್ಣೆ,,,,,,,,,
,Milk fat globule membrane,ಹಾಲಿನ ಕೊಬ್ಬು ಗೋಳಕ ಪೊರೆ,,,,,,,,,
,Milk fever,ಹಾಲಿನ ಜ್ವರ,,,,,,,,,
,Milk hygiene,ಹಾಲಿನ ನೈರ್ಮಲ್ಯತೆ,,,,,,,,,
,Milking,ಕೈ / ಯಂತ್ರದಿಂದ ಹಾಲು ಕರೆಯುವಿಕೆ,,,,,,,,,
,Milking machine,ಹಾಲು ಕರೆಯುವ ಯಂತ್ರ,,,,,,,,,
,Milking pail rack,ಹಾಲು ಕರೆಯುವ ಕೊಳಗಳ ಚೌಕಟ್ಟು,,,,,,,,,
,Milking plant,ಹಾಲು ಕರೆಯುವ ಯಂತ್ರಸ್ಥಾವರ,,,,,,,,,
,Milking qualities,ಹಾಲು ಕೊಡುವ ಗುಣಗಳು,,,,,,,,,
,Milk plant,"ಡೈರಿ ಸ್ಥಾವರ, ಹಾಲಿನ ಸ್ಥಾವರ",,,,,,,,,
,Milk medium,ಹಾಲು ಮಾಧ್ಯಮ,,,,,,,,,
,Milk pickup vans,ಹಾಲನ್ನು ಸಂಗ್ರಹಿಸುವ ವ್ಯಾನುಗಳು,,,,,,,,,
,Milk progesterone,ಹಾಲಿನ ಬಸಿರಣಿಕ,,,,,,,,,
,Milk recording,ಹಾಲುತ್ವನ್ನವನ್ನು ದಾಖಲಿಸುವಿಕೆ,,,,,,,,,
,Milk recurring equipment,ಹಾಲು ಪುನರಾವರ್ತನ ಸಲಕರಣೆ,,,,,,,,,
,Milk replacers,ಹಾಲಿನ ಬದಲಿ ಆಹಾರಗಳು,,,,,,,,,
,Milk Secretion,ಹಾಲು ಸ್ರವಣ,,,,,,,,,
,Milk secretory gland,"ಕ್ಷೀರಜನಕಗ್ರಂಥಿ, ಹಾಲೊಸರುಗ್ರಂಥಿ",,,,,,,,,
,Milkshed,ಹಾಲುತ್ಪಾದನಾ ಕ್ಷೇತ್ರ,,,,,,,,,
,Milk-shed areas,ಹಾಲು ವಿತರಣ ಪ್ರದೇಶಗಳು,,,,,,,,,
,Milk sinus,ಕೆಚ್ಚಲು ತೊಟ್ಟು ಮೂಲ ಕುಹರಗಳು,,,,,,,,,
,Milk solids,ಹಾಲಿನಲ್ಲಿಯ ಘನ ಪದಾರ್ಥಗಳು,,,,,,,,,
,Milk store,ಉಳಿಕೆ ಹಾಲು,,,,,,,,,
,Milk strainer,ಹಾಲನ್ನು ಸೋಸುವ ಸಾಧನ,,,,,,,,,
,Milk syphon,ಹಾಲಿನ ನಳಿಕೆ,,,,,,,,,
,Milk tablet,ಹಾಲಿನ ಗುಳಿಗೆ,,,,,,,,,
,Milk tocopherol,ಹಾಲಿನ ಇ ಜೀವಸತ್ವ,,,,,,,,,
,Milk Toner,ಹಾಲು ಹದಕಾರಕ,,,,,,,,,
,Milk ultra filter,ಅತಿ ಸೂಕ್ಷ್ಮ ಹಾಲುಸೋಸುಕ,,,,,,,,,
,Milk veins,ಹಾಲಿನ ನರನಾಳಗಳು,,,,,,,,,
,Milk well,ಹಾಲುಬಾವಿ,,,,,,,,,
,Milk whey,ಹಾಲೊಡಕು,,,,,,,,,
,Millet,ತೃಣಧಾನ್ಯ,,,,,,,,,
,Milleuinterio (internal environment),ಆಂತರಿಕ ಪರಿಸರ,,,,,,,,,
,Miltone plant,ಮಿಲ್ಟೋನ್ ಸ್ಥಾವರ,,,,,,,,,
,Miltone project,ಮಿಲ್ಟೋನ್ ಪ್ರಾಯೋಜನೆ,,,,,,,,,
,Mineral deficiency,ಖನಿಜಾಂಶ ಕೊರತೆ,,,,,,,,,
,Mineral mix,ಖನಿಜ ಮಿಶ್ರಣ,,,,,,,,,
,Minimum emotional stress,ಕನಿಷ್ಠ ಮಾನಸಿಕ ಒತ್ತಡ,,,,,,,,,
,Minimum muscular activity,ಸ್ನಾಯುಗಳ ಕನಿಷ್ಠ ಕಾರ್ಯಚಟುವಟಿಕೆ,,,,,,,,,
,Miscarriage,ಅಕಾಲ ಪ್ರಸವ,,,,,,,,,
,Mish cheese,ಮಿಶ್ ಚೀಸ್,,,,,,,,,
,Mite,ನುಸಿ,,,,,,,,,
,Mitosis,ಸಮಸೂತ್ರಣ,,,,,,,,,
,Mixed breed,ಮಿಶ್ರತಳಿ,,,,,,,,,
,Mixed farming,"ಮಿಶ್ರಬೇಸಾಯ, ಮಮ್ಮಿಶ್ರ ಫಾರ್ಮ್ ನಡೆಸುವಿಕೆ",,,,,,,,,
,Mixed grazing,ಸಮ್ಮಿಶ್ರ ಮೇಯಿಸುವಿಕೆ,,,,,,,,,
,Mixed strain starter,ಸಮ್ಮಶ್ರ ಶುದ್ಧಹೆಪ್ಪು,,,,,,,,,
,Mixen,"ಸಗಣಿ ರಾಶಿ, ತಿಪ್ಪುಕ್ಯಾನ್",,,,,,,,,
,Modern pipeline milking system,ಆಧುನಿಕ ನಳಿಕೆ ಹಾಲು ಕರೆಯುವ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Modified bulk starter can,ಸುಧಾರಿತ ಬೃಹತ್ ಹೆಪ್ಪು ಕ್ಯಾನ್,,,,,,,,,
,Modifying gene,ಸುಧಾರಕ ವಂಶವಾಹಿ,,,,,,,,,
,Molar teeth,ದವಡೆ ಹಲ್ಲು,,,,,,,,,
,Molasses,ಕಾಕಂಬಿ,,,,,,,,,
,Mole,ಮಚ್ಚೆ,,,,,,,,,
,Mongrel,ಬೆರಕೆ ತಳಿ,,,,,,,,,
,Monoestrous animal,ವಾರ್ಷಿಕ ಏಕ ಬೆದೆಯ ಪ್ರಾಣಿ,,,,,,,,,
,Monorchid,ವೃಷಣ (ತಡ್ಡು) ಚೀಲದಲ್ಲಿ ಒಂದೇ ಬೀಜವಿರುವ ಗಂಡು ಪ್ರಾಣಿ,,,,,,,,,
,Moorum or kankar flooring,ಚೂರು ಇಟ್ಟಿಗೆಗಳಿಂದ ಕೂಡಿದ ಒರಟು ನೆಲ,,,,,,,,,
,Morbidity,ರೋಗ ವ್ಯಾಪನ,,,,,,,,,
,Moribund,ಮರಣಾಸನ್ನ,,,,,,,,,
,Morphogenesis,ಅಂಗಜನ್ಯ ಹಾಗೂ ಆಕಾರ ನಿರ್ಣಯ,,,,,,,,,
,Morphology,ಆಕೃತಿ ರಚನಾಶಾಸ್ತ್ರ,,,,,,,,,
,Morphological defects,ಆಕೃತಿ / ರೂಪಶಾಸ್ತ್ರೀಯ ನ್ಯೂನತೆಗಳು,,,,,,,,,
,Mortality,ಮರಣ / ಸಾವು,,,,,,,,,
,Mortality rate,ಮರಣ / ಸಾವಿನ ದರ,,,,,,,,,
,Mothering ability,"ಮಾತೃಶುಶ್ರೂಷ ಸಾಮರ್ಥ್ಯ, ತಾಯಿಯ ಆರೈಕೆ ಸಾಮರ್ಥ್ಯ",,,,,,,,,
,Motor nerve,ಪ್ರೇರಕ ನರ,,,,,,,,,
,Motor organs,ಚಲನಾಂಗಗಳು,,,,,,,,,
,Mounting,"ಮೇಲೆ ಹತ್ತುವಿಕೆ, ಕೂಡುವಿಕೆ",,,,,,,,,
,Mould growth,ಶಿಲೀಂಧ್ರ ಬೆಳವಣಿಗೆ,,,,,,,,,
,Movement disorders,ಚಲನೆಯ ರೋಗಗಳು,,,,,,,,,
,Mow,ಹುಲ್ಲುಕತ್ತರಿಸು,,,,,,,,,
,Mow curing,ಮೆದೆ / ಬಣವೆಯಲ್ಲಿ ಹದಮಾಡುವಿಕೆ,,,,,,,,,
,Mucoid,ಲೋಳೆಯಂಥ,,,,,,,,,
,Mucometra,ಗರ್ಭಕೋಶದಲ್ಲಿ ನೀರು ತುಂಬುಕೊಳ್ಳುವಿಕೆ,,,,,,,,,
,Mucosa,"ಪರೆ, ಲೋಳೆ",,,,,,,,,
,Mucous membrane,ಲೋಳೆಪೊರೆ,,,,,,,,,
,Multicellular,ಬಹುಕೋಶೀಯ,,,,,,,,,
,Multigene actions,ಹಲ ವಂಶವಾಹಿಗಳ ಚಟುವಟಿಕೆಗಳು ಬಹುವಂಶವಾಹಿಕ್ರಿಯೆ,,,,,,,,,
,Multi Herd progeny test,ಬಹು ಹಿಂಡು ವಂಶವಾಹಕ ಗುಣಪರೀಕ್ಷೆ,,,,,,,,,
,Multifidus dorsi,ಬೆನ್ನಿನ ಹಲಪಡಿಯ ಸ್ನಾಯು,,,,,,,,,
,Multiparous,"ಬಹುಸಂತಾನಿಕ, ಹಲ ಬಸುರಿನ",,,,,,,,,
,Multiple strain cheddar,ಬಹುಶೋಧಕಗಳ ಪ್ರಮುಖ ನಳಿಕೆ,,,,,,,,,
,Multiple suckling,ಹಾಲೊಡುವ ದನಗಳು,,,,,,,,,
,Mummification,ಪಿಂಡ ಬತ್ತಿಕೆ,,,,,,,,,
,Mumps,ಮಂಗಬಾವು,,,,,,,,,
,Murrah buffalo,ಮುರ್ರಾ ಎಮ್ಮೆ,,,,,,,,,
,Murray grey,ಮುರ್ರಾ ಗ್ರೇ ಮಾಂಸದ ದನದ ತಳಿ,,,,,,,,,
,Muscle,ಸ್ನಾಯು,,,,,,,,,
,Muscle cramp,ಸ್ನಾಯು ಚಿರಸೆಳೆತ,,,,,,,,,
,Muscular contraction,ಸ್ನಾಯು ಸೆಳೆತ,,,,,,,,,
,Muscular dystrophy,ಮಾಂಸಖಂಡದ ಸಂಕೋಚನೆ,,,,,,,,,
,Musculi pectinate,ಸ್ನಾಯುಗಳ ವಕ್ರತೆ / ಬತ್ತಿಹೋಗುವಿಕೆ,,,,,,,,,
,Mustard cake,ಜಾಲಪೇಶಿ,,,,,,,,,
,Mutable gene,ಸಾಸುವೆ ಹಿಂಡಿ,,,,,,,,,
,Mutualism,ಉತ್ಪರಿವರ್ತನಸಾಧ್ಯ ವಂಶವಾಹಿ,,,,,,,,,
,Mutation,ಸಹಜೀವನ,,,,,,,,,
,Muzzle,"ವಂಶವ್ಯತ್ಯಾಸ, ಉತ್ಪರಿವರ್ತನೆ",,,,,,,,,
,Myalgia,ಮುಸುಡಿ,,,,,,,,,
,Myasthenia,ಸ್ನಾಯುನೋವು,,,,,,,,,
,Mycelium,ಸ್ನಾಯುನಿತ್ರಾಣ,,,,,,,,,
,Myelin,ಕವಕಜಾಲ,,,,,,,,,
,Myelin sheath,ಮಜ್ಜಿಕ,,,,,,,,,
,Myelitis,ಮಜ್ಜಿಕಗೂಡಿದ ಕವಚ ಹೊದಿಕೆ,,,,,,,,,
,Mylohyoideus,ಬೆನ್ನಿನ ನರರಜ್ಜುವಿನ ಉರಿಯೂತ,,,,,,,,,
,Myoblast,ಅರೆ-ನಾಲಿಗೆ ಸ್ನಾಯು,,,,,,,,,
,Myocardium,ಪೇಶಿಜನಕಕೋಶಿಕೆ,,,,,,,,,
,Myoepithelium,"ಹೃದಯದ ಸ್ನಾಯುದ್ರವ, ದಪ್ಪಹೃದಯಪೇಶಿ",,,,,,,,,
,Myoglobin,ಮೇಲ್ಪರೆ ಸ್ನಾಯೂತಕ,,,,,,,,,
,Myology,ಸ್ನಾಯುಶಾಸ್ತ್ರ,,,,,,,,,
,Myometrium,ಗರ್ಭಾಶಯದ ಮಾಂಸಪರೆ,,,,,,,,,
,Myopathy,ಸ್ನಾಯುಗಳ ಕಾಯಿಲೆ,,,,,,,,,
,Myotone,ಪೇಶಿಮಣಿ,,,,,,,,,
,Myotonia atrophica,ಸ್ನಾಯುಸೆಡೆತದ ಸೊರಗುವಿಕೆ,,,,,,,,,
,Myotonia congenita,ಜನ್ಮದತ್ತ ಸ್ನಾಯುಸೆಳೆತ,,,,,,,,,
,Myxoedema,ಲೋಳುಬ್ಬರ,,,,,,,,,
,N,ಒಂದು ಜೀನೋಮಿನಲ್ಲಿರುವ ವಂಶವಾಹಿ ಸಂಖ್ಯೆ,,,,,,,,,
,Nagor,ನಾಗೋರ್ ಹಸುವಿನ ತಳಿ,,,,,,,,,
,Nanism,ಕುಬ್ಜ ಬೆಳವಣಿಗೆ,,,,,,,,,
,Nape,ಹಿಂಗತ್ತು,,,,,,,,,
,Narse,ಮೂಗಿನ ಹೊಳ್ಳೆಗಳು,,,,,,,,,
,Nasal septum,ಮೂಗಿನ ಅಡ್ಡ ತಡಕೆ,,,,,,,,,
,Nasal -schistosomiasis,"ಮೂಗಿನ ಬಸವಹುಳುಜ್ವರ, ಸೀಳೊಡಲ್ಬೇನೆ",,,,,,,,,
,Native grass,ಸ್ಥಳಿಕ ಹುಲ್ಲು,,,,,,,,,
,Natural breeding,ನೈಸರ್ಗಿಕ ತಳಿ ಅಭಿವೃದ್ಧಿ,,,,,,,,,
,Natural gait,ಸ್ವಾಭಾವಿಕ ನಡೆ,,,,,,,,,
,Natural immunity,ನೈಸರ್ಗಿಕ ರೋಗ ನಿರೋಧಕತೆ,,,,,,,,,
,Natural selection,ನೈಸರ್ಗಿಕ ಆಯ್ಕೆ,,,,,,,,,
,Naval Flap,ಹೊಕ್ಕಳಿನ ಹೊದಿಕೆ,,,,,,,,,
,Navel ill,ಹೊಕ್ಕಳ ಬೇನೆ,,,,,,,,,
,NCDIP,ರಾಷ್ಟ್ರೀಯ ಸಹಕಾರಿ ಹೈನುಮಂದೆ ಸುಧಾರಣ ಕಾರ್ಯಕ್ರಮ,,,,,,,,,
,NE (net energy),ನಿವ್ವಳ ಶಕ್ತಿ,,,,,,,,,
,Neck,ಕುತ್ತಿಗೆ,,,,,,,,,
,Neck-chain,ಕುತ್ತಿಗೆ ಸರಪಳಿ,,,,,,,,,
,Neck collar,ಕುತ್ತಿಗೆ ಪಟ್ಟಿ,,,,,,,,,
,Neck rope,ಕುತ್ತಿಗೆ ಹಗ್ಗ,,,,,,,,,
,Necropsy,"ಶವಪರೀಕ್ಷೆ, ಮರಣೋತ್ತರ ಪರೀಕ್ಷೆ",,,,,,,,,
,Necrosis,ಕೋಶಿಕೆ / ಊತಕ ಸಾವು,,,,,,,,,
,Necrotizing,ಊತಕಲಯಕ,,,,,,,,,
,Negri bodies,ನೆಗಿವಸ್ತು / ಕಾಯಗಳು,,,,,,,,,
,Neonate,ನವಜಾತಶಿಶು,,,,,,,,,
,Neoplasm,"ನವಗಂತಿ, ಹೊಸಬೆಳೆತ",,,,,,,,,
,Nephritis,ಮೂತ್ರಪಿಂಡದ ಉರಿಯೂತ,,,,,,,,,
,Nephron,ಮೂತ್ರಪಿಂಡನಾಳ ಸ್ರಾವಕ ಭಾಗ,,,,,,,,,
,Nerve plexus,ನರಜಾಲಗಳು,,,,,,,,,
,Nerve reflex stimulation,ನರಗಳಿಂದ ಉಂಟಾದ ಪ್ರಚೋದನೆ,,,,,,,,,
,Nervous disposition,ನರಗಳ ಸ್ಥಾನಪಲ್ಲಟ,,,,,,,,,
,Nervousness,ಪುಕ್ಕುಲುತನ,,,,,,,,,
,Nervous system,ನರವ್ಯೂಹ,,,,,,,,,
,Nervous tissue,ನರ ಊತಕ,,,,,,,,,
,Neural canal,ನರಮಂಡಲ ಕೊಳವೆ / ನಾಳ,,,,,,,,,
,Neural groove,ನರಮಂಡಲ ಕೊಳವೆ / ತೋಡು,,,,,,,,,
,Neural lobe,ನರಹಾಲೆ,,,,,,,,,
,Neural plate,ನರಪಟ್ಟಿ,,,,,,,,,
,Neurohormone,ನರಕೋಶಗಳಲ್ಲಿ ಸಂಯೋಜನೆಗೊಂಡ ಚೋದಕ,,,,,,,,,
,Neuromuscular,ನರಗಳ ಮತ್ತು ಸ್ನಾಯುಗಳ,,,,,,,,,
,Neuron,ನರಕೋಶಿಕೆ,,,,,,,,,
,Neurosensor,ಸಂವೇದನಾನರ,,,,,,,,,
,Neurotendon,ನರಕಂಡರ,,,,,,,,,
,Neurotoxicity,ನರವಿಷತೆ,,,,,,,,,
,Neurula,ನರಭ್ರೂಣ,,,,,,,,,
,Neutrophil,ತಟಸ್ಥವರ್ಣ ಪ್ರಿಯ,,,,,,,,,
,New born,ಆಗತಾನೆ ಜನಿಸಿದ ಕರು / ಮರಿ,,,,,,,,,
,Nicking,ಸಂಕರಣ ಓಜ ಇರುವಕಣೆ,,,,,,,,,
,Nictitans gland,ತೃತೀಯ ಕಣ್ರೆಪ್ಪೆ ಗ್ರಂಥಿ,,,,,,,,,
,Night blindness,ಇರುಳುಗುರುಡುತನ,,,,,,,,,
,Nili,ನೀಲಿ ಎಮ್ಮೆ ತಳಿ,,,,,,,,,
,Nitrogen intake,ಸಾರಜನಿಕ ಸೇವನೆ,,,,,,,,,
,Nocturnal,ನಿಶಾಚರ,,,,,,,,,
,Nomad,ಅಲೆಮಾರಿ,,,,,,,,,
,Non-additive effect,ಸೇರ್ಪಡೆರಹಿತ ಪರಿಣಾಮ,,,,,,,,,
,Non-additive gene action,ಸೇರ್ಪಡೆ ರಹಿತ ವಂಶವಾಹಿಕ್ರಿಯೆ,,,,,,,,,
,Non Deciduate placenta,ಕಳಚದ ಮಾಸು / ಕಸ,,,,,,,,,
,Nonfat drymilk (NDM),ಕೊಬ್ಬುರಹಿತ ಶುಷ್ಕ ಹಾಲು,,,,,,,,,
,Non-fly season,ನೊಣರಹಿತ ಋತುಮಾನ,,,,,,,,,
,Non-legume hay,ಏಕದಳ ಧಾನ್ಯದ ಒಣಹುಲ್ಲು,,,,,,,,,
,Non return rate,ಬೆದೆಗೆ ಹಿಂದಿರುಗದ ಪ್ರಮಾಣ,,,,,,,,,
,Nons,ಕೊಬ್ಬು ರಹಿತ ಹಾಲಿನ ಘನಪದಾರ್ಥ,,,,,,,,,
,Non-slippery floor,ಜಾರದಂತಹ ಒರಟುನೆಲ,,,,,,,,,
,Non soluble milk,ಕರಗಲಾಗದ ಹಾಲು,,,,,,,,,
,Non Starter bacteria,ಹೆಪ್ಪೇತರ ಬ್ಯಾಕ್ಟೀರಿಯಾ,,,,,,,,,
,Normal heat period,ಸಾಮಾನ್ಯ ಬೆದೆ ಅವಧಿ,,,,,,,,,
,Normal milk,ಸಾಮಾನ್ಯ ಹಾಲು,,,,,,,,,
,Nose bridge,ಮೂಗಿನ ಕಂಭ,,,,,,,,,
,Nostrils,ಮೂಗಿನ ಹೊಳ್ಳೆ,,,,,,,,,
,Notching,ಪ್ರಾಣಿಗಳ ಕಿವಿಗೆ ಗುರುತಿಸಲೆಂದು ಕಚ್ಚುಗುರುತು,,,,,,,,,
,Notching method,ಮಾಡುವಿಕೆ,,,,,,,,,
,Nuclear membrane,ಕಿವಿಗೆ ಹಚ್ಚೆ ಹಾಕುವ ವಿಧಾನ,,,,,,,,,
,Nurse cow,ಕೇಂದ್ರಕ ಪೊರೆ,,,,,,,,,
,Nucleus,ದಾದಿ / ಪೋಷಕ ಹಸು,,,,,,,,,
,Nurse,ಕೋಶ ಕೇಂದ್ರಕ,,,,,,,,,
,Nutrition,"ಪೋಷಿಸು, ಆರೈಕೆ ಮಾಡು",,,,,,,,,
,Nutritional deficiency,ಪೌಷ್ಟಿಕಾಂಶದ ಕೊರತೆ,,,,,,,,,
,Nutritional disorders,ಪೌಷ್ಟಿಕಾಂಶಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ವ್ಯಾಧಿಗಳು,,,,,,,,,
,Nutritive ratio,ಪೌಷ್ಟಿಕಾಂಶದ ಅನುಪಾತ,,,,,,,,,
,Nympho,ಅತಿಕಾಮಿ ಹಸು,,,,,,,,,
,Nymphomania,"ಹೆಣ್ಣುಪ್ರಾಣಿಯ ಅದಮ್ಯಕಾಮ, ಹೆಣ್ಣತಿಕಾಮ",,,,,,,,,
,Oats,ತೋಕೆ ಗೋಧಿ,,,,,,,,,
,Obese,ಬೊಜ್ಜು,,,,,,,,,
,Obligate parasite,ಐಚ್ಛಿಕ ಪರೋಪಜೀವಿ,,,,,,,,,
,Obliques capitis anterior,ತಲೆಯ ಹಿಂದಿನ ಓರೆ ಸ್ನಾಯು,,,,,,,,,
,Obstetric rope,ಪ್ರಸೂತಿ ಹಗ್ಗ,,,,,,,,,
,Obturator externus,ಹೊರಕಂಡಿತಡೆಕ ಸ್ನಾಯು,,,,,,,,,
,Obturator internus,ಕಂಡಿತಡೆಕ ಛಿದ್ರ,,,,,,,,,
,Occipito atlantal joint,ಒಳಕಂಡಿತಡೆ ಸ್ನಾಯು,,,,,,,,,
,Occipito hyoideus,ಶಿರಾಧಾರ-ಹೆಡತಲೆಯ ಸಂಧಿ,,,,,,,,,
,Occipito mandibularis,ಹೆಡತಲೆ-ನಾಲಗೆಯ ಸ್ನಾಯು,,,,,,,,,
,Ocidosis,ರಕ್ತಾಮ್ಲತೆ (ರಕ್ತದ ಆಮ್ಲತೆ),,,,,,,,,
,Odontoid ligament,ಹಲ್ಲುರೂಪಿ ತಂತುಗಟ್ಟು,,,,,,,,,
,Oesophageal groove,ಅನ್ನನಾಳದ ತೋಡು,,,,,,,,,
,Oesophagitis,ಅನ್ನನಾಳುರಿತ,,,,,,,,,
,Oesophagus,ಅನ್ನನಾಳ,,,,,,,,,
,Oestrogen,ಬೆದೆಜನಕ,,,,,,,,,
,Oestrous synchronization,ಬೆದೆ ಲಕ್ಷಣ ಏಕಕಾಲದಲ್ಲಿ ಸಂಯೋಜಿಸುವ ತಂತ್ರ,,,,,,,,,
,Oestrum,ಬೆದೆಕಾಲ,,,,,,,,,
,Oestrus,ಬೆದೆ,,,,,,,,,
,Off-feed,ಆಹಾರ ತಿನ್ನದಿರುವಿಕೆ,,,,,,,,,
,Official production record,ಅಧಿಕೃತ ಉತ್ಪಾದನೆ ದಾಖಲೆ (ಹಾಲುತ್ವಾದನೆ),,,,,,,,,
,Offspring,ಸಂತತಿ,,,,,,,,,
,Oil cake,ಎಣ್ಣೆಹಿಂಡಿ,,,,,,,,,
,Ointment,ಮುಲಾಮು,,,,,,,,,
,Olfactory nerve,"ಗಂಧಗ್ರಾಹಿನರ, ವಾಸನಾಗ್ರಾಹಿನರ",,,,,,,,,
,Olfactory sac,"ಘ್ರಾಣಕೋಶ, ವಾಸನಾಗ್ರಾಹಿಕೋಶ",,,,,,,,,
,Olfactory sense,ಘ್ರಾಣೇಂದ್ರಿಯ,,,,,,,,,
,Oliguria,ಅಲ್ಪಮೂತ್ರತೆ,,,,,,,,,
,Omasum,ಮೆಲುಕು ಪ್ರಾಣಿಯ ಮೂರನೆ ಜಠರ,,,,,,,,,
,Omnivorous,ಮಿಶ್ರಾಹಾರಿ,,,,,,,,,
,Omnivorous monogastric animal,ಮಿಶ್ರಾಹಾರಿ ಏಕಜಠರ ಪ್ರಾಣಿ,,,,,,,,,
,Omohyoideus,ಹೆಗಲುಕಾರಿ ಸ್ನಾಯು,,,,,,,,,
,Omotransversarius,ತೋಳು ಬಾಹುವಿನ ಅಡ್ಡ ಸ್ನಾಯು,,,,,,,,,
,Oncogenic,ಗಂತಿಜನಕ,,,,,,,,,
,On off principle,ಸರದಿ ಮೇಯಿಸುವ ತತ್ವ,,,,,,,,,
,Oocyst,ತತ್ತಿಚೀಲ,,,,,,,,,
,Open animal,ಮುಕ್ತ ಹೆಣ್ಣು ಪ್ರಾಣಿ (ಸಂತಾನೋತ್ಪಾದನೆಗೆ ಬಳಸುವ ಹೆಣ್ಣುಪ್ರಾಣಿ),,,,,,,,,
,Openness,"ದೇಹದ ಉದ್ದ, ಅಗಲ ಮತ್ತು ಎದೆ ಮೂಳೆಯ ಉದ್ದಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಹೈನದ ದನಗಳ ಗುಣವಿಶೇಷ",,,,,,,,,
,Open tuberculosis,ಮುಕ್ತಕ್ಷಯ,,,,,,,,,
