ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,mesophilus,mesophil(e),,,,,,,,,
,mesophyll,ಮೀಸೊಫಿಲ್; ‌ ಎಲೆಅಲಗುಮಧ್ಯದ ಅಂಗಾಂಶ,,,,,,,,,
,mesophyte,ಮೀಸೊಫೈಟ್; ‌ ಮಿತತೇವಾಪೇಕ್ಷಿ ಸಸ್ಯ,,,,,,,,,
,mesquite,Prosopis juliflora,,,,,,,,,
,mesta,Hibiscus cannabinus,,,,,,,,,
,Mesua ferrea (ironwood),ಮೆಷವ ಫೆರಿಯ; ನಾಗಕೇಸರಿ/ನಾಗಸಂಪಿಗೆ ಮರ,,,,,,,,,
,metabolism,ಚಯಾಪಚಯ; ಜೀವದ್ರವ್ಯವೃದ್ಧಿ ಕ್ಷಯ ಪರಿಣಾಮ,,,,,,,,,
,metagenesis,ಪರ‍್ಯಾಯ ಜನನ; ಒಂದು ಸಂತತಿ ಲಿಂಗಕಾರ್ಯದಿಂದಲೂ ಮರುಸಂತತಿ ನಿರ್ಲಿಂಗ ಕಾರ್ಯದಿಂದಲೂ ಪರ‍್ಯಾಯಕ್ರಮದಲ್ಲಿ ಜನನವಾಗುವುದು,,,,,,,,,
,metal,ಲೋಹ,,,,,,,,,
,metallic acid,ಲೋಹಾಮ್ಲ,,,,,,,,,
,metallic form,ಲೋಹರೂಪ,,,,,,,,,
,metallic oxide,ಲೋಹದ ಆಕ್ಸೈಡ್‌,,,,,,,,,
,metallurgy,ಲೋಹ ವಿಜ್ಞಾನ,,,,,,,,,
,metamorphic rock,ರೂಪಾಂತರ ಶಿಲೆ,,,,,,,,,
,metamorphosis,ರೂಪಪರಿವರ್ತನೆ,,,,,,,,,
,metaphase,ಮೆಟಫೇಸ್; ‌ ಜೀವಕೋಶ ವಿಭಜನೆಯಲ್ಲಿಯ ಎರಡನೆಯ ಹಂತ,,,,,,,,,
,metaphosphatic fertilizer,ಅತಿರಂಜಕಯುಕ್ತ ರಸಗೊಬ್ಬರ,,,,,,,,,
,metaphyta,ಮೆಟ್ಯಾಫೈಟ; ಬಹುಕೋಶ ಜನನಾಂಗ ಸಸ್ಯವರ್ಗ,,,,,,,,,
,metatrophic,ಮೆಟ್ಯಾಟ್ರೋಫಿಕ್; ‌ ಭಯಪೋಷಿತ; ಚಯಾಪಚಯ ಕ್ರಿಯೆಯ ಸಂಶ್ಲೇಷಣೆಯಲ್ಲಿ ಇಂಗಾಲ ಮತ್ತು ಸಾರಜನಕ ಸಂಯುಕ್ತಗಳ ಅವಶ್ಯಕತೆಯುಳ್ಳ,,,,,,,,,
,metatype,ಮೂಲಮಾದರಿ,,,,,,,,,
,metaxenia,ಮೆಟ್ಯಾಕ್ಸಿನಿಯ; ಹಣ್ಣು ಯಾ ಭ್ರೂಣಾಹಾರ ಬೀಜದ ಹೊರಗಡೆ ಪರಾಗದಿಂದ ನೇರಪರಿಣಾಮ,,,,,,,,,
,meteorite,ಉಲ್ಕಾಶಿಲೆ,,,,,,,,,
,meteorological data,ವಾಯುಗುಣ ದತ್ತಾಂಶ,,,,,,,,,
,meteorologist,ವಾಯುವಿಜ್ಞಾನಿ,,,,,,,,,
,meteorology,ವಾಯುವಿಜ್ಞಾನ,,,,,,,,,
,methanesulphonyl floride,ಮೀತೇನ್‌ ಸಲ್ಫೋನಿಲ್‌ ಫ್ಲೋರೈಡ್; ‌ ಸಸ್ಯಾಗಾರದಲ್ಲಿ ಬಳಸುವ ಒಂದು ವಿಷಧೂಪಕ,,,,,,,,,
,methoxychlor,ಮಿತಾಕ್ಸಿಕ್ಲೋರ್; ‌ ಒಂದು ಕೀಟನಾಶಕ,,,,,,,,,
,methylated spirit,denatured spirit,,,,,,,,,
,methyl bromide,ಮೀತೈಲ್‌ ಬ್ರೋಮೈಡ್; ‌ ಒಂದು ಕೀಟನಾಶಕ ವಿಷಧೂಪಕ,,,,,,,,,
,methyl formate,ಮೀತೈಲ್‌ ಫಾರ್ಮೇಟ್; ‌ ಒಂದು ಕೀಟನಾಶಕ ವಿಷಧೂಪಕ,,,,,,,,,
,metrology,ತೂಕ ಮತ್ತು ಅಳತೆಯ ವಿಜ್ಞಾನ ಯಾ ಪದ್ಧತಿ,,,,,,,,,
,Metroxylon sago/rumphii (sago palm),ಮಿಟ್ರಾಕ್ಸಲಾನ ಸೇಗು/ರಂಫಿಯೈ; ಸೀಮೆ ಅಕ್ಕಿ/ಸಬ್ಬಕ್ಕಿ ಮರ,,,,,,,,,
,Mexican poppy,Argemone mexicana,,,,,,,,,
,Mexican shrimp plant,Beloperone guttata; Justicia brandegeana,,,,,,,,,
,Mexican tea,"Chenopodium ambrosioides, var. anthelminticum",,,,,,,,,
,"Mezoneurum cucullatum, var. grandis","ಮೆಜೊನ್ಯೂರಮ್‌ ಕ್ಯೂಕಲೇಟಮ್‌, ವೆ. ಗ್ರ‍್ಯಾಂಡಿಸ್; ‌ ಮಟ್ಟಸೀಗೆ/ಮುಳ್ಳೋಡು ಬಳ್ಳಿ",,,,,,,,,
,mica,ಅಭ್ರಕ; ಕಾಗೆಬಂಗಾರ,,,,,,,,,
,michaelmas daisy,Aster amellus,,,,,,,,,
,Michelia champaca (champac),ಮೈಕೀಲಿಯ ಚಂಪಕ; ಚಂಪಕ/ಸಂಪಿಗೆ ಮರ,,,,,,,,,
,Michelia fuscata/figo (banana shrub),ಮೈಕೀಲಿಯ ಫಸ್ಕೇಟ/ಫೈಗೊ; ಸುಗಂಧ ಕೇಶತೈಲವನ್ನು ತೆಗೆಯಲು ಬಳಸುವಂಥ ಹೂವನ್ನು ಬಿಡುವ ಒಂದು ಮರ,,,,,,,,,
,Michelia nilagirica,ಮೈಕೀಲಿಯ ನಿಲಗಿರಿಕ; ಬೆಟ್ಟ ಸಂಪಿಗೆ/ದೊಡ್ಡ ಸಂಪಿಗೆ ಮರ,,,,,,,,,
,Michrocloa indica,ಮೈಕ್ರೋಕ್ಲೋಅ ಇಂಡಿಕ; ನವಿಲು ಬಣ್ಣದ ಹುಲ್ಲು,,,,,,,,,
,micorrhiza,ಮೈಕೊರೈಜ; ಶಿಲೀಂಧ್ರ ಬೇರು,,,,,,,,,
,micranthus,ಸೂಕ್ಷ್ಮ ಹೂ ಬಿಡುವ,,,,,,,,,
,micronerophyll,ಅಲ್ಪ ಆಮ್ಲಜನಕಾಪೇಕ್ಷಿ,,,,,,,,,
,microbe,ಮೈಕ್ರೋಬ್; ‌ ಸೂಕ್ಷ್ಮಜೀವಿ,,,,,,,,,
,microbial insecticide,ಸೂಕ್ಷ್ಮಜೀವಿ ಕೀಟನಾಶಕ,,,,,,,,,
,microbiology,ಸೂಕ್ಷ್ಮಜೀವ ವಿಜ್ಞಾನ,,,,,,,,,
,microcyst,ಸೂಕ್ಷ್ಮಪೂತಿನಾಶಕ,,,,,,,,,
,microelements,trace elements,,,,,,,,,
,microdissection,ಸೂಕ್ಷ್ಮಚ್ಛೇದನ,,,,,,,,,
,microevolution,ಸೂಕ್ಷ್ಮಜೀವವಿಕಾಸ,,,,,,,,,
,microfibril,ಸೂಕ್ಷ್ಮತಂತು,,,,,,,,,
,microgamete,1. ಸೂಕ್ಷ್ಮ ಲಿಂಗಾಣು 2. ಸೂಕ್ಷ್ಮಪುಂಬೀಜಾಣು,,,,,,,,,
,microgametophyte,ಸೂಕ್ಷ್ಮಪುಂಬೀಜಾಣು ಜನಕ (ಸಸ್ಯ),,,,,,,,,
,microgamy,ಸೂಕ್ಷ್ಮಲಿಂಗಾಣು ಯುಗ್ಮಕ ಸಂತಾನ,,,,,,,,,
,micrometre,ಸೂಕ್ಷ್ಮಮಾಪಕ,,,,,,,,,
,micromutation,ಸೂಕ್ಷ್ಮ ಉತ್ಪರಿವರ್ತನ,,,,,,,,,
,micromyiophilae,ಕಿರುನೊಣಫಲನಪುಷ್ಪಿ,,,,,,,,,
,micron,ಮೈಕ್ರಾನ್; ‌ ಮೀಟರಿನ ದಶಲಕ್ಷಾಂಶ,,,,,,,,,
,micronised sulphur,ಸೂಕ್ಷ್ಮೀಕೃತ ಗಂಧಕ; ಒಂದು ರೋಗನಾಶಕ,,,,,,,,,
,micronucleus,ಸೂಕ್ಷ್ಮಕೇಂದ್ರಕ ಕೇಂದ್ರ,,,,,,,,,
,micronutrients,ಸೂಕ್ಷ್ಮಪೋಷಕಾಂಶಗಳು,,,,,,,,,
,microorganism,ಸೂಕ್ಷ್ಮಾಣುಜೀವಿ,,,,,,,,,
,micropedology,ಸೂಕ್ಷ್ಮಮಣ್ಣು ವಿಜ್ಞಾನ,,,,,,,,,
,microphagous,ಸೂಕ್ಷ್ಮಕಣ ಭಕ್ಷಕ,,,,,,,,,
,microphyll,1. ಸೂಕ್ಷ್ಮಎಲೆ 2. ಸೂಕ್ಷ್ಮಎಲೆ ಸಸ್ಯ,,,,,,,,,
,microphyte,ಸೂಕ್ಷ್ಮಸಸ್ಯ,,,,,,,,,
,micropterous,ಕಿರುರೆಕ್ಕೆಯುಳ್ಳ,,,,,,,,,
,micropyle,ಮೈಕ್ರೊಪೈಲ್‌; ‌ ಬೀಜ ರಂಧ್ರ/ದ್ವಾರ,,,,,,,,,
,microscope,ಮೈಕ್ರೊಸ್ಕೋಪ್; ‌ ಸೂಕ್ಷ್ಮದರ್ಶಕ (ಯಂತ್ರ),,,,,,,,,
,microsome,ಮೈಕ್ರೋಜೋಮ್; ‌ ಜೀವದ್ರವ್ಯ ಸೂಕ್ಷ್ಮಕಣ,,,,,,,,,
,microspecies,ಸೂಕ್ಷ್ಮಪ್ರಭೇದ,,,,,,,,,
,microsporangium,ಸೂಕ್ಷ್ಮಬೀಜಾಣುಕೋಶ,,,,,,,,,
,microspore,ಸೂಕ್ಷ್ಮಬೀಜಾಣು,,,,,,,,,
,microsporogenesis,ಸೂಕ್ಷ್ಮಬೀಜಾಣುವೃದ್ಧಿ,,,,,,,,,
,microsporophyll,ಸೂಕ್ಷ್ಮಬೀಜಾಣು ಎಲೆ; ಸೂಕ್ಷ್ಮಬೀಜಾಣುಕೋಶದ ರೂಪಾಂತರ ಎಲೆ,,,,,,,,,
,microstome,ಸೂಕ್ಷ್ಮರಂಧ್ರ,,,,,,,,,
,microtome,ಮೈಕ್ರಟೋಮ್; ‌ ಸೂಕ್ಷ್ಮಕೊಯ್ತ ಸಾಧನ,,,,,,,,,
,microtomic section,ಸೂಕ್ಷ್ಮಕೊಯ್ತದ ಭಾಗ,,,,,,,,,
,microtrichous,1. ಸೂಕ್ಷ್ಮಕೂದಲುಳ್ಳ 2. ಸೂಕ್ಷ್ಮತುಪ್ಪುಳುಳ್ಳ,,,,,,,,,
,microwave,ಸೂಕ್ಷ್ಮತರಂಗ,,,,,,,,,
,microzoospore,ಸೂಕ್ಷ್ಮಚಲಬೀಜಾಣು,,,,,,,,,
,midbloom,ಮಧ್ಯಪುಷ್ಪನ ಕಾಲ,,,,,,,,,
,middle lamella,ನಡುಪದರ; ಮಧ್ಯಸ್ತರ,,,,,,,,,
,midrib,ನಡುದಿಂಡು; ಮಧ್ಯನರ,,,,,,,,,
,midseason,ಋತುಮಧ್ಯಕಾಲ,,,,,,,,,
,mignonette,Reseda odorata,,,,,,,,,
,migratory locust,ವಲಸೆಮಿಡತೆ,,,,,,,,,
,mildew,ಮಿಲ್‌ಡ್ಯೂ: 1. ಬೂಷ್ಟು ಹಿಡಿ 2. ಬೂಷ್ಟು; ಬೂಜು; ಒಂದು ಸೂಕ್ಷ್ಮಶಿಲೀಂಧ್ರ,,,,,,,,,
,milfoil,Achillea millefolium,,,,,,,,,
,Miliusa velutina,ಮಿಲಿಯೂಸ ವೆಲಟೈನ; ಹೆಸ್ಸರೆ ಮರ ಹಣ್ಣನ್ನು ತಿನ್ನುವುದಕ್ಕೂ ದಾರುವನ್ನು ಪೀಠೋಪಕರಣಗಳ ತಯಾರಿಕೆಗೂ ಬಳಸುವ ಒಂದು ಬಗೆಯ ಮರ,,,,,,,,,
,milk bush,Euphorbia tirucalli,,,,,,,,,
,milk hedge,Euphorbia tirucalli,,,,,,,,,
,milk of lime,ಸುಣ್ಣದ ತಿಳಿ,,,,,,,,,
,milk thistle,Silybum marianum,,,,,,,,,
,milk tree,Brosimum galactodendron,,,,,,,,,
,millet,"ಮಿಲೆಟ್; ‌ ರಾಗಿ, ಸವಣಿ, ಸಜ್ಜೆ ಮೊದಲಾದವುಗಳ ಸಣ್ಣಕಾಳು",,,,,,,,,
,millet grass,Sorghum halepense,,,,,,,,,
,Milletia auriculata,ಮಿಲೆಟಿಯ ಆರಿಕ್ಯುಲೇಟ; ದನಗಳ ಜಂತುಹುಳುವಿನ ಔಷಧಿಗಾಗಿ ಬಳಸುವ ಬೇರುಳ್ಳ ಒಂದು ಹಬ್ಬುಪೊದೆ,,,,,,,,,
,Milletia ovalifolia (Moulmein rosewood),ಮಿಲೆಟಿಯ ಓವಲಿಫೋಲಿಯ; ತೆಳುನೀಲಿ ಬಣ್ಣದ ಹೂವಿನ ಒಂದು ಅಲಂಕಾರ ಮರ,,,,,,,,,
,millimetre,ಮಿಲಿಮೀಟರ್; ‌ ಒಂದು ಉದ್ದಳತೆ,,,,,,,,,
,milling,1. ಗಿರಿಣಿಗೆ ಹಾಕುವುದು 2. ಹಿಟ್ಟು/ಅಕ್ಕಿ/ಕಾಳು ಮಾಡುವುದು,,,,,,,,,
,Millingtonia hortensis (Indian cork tree),ಮಿಲಿಂಗ್‌ಟೋನಿಯ ಹಾರ್ಟೆನ್ಸಿಸ್; ‌ ಬಿರಡೆ/ಆಕಾಶಮಲ್ಲಿಗೆ ಮರ,,,,,,,,,
,Mimosa amara,Albizzia amara,,,,,,,,,
,Mimosa cinerea,Dichrostachys cinerea,,,,,,,,,
,Mimosa pudica (sensitive/humble plant),ಮಿಮೋಸ ಪುಡಿಕ; ಮುಟ್ಟಿದರೆ ಮುನಿ/ನಾಚಿಕೆ ಗಿಡ,,,,,,,,,
,Mimosa rubicaulis,ಮಿಮೋಸ ರೂಬಿಕಾಲಿಸ್; ‌ ಉರಿಸೀಗೆ ಗಿಡ,,,,,,,,,
,Mimulus maculosus (monkey flower),ಮಿಮ್ಯುಲಸ್‌ ಮ್ಯಾಕ್ಯುಲೊಸಸ್; ‌ ಮಾಸಲು ಹಳದಿ ಹೂ ಬಿಡುವ ಒಂದು ಅಲಂಕಾರ ಹೂ ಸಸ್ಯ,,,,,,,,,
,Mimulus moschatus (musk plant),ಮಿಮ್ಯುಲಸ್‌ ಮಾಸ್ಕಟಸ್; ‌ ಕಸ್ತೂರಿ ಗಿಡ; ಕಸ್ತೂರಿವಾಸನೆಯ ಹಳದಿ ಹೂವಿನ ಒಂದು ಹಬ್ಬು ಸಸ್ಯ,,,,,,,,,
,Mimusops elengi (Spanish cherry),ಮಿಮ್ಯೂಸಾಪ್ಸ್ ಎಲಿಂಜಿ; ಪಗಡೆ/ಬಕುಳ ಮರ,,,,,,,,,
,Mimusops hexandra,ಮಿಮ್ಯೂಸಾಪ್ಸ್ ಹೆಕ್ಸಾಂಡ್ರ; ಕಿರನಿ (ಹಣ್ಣಿನ) ಮರ,,,,,,,,,
,Mimusops kauki (obtuse-leaved mimusops),ಮಿಮ್ಯೂಸಾಪ್ಸ್ ಕೌಕಿ; ನೇಮಿ ಮರ; ಸಪೋಟ ಗಿಡಕ್ಕೆ ಕಸಿ ಕಟ್ಟಲು ಬಳಸುವ ಒಂದು ಬಗೆಯ ಕಿರನಿ,,,,,,,,,
,mineral,ಖನಿಜ,,,,,,,,,
,mineral decomposition,ಖನಿಜ ವಿಘಟನೆ,,,,,,,,,
,mineral elements,ಖನಿಜಾಂಶಗಳು; ಖನಿಜ ಮೂಲಧಾತುಗಳು,,,,,,,,,
,mineralisation,ಖನಿಜೀಭವನ; ಖನಿಜವಾಗುವಿಕೆ,,,,,,,,,
,mineral matter,ಖನಿಜ ವಸ್ತು,,,,,,,,,
,mineral nutrients,ಖನಿಜ ಪೋಷಕಾಂಶಗಳು,,,,,,,,,
,mineral oil,ಖನಿಜ ತೈಲ,,,,,,,,,
,mineral soil,ಖನಿಜ ಮಣ್ಣು,,,,,,,,,
,mineral water,ಖನಿಜ ಜಲ,,,,,,,,,
,minerology,ಖನಿಜವಿಜ್ಞಾನ,,,,,,,,,
,minimization,ಕನಿಷ್ಠೀಕರಣ,,,,,,,,,
,minimum price,ಕನಿಷ್ಠ ಬೆಲೆ,,,,,,,,,
,minimum temperature,ಕನಿಷ್ಠ ಉಷ್ಣಾಂಶ,,,,,,,,,
,minimum tillage,ಕನಿಷ್ಠ ಉಳುಮೆ,,,,,,,,,
,minor elements,"ಕಡಿಮೆ ಪ್ರಮಾಣದ ಪೋಷಕಾಂಶಗಳು; ತಾಮ್ರ; ಸತು; ಕ್ಯಾಲ್ಸಿಯಂ, ಮ್ಯಾಗ್ನೀಷಿಯಂ, ಬೋರಾನ್‌, ಮಾಲಿಬ್ಡಿನಂ, ಒಳಗೊಂಡ ಪೋಷಕಾಂಶಗಳು",,,,,,,,,
,minor forest products,ಲಘು ಅರಣ್ಯ ಉತ್ಪನ್ನಗಳು,,,,,,,,,
,mint,Mentha arvensis,,,,,,,,,
,Mirabilis jalapa (four o' clock plant; marvel of Peru),ಮಿರಬಿಲಿಸ್‌ ಜಲಪ; ಮಧ್ಯಾಹ್ನ ಮಲ್ಲಿಗೆ ಗಿಡ,,,,,,,,,
,mire,1. ಕೆಸರು ಮಾಡು 2. ಕೆಸರು ನೆಲ 3. ಉಸುಬು ನೆಲ,,,,,,,,,
,Mischodon zeylanicus,ಮಿಸ್ಕೂಡಾನ್‌ ಜೈಲಾನಿಕಸ್; ‌ ಕೆತ್ತನೆ ಹಾಗೂ ಕಟ್ಟಡ ಕೆಲಸಕ್ಕೆ ಬಳಸುವ ಒಂದು ಗಟ್ಟಿ ಮರ,,,,,,,,,
,miscible,ಮಿಶ್ರಯೋಗ್ಯ; ಬೆರಸಬಹುದಾದ,,,,,,,,,
,mishmus,Prunus armeniaca,,,,,,,,,
,mist,ಮಂಜು; ಇಬ್ಬನಿ,,,,,,,,,
,mist blower,ಮಂಜು ಊದುಕ; ಮಂಜು ಸಿಂಪಡಕ,,,,,,,,,
,mistletoe,Viscum album,,,,,,,,,
,mist sprayer,mist blower,,,,,,,,,
,mistus,ಒಳಪ್ರಭೇದ ಸಂಕರ ಸಸ್ಯ,,,,,,,,,
,mite,ನುಸಿ; ಒಂದು ಕೀಟ,,,,,,,,,
,miticide,ನುಸಿನಾಶಕ,,,,,,,,,
,mitochondria,ಮೈಟೊಕಾಂಡ್ರಿಯ; ಕೋಶದ್ರವದ ಸೂಕ್ಷ್ಮಘಟಕ,,,,,,,,,
,mitosis,ಮೈಟೋಸಿಸ್; ‌ ಸಮಸೂತ್ರಣ; ಜೀವಕೋಶ ವಿಭಜನೆಯಲ್ಲಿ ವರ್ಣತಂತುಗಳ ಸಮವಿಭಜನೆ,,,,,,,,,
,mitotic division,ಸಮಸೂತ್ರಣ ವಿಭಜನೆ,,,,,,,,,
,mitotic inhibitor,ಸಮಸೂತ್ರಣ ವಿರೋಧಿ,,,,,,,,,
,Mitragyna parvifolia,ಮಿಟ್ರಜಿನ ಪಾರ್ವಿಫೋಲಿಯ; ಕಡಗ/ಕಡವಳ/ನಾಯಿಕದಂಬ/ನೀರುಕದಂಬ ಮರ,,,,,,,,,
,mitriform,ದಳಮುಕುಟರೂಪದ,,,,,,,,,
,mixability,ಮಿಶ್ರಣ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,mixed,ಮಿಶ್ರ,,,,,,,,,
,mixed border,ಮಿಶ್ರ ಅಂಚು,,,,,,,,,
,mixed crop,ಮಿಶ್ರ ಬೆಳೆ,,,,,,,,,
,mixed cropping,ಮಿಶ್ರ ಬೆಳೆಗಾರಿಕೆ,,,,,,,,,
,mixed diet,ಮಿಶ್ರ ಆಹಾರ,,,,,,,,,
,mixed fertilizer,ಮಿಶ್ರ ರಸಗೊಬ್ಬರ,,,,,,,,,
,mixed food,mixed diet,,,,,,,,,
,mixed forest,ಮಿಶ್ರಾರಣ್ಯ,,,,,,,,,
,mixed inflorescence,ಮಿಶ್ರ ಪುಷ್ಪಮಂಜರಿ,,,,,,,,,
,mixed ore,ಮಿಶ್ರ ಅದಿರು,,,,,,,,,
,mixotroph,ಅರೆಪರಾವಲಂಬಿ (ಸಸ್ಯ),,,,,,,,,
,mixotrophic,ಮಿಕ್ಸಟ್ರೋಫಿಕ್; ‌ ಉಭಯಸಸ್ಯ ಪೋಷಕಾಂಶ ಹೀರುಕ,,,,,,,,,
,Mnesithea laevis,ನೀಸಿತಿಯ ಲೀವಿಸ್; ‌ ಸುಂಕುದಬ್ಬೆ ಹುಲ್ಲು,,,,,,,,,
,mobile,ಚಲಿಸುವ; ಸಂಚಾರಿ,,,,,,,,,
,mobility,ಚಲನತೆ; ಚಲನಶೀಲತೆ,,,,,,,,,
,mobilization,1. ಚಾಲನೆ 2. ಸಂಘಟನೆ,,,,,,,,,
,model,ಮಾದರಿ,,,,,,,,,
,moderately steep slope,ಸಾಧಾರಣ ಕಡಿದಾದ ಇಳಕಲು,,,,,,,,,
,moderate pruning,medium pruning,,,,,,,,,
,moderator,1. ಸಂಚಾಲಕ 2. ಮಿತಿಕಾರಕ,,,,,,,,,
,modification,ರೂಪಾಂತರ; ಮಾರ್ಪಾಡು; ಬದಲಾವಣೆ,,,,,,,,,
,modification of leaf,ಎಲೆಯ ರೂಪಾಂತರ,,,,,,,,,
,modification of root,ಬೇರಿನ ರೂಪಾಂತರ,,,,,,,,,
,modified stem,ಮಾರ್ಪಟ್ಟ ಕಾಂಡ,,,,,,,,,
,moist mash,ನೆನಸಿದ ಬೆರಕೆ ತಿಂಡಿ; ದನಗಳ ಒಂದು ಆಹಾರ,,,,,,,,,
,moisture,ತೇವಾಂಶ; ಆರ್ದ್ರತೆ,,,,,,,,,
,moisture determination,ತೇವಾಂಶ ನಿರ್ಧಾರ,,,,,,,,,
,moisture equivalent,ತೇವಾಂಶ ಸಮಸಂಯೋಜಕತೆ; (ಮಣ್ಣಿನ) ತೇವಾಂಶಕ್ಕೆ ಸಂಯೋಗಮೂಲದಲ್ಲಿ ಸಮನಾದುದು,,,,,,,,,
,moisture holding capacity,ತೇವಾಂಶಧಾರಣ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,moisture penetration,ತೇವಾಂಶ ಇಳಿತ,,,,,,,,,
,moisture percentage,ಶೇಕಡಾವಾರು ಆರ್ದ್ರತೆ,,,,,,,,,
,moisture retentive soil,ತೇವಾಂಶಧಾರಕ ಮಣ್ಣು,,,,,,,,,
,moisture stress,ತೇವಾಂಶ ಒತ್ತಡ,,,,,,,,,
,moisture tension,ತೇವಾಂಶ ಸೆಳೆತ,,,,,,,,,
,molasses,ಕಾಕಂಬಿ; ಸಕ್ಕರೆ ಯಾ ಬೆಲ್ಲವನ್ನು ಶುದ್ಧಿ ಮಾಡುವಾಗ ದೊರೆಯುವ ಪಾಕ,,,,,,,,,
,mole,ಮೋಲ್; ‌ ಒಂದು ಬಗೆಯ ಇಲಿ,,,,,,,,,
,mole cricket,ಮೋಲ್‌ ಕ್ರಿಕೆಟ್; ‌ ಬಿಮ್ಮಂಡೆ; ಆಲೂಗಡ್ಡೆ ಕೀಟ,,,,,,,,,
,molecular formula,ಅಣುಸೂತ್ರ,,,,,,,,,
,molecular rotation,ಅಣು ಸರದಿ,,,,,,,,,
,molecular srtucture,ಅಣು ರಚನೆ,,,,,,,,,
,molecular volume,ಅಣು ಗಾತ್ರ,,,,,,,,,
,molecular weight,ಅಣು ತೂಕ,,,,,,,,,
,molecule,ಅಣು; ಭೌತವಸ್ತುವಿನಲ್ಲಿ ಅದರ ರಾಸಾಯನಿಕ ಗುಣ ಬದಲಾಗದಂತೆ ಕಡೆಗೆ ಉಳಿಯುವ ಅತ್ಯಂತ ಸಣ್ಣ ಕಣ,,,,,,,,,
,mole drainage,ನೇಗಿಲು ಬಸಿಗಾಲುವೆ ವ್ಯವಸ್ಥೆ; ನೇಗಿಲಿನಿಂದ ಮಾಡಿದ ಬಸಿಗಾಲುವೆ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,mole hill,ಮೋಲ್‌ ಮಣ್ಣುಕುಪ್ಪೆ; ಮೋಲ್‌ ಪ್ರಾಣಿ ತೋಡಿ ಮಾಡಿದ ಮಣ್ಣುಕುಪ್ಪೆ,,,,,,,,,
,molendinaceous,ಗಾಳಿಚಕ್ರದ ನೀಳರೆಕ್ಕೆಯಂಥ ಅಂಗಗಳುಳ್ಳ,,,,,,,,,
,mollis,ಮೃದು ತುಪ್ಪುಳು,,,,,,,,,
,Mollugo cerviana,ಮಲ್ಯೂಗೋ ಸೆರ್‌ ವಿಯಾನ; ಪರ್ಪಾಟಕ/ಕಾಗೆಪುರುಳೆ ಗಿಡ,,,,,,,,,
,Mollugo lotoides,ಮಲ್ಯೂಗೋ ಲೊಟಾಯ್ಡಿಸ್; ‌ ಚಂದ್ರ ಕಾಸಿಸೊಪ್ಪು,,,,,,,,,
,Mollugo nudicaulis,ಮಲ್ಯೂಗೋ ನ್ಯೂಡಕಾಲಿಸ್; ‌ ಪರ್ಪಾಪ್ಟಕ/ಮುರುಕಲು ಗಿಡ,,,,,,,,,
,Mollugo oppositifolia,ಮಲ್ಯೂಗೋ ಅಪೋಸಿಟಿಫೋಲಿಯ; ಚದುರಾಸಿ ಸೊಪ್ಪು,,,,,,,,,
,Mollugo stricta/pentaphylla,ಮಲ್ಯೂಗೋ ಸ್ಟ್ರಿಕ್ಟ/ಪೆಂಟಫಿಲ; ಜರಾಸಿ ಸೊಪ್ಪು,,,,,,,,,
,mollusc,ಮೃದ್ವಂಗಿ (ಪ್ರಾಣಿ),,,,,,,,,
,Molucca bean,Caesalpinia crista/Caesalpinia bonduc,,,,,,,,,
,molybdenum deficiency,ಮಾಲಿಬ್ಡಿನಂ ಕೊರತೆ,,,,,,,,,
,Momordica balsamina (balsam apple),ಮಮಾರ್ಡಿಕ ಬಾಲ್ಸ್‌ಮಿನ; ಹುಚ್ಚು ತೊಂಡೆಬಳ್ಳಿ,,,,,,,,,
,Momordica charantia (bitter gourd),ಮಮಾರ್ಡಿಕ ಚರಾಂಟಿಯ; ಹಾಗಲಕಾಯಿ (ಬಳ್ಳಿ),,,,,,,,,
,Momordica cochinchinensis,ಮಮಾರ್ಡಿಕ ಕೊಚಿನ್‌ಚೈಸೆನ್ಸಿಸ್; ‌ ಕರ್ಕಾಟಕ ಬಳ್ಳಿ,,,,,,,,,
,Momordica cymbalaria/tuberosa,ಮಮಾರ್ಡಿಕ ಸಿಂಬಲೇರಿಯ/ಟ್ಯೂಬರೋಸ; ಕಡವಂಚಿ ಗಿಡ,,,,,,,,,
,Momordica dioica (small bitter gourd),ಮಮಾರ್ಡಿಕ ಡೈಯೋಯಿ; ಗಿಡ್ಡಹಾಗಲ; ಮಡಹಾಗಲ; ಕಾರ್ಜಿಬಳ್ಳಿ,,,,,,,,,
