ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಕನ್ನಡ ಪದ (Kannada Word),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description)
,,Ending digits,,ಕೊನೆಯ ಅಂಕಿಗಳು,,,,,,,
,,Endorsement,,ಹಿಂಬರಹ; ಷರಾ,,,,,,,
,,Enrolling members,,ಸದಸ್ಯರನ್ನು ಪಟ್ಟಿಯಲ್ಲಿ ಸೇರಿಸುವುದು,,,,,,,
,,Enrolment and collection of subscription,,ಪಟ್ಟಿಯಲ್ಲಿ ಸೇರಿಸುವುದು ಮತ್ತು ಚಂದಾ ಸಂಗ್ರಹಿಸುವುದು,,,,,,,
,,Ensuring complete safety of savings,,ಉಳಿತಾಯದ ಪೂರ್ಣಭದ್ರತೆಯನ್ನು ಖಾತ್ರಿ ಪಡಿಸುವುದು,,,,,,,
,,Ensuring the secrecy,,ರಹಸ್ಯವನ್ನು ಖಾತ್ರಿ ಪಡಿಸುವುದು,,,,,,,
,,Entertain the claim,,ಹಕ್ಕು ಸಾಧನೆಯನ್ನು ಅಂಗೀಕರಿಸು,,,,,,,
,,Entitlements,,ಹಕ್ಕು ನೀಡಿಕೆಗಳು,,,,,,,
,,Entries in the register,,ರಿಜಿಸ್ಟರಿನಲ್ಲಿ ನಮೂದುಗಳು,,,,,,,
,,Entrustment order,,ವಹಿಸಿಕೆ ಆದೇಶ,,,,,,,
,,Equal benefits,,ಸಮಾನ ಪ್ರಯೋಜನಗಳು,,,,,,,
,,Equilibrium in economy,,ಅರ್ಥವ್ಯವಸ್ಥೆಯ ಸಮತೋಲನ,,,,,,,
,,Equitable distribution,,ನ್ಯಾಯ ಸಮ್ಮತ ಹಂಚಿಕೆ,,,,,,,
,,Erasure,,1. ಉಜ್ಜಿಹಾಕುವುದು; ಅಳಿಸಿ ಬಿಡುವುದು 2. ಉಜ್ಜಿಹಾಕಿದ್ದು,,,,,,,
,,Erroneous deposits,,ದೋಷಯುಕ್ತ ಠೇವಣಿಗಳು,,,,,,,
,,Essential commodities,,ಅಗತ್ಯ ಸರಕುಗಳು,,,,,,,
,,Essential points of check,,ತನಿಖೆಯ ಅಗತ್ಯ ಅಂಶಗಳು,,,,,,,
,,Established agencies,,ಸ್ಲಾಪಿತ ಏಜೆನ್ಸಿಗಳು,,,,,,,
,,Establishment,,1. ಸ್ಥಾಪನೆ 2. ಸಿಬ್ಬಂದಿ,,,,,,,
,,Establishment of peaceful society,,ಶಾಂತಿಯುತ ಸಮಾಜದ ಸ್ಥಾಪನೆ,,,,,,,
,,Estimate indicating locations,,ಸ್ಥಳ ನಿರ್ದೇಶನಗಳನ್ನು ಸೂಚಿಸುವ ಅಂದಾಜು,,,,,,,
,,Even numbers,,ಸಮ ಸಂಖ್ಯೆಗಳು,,,,,,,
,,Examine and take necessary action,,ಪರೀಕ್ಷಿಸು ಮತ್ತು ಅಗತ್ಯ ಕ್ರಮವನ್ನು ಕೈಕೊಳ್ಳು,,,,,,,
,,Examined and entered,,ಪರೀಕ್ಷಿಸಿದೆ ಮತ್ತು ನಮೂದಿಸಿದೆ,,,,,,,
,,Excellent Advertising value,,ಅತ್ಯುತ್ತಮ ಜಾಹೀರಾತು ಮೌಲ್ಯ,,,,,,,
,,Excellent savings,,ಅತ್ಯುತ್ತಮ ಉಳಿತಾಯಗಳು,,,,,,,
,,Excessive stock,,ಮಿತಿಮೀರಿದ ದಾಸ್ತಾನು,,,,,,,
,,Excess of limit,,ಮಿತಿಮೀರಿಕೆ,,,,,,,
,,Excess postage charges,,ಹೆಚ್ಚಿನ ಅಂಚೆ ವೆಚ್ಚಗಳು,,,,,,,
,,Excess reimbursement,,ಹೆಚ್ಚಿನ ವೆಚ್ಚ ತುಂಬಿಕೊಡುವುದು,,,,,,,
,,Exchanged certificate,,ಬದಲು ಮಾಡಿದ ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Exchequer,,ರಾಜ್ಯದ ಖಜಾನೆ / ಬೊಕ್ಕಸ,,,,,,,
,,Executive power,,ಕಾರ್ಯನಿರ್ವಾಹಕ ಅಧಿಕಾರ,,,,,,,
,,Exempted establishments,,ವಿನಾಯಿತಿ ಪಡೆದ ಸಂಸ್ಥೆಗಳು,,,,,,,
,,Exempted as per certificate,,ಪ್ರಮಾಣ ಪತ್ರದ ಮೇರೆಗೆ ವಿನಾಯಿತಿ ಪಡೆದ,,,,,,,
,,Exempted institutions,,ವಿನಾಯಿತಿ ಪಡೆದ ಸಂಸ್ಥೆಗಳು,,,,,,,
,,Exempted units,,ವಿನಾಯಿತಿ ಪಡೆದ ಘಟಕಗಳು,,,,,,,
,,Exemption from payment of fees,,ಶುಲ್ಕ ಸಂದಾಯದಿಂದ ವಿನಾಯಿತಿ,,,,,,,
,,Exhibit,,ಪ್ರದರ್ಶಿಸು; ಹಾಜರುಪಡಿಸು,,,,,,,
,,Existing instruction,,ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ ಸೂಚನೆ,,,,,,,
,,Existing note,,ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ ಟಿಪ್ಪಣಿ,,,,,,,
,,Existing panels,,ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ ಪಟ್ಟಿಗಳು,,,,,,,
,,Existing rule,,ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ ನಿಯಮ,,,,,,,
,,Ex-parte stay,,ಏಕಪಕ್ಷೀಯ ತಡೆಯಾಜ್ಞೆ,,,,,,,
,,Expected date,,ನೀರಿಕ್ಷಿತ ದಿನಾಂಕ,,,,,,,
,,Expenditure involved,,ಒಳಗೊಂಡ ವೆಚ್ಚ,,,,,,,
,,Expenditure to be incurred,,ಮಾಡಬೇಕಾದ ವೆಚ್ಚ,,,,,,,
,,Expense of the exchequer,,ರಾಜ್ಯದ ಖಜಾನೆಯ ವೆಚ್ಚ,,,,,,,
,,Experimental measure,,ಪ್ರಾಯೋಗಿಕ ಕ್ರಮ,,,,,,,
,,Expiry,,ಮುಗಿತಾಯ; ಸಮಾಪ್ತಿ,,,,,,,
,,Extract of section,,ಪರಿಚ್ಛೇದದ ಸಾರಾಂಶ,,,,,,,
,,Extra departmental savings bank,,ಅಧಿಕ ಇಲಾಖಾ ಉಳಿತಾಯ ಬ್ಯಾಂಕು,,,,,,,
,,Extra departmental sub-savings bank,,ಅಧಿಕ ಇಲಾಖಾ ಉಪ ಉಳಿತಾಯ ಬ್ಯಾಂಕು,,,,,,,
,,Extra expenditure,,ಹೆಚ್ಚಿನ ವೆಚ್ಚ,,,,,,,
,,Extra rates of interest,,ಹೆಚ್ಚಿನ ಬಡ್ಡಿ ದರಗಳು,,,,,,,
,,Extra time duration,,ಹೆಚ್ಚಿನ ಕಾಲಾವಧಿ,,,,,,,
,,Fabricated numbers,,ಖೋಟಾ ಸಂಖ್ಯೆಗಳು,,,,,,,
,,Face value,,ಮುಖ ಬೆಲೆ,,,,,,,
,,Face value after expiry of period,,ಅವಧಿ ತೀರಿದ ನಂತರದ ಮುಖಬೆಲೆ,,,,,,,
,,Facility of income tax exemption,,ವರಮಾನ ತೆರಿಗೆಯ ವಿನಾಯಿತಿ ಸೌಲಭ್ಯ,,,,,,,
,,Facsimile signature,,ಪಡಿಯಚ್ಚು ಸಹಿ,,,,,,,
,,Factor,,1. ಏಜೆಂಟ; ದಳ್ಳಾಳಿ 2. ಅಂಶ; ವಿಷಯ,,,,,,,
,,Factual errors,,ವಾಸ್ತವಿಕ ತಪ್ಪುಗಳು,,,,,,,
,,Failure to claim,,ಹಕ್ಕು ಸಾಧನೆ ಮಾಡಲು ತಪ್ಪುವುದು,,,,,,,
,,Fair receipts,,ಸ್ಫುಟವಾದ ರಸೀದಿಗಳು,,,,,,,
,,Fall in sales,,ಮಾರಾಟದಲ್ಲಿ ಇಳಿಮುಖತೆ,,,,,,,
,,False accounts,,ಸುಳ್ಳು ಖಾತೆಗಳು,,,,,,,
,,False statement,,ಸುಳ್ಳು ವಿವರಣ ಪತ್ರ,,,,,,,
,,Fault finding,,ತಪ್ಪು ಹುಡುಕುವುದು,,,,,,,
,,Fee,,ಫೀಜು; ಶುಲ್ಕ,,,,,,,
,,Fibre,,ನಾರು; ತಂತು; ನೂಲು; ದಾರ,,,,,,,
,,Fidelity guarantee policy,,ವಿಶ್ವಾಸ ಖಾತ್ರಿಯ ವಿಮಾ ಪಾಲಿಸಿ,,,,,,,
,,Field establishment,,ಕ್ಷೇತ್ರ ಸಿಬ್ಬಂದಿ,,,,,,,
,,Field officer,,ಕ್ಷೇತ್ರಾಧಿಕಾರಿ,,,,,,,
,,Field staff,,ನೋಡಿ - field establishment,,,,,,,
,,Filing folders,,ಮಡಿಚೋಲೆಗಳನ್ನು ಕಡತಕ್ಕೆ ಸೇರಿಸುವುದು,,,,,,,
,,Film operator (small savings propaganda),,ಚಲನಚಿತ್ರ ಪ್ರಚಾಲಕ (ಸಣ್ಣ ಉಳಿತಾಯಗಳ ಪ್ರಚಾರ),,,,,,,
,,Final discharge,,ಅಂತಿಮ ಬಿಡುಗಡೆ,,,,,,,
,,Finalisation of accounts,,ಲೆಕ್ಕಪತ್ರಗಳ ಅಂತಿಮೀಕರಣ,,,,,,,
,,Finance department (F.D.),,ಹಣಕಾಸು ಇಲಾಖೆ (ಹ.ಇ),,,,,,,
,,Financial assistance,,ಆರ್ಥಿಕ ನೆರವು; ಧನಸಹಾಯ,,,,,,,
,,Financial assistance for the drought hit areas,,ಬರಗಾಲ ಪೀಡಿತ ಪ್ರದೇಶಗಳಿಗೆ ಆರ್ಥಿಕ ನೆರವು,,,,,,,
,,Financial loss,,ಆರ್ಥಿಕ / ಹಣಕಾಸು ನಷ್ಟ,,,,,,,
,,Financial year,,ಆರ್ಥಿಕ / ಹಣಕಾಸು ವರ್ಷ,,,,,,,
,,First nomination,,ಪ್ರಥಮ ನಾಮನಿರ್ದೇಶನ,,,,,,,
,,Fixation of dates,,ದಿನಾಂಕಗಳ ನಿಗದಿ,,,,,,,
,,Fixed amount of royalty,,ಗೌರವಧನದ ನಿಗದಿತ ಮೊತ್ತ,,,,,,,
,,Flawless procedure,,ದೋಷರಹಿತ ಕಾರ್ಯವಿಧಾನ,,,,,,,
,,Flexibility,,ನಮ್ಯತೆ; ಸುಲಭವಾಗಿ ಬಾಗುವ ಯಾ ಹೊಂದಿಕೊಳ್ಳುವ ಗುಣ,,,,,,,
,,Flexible subscription,,ಸುಲಭವಾಗಿ ನಿರ್ವಹಿಸಲಾಗುವ ವಂತಿಗೆ,,,,,,,
,,Folder,,ಫೋಲ್ಡರ್‌ ; ಮಡಿಚೋಲೆ,,,,,,,
,,Fool proof procedure,,ತಪ್ಪುಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲದ ಕಾರ್ಯವಿಧಾನ,,,,,,,
,,Forfeited amount,,ಮುಟ್ಟುಗೋಲು ಹಾಕಿದ ಮೊತ್ತ,,,,,,,
,,Forfeited to government,,ಸರ್ಕಾರಕ್ಕೆ ಮುಟ್ಟುಗೋಲು ಹಾಕಿಕೊಂಡ,,,,,,,
,,Form,,ಫಾರ್ಮ; ನಮೂನೆ; ಪ್ರಪತ್ರ,,,,,,,
,,Formal concurrence,,ಔಪಚಾರಿಕ ಸಹಮತಿ,,,,,,,
,,Formal orders,,ಔಪಚಾರಿಕ ಆದೇಶಗಳು,,,,,,,
,,Form of application,,ಅರ್ಜಿ ನಮೂನೆ,,,,,,,
,,Form of tender,,ಟೆಂಡರ್‌ ನಮೂನೆ,,,,,,,
,,Forwarded with compliments,,ಗೌರವಪೂರ್ವಕವಾಗಿ ಮುಂದಕ್ಕೆ ಕಳುಹಿಸಲಾಗಿದೆ,,,,,,,
,,Franking charges,,ರವಾನೆ / ಸಾಗಣೆ ವೆಚ್ಚಗಳು,,,,,,,
,,Fraud cases,,ಮೋಸದ ಪ್ರಕರಣಗಳು,,,,,,,
,,Fraudulent claim,,ಮೋಸದ ಹಕ್ಕು ಸಾಧನೆ,,,,,,,
,,Fresh certificate,,ಹೊಸ ಪ್ರಮಾಣಪತ್ರ,,,,,,,
,,Front side design,,ಮುಂಭಾಗದ ವಿನ್ಯಾಸ,,,,,,,
,,Full flow of business,,ವ್ಯಾಪಾರದ ಭರಾಟೆ,,,,,,,
,,Full rate of interest,,ಪೂರ್ಣ ಬಡ್ಡಿದರ,,,,,,,
,,Fully tax free,,ಸಂಪೂರ್ಣ ಕರಮುಕ್ತ ಯಾ ತರಿಗೆ ವಿನಾಯಿತಿ ಪಡೆದ,,,,,,,
,,Full term,,ಪೂರ್ಣಾವಧಿ,,,,,,,
,,Full time,,ಪೂರ್ಣಕಾಲಿಕ,,,,,,,
,,Fund act,,ನಿಧಿ ಅಧಿನಿಯಮ,,,,,,,
,,Fund collection drive,,ನಿಧಿ ಸಂಗ್ರಹಣಾ ಚಳವಳಿ,,,,,,,
,,Furnishing quarterly copies,,ತ್ರೈಮಾಸಿಕ ಪ್ರತಿಗಳನ್ನು ಒದಗಿಸುವುದು,,,,,,,
,,Gamble,,1. ಜೂಜಾಡು; ದ್ಯೂತವಾಡು 2. ಜೂಜು; ದ್ಯೂತ 3 ಅಪಾಯಕ್ಕೆ ಸಿಕ್ಕಬಹುದಾದ ಉದ್ಯಮ ಯಾ ಪ್ರಯತ್ನ,,,,,,,
,,General permission,,ಸಾಮಾನ್ಯ ಪರವಾನಗಿ,,,,,,,
,,General supervision,,ಸಾಮಾನ್ಯ ಮೇಲ್ವಿಚಾರಣೆ,,,,,,,
,,Gesture of goodwill,,ಸದ್ಭಾವದ ಸೂಚನೆ,,,,,,,
,,Government accounts,,ಸರ್ಕಾರಿ ಲೆಕ್ಕಪತ್ರಗಳು,,,,,,,
,,Government authorised agency,,ಸರ್ಕಾರಿ ಅಧಿಕೃತ ಏಜೆನ್ಸಿ,,,,,,,
,,Government company,,ಸರ್ಕಾರಿ ಸಂಸ್ಥೆ,,,,,,,
,,Government forensic science laboratory,,ಸರ್ಕಾರಿ ನ್ಯಾಯ ವಿಜ್ಞಾನ ಪ್ರಯೋಗ ಶಾಲೆ,,,,,,,
,,"Government of India, ministry of finance",,"ಭಾರತ ಸರ್ಕಾರ, ಹಣಕಾಸು ಇಲಾಖೆ",,,,,,,
,,Government savings bank act 1873,,ಸರ್ಕಾರಿ ಉಳಿತಾಯ ಬ್ಯಾಂಕ್‌ ಅಧಿನಿಯಮ 1873,,,,,,,
,,Government savings certificates act,,ಸರ್ಕಾರಿ ಉಳಿತಾಯ ಪ್ರಮಾಣ ಪತ್ರಗಳ ಅಧಿನಿಯಮ,,,,,,,
,,Government securities,,ಸರ್ಕಾರಿ ಭದ್ರತೆಗಳು,,,,,,,
,,Government treasury,,ಸರ್ಕಾರಿ ಖಜಾನೆ,,,,,,,
,,Grant of loan,,ಸಾಲ ನೀಡಿಕೆ,,,,,,,
,,Grant permission,,ಪರವಾನಗಿ ನೀಡು; ಅನುಮತಿ ನೀಡು,,,,,,,
,,Gratuity funds,,ಉಪದಾನ ನಿಧಿಗಳು,,,,,,,
,,Great demand,,ಅತ್ಯಧಿಕ ಬೇಡಿಕೆ,,,,,,,
,,Grievances,,ಕಷ್ಟನಷ್ಟಗಳು; ಕಾರಣಗಳು; ಅಸಮಾಧಾನ; ಕುಂದುಕೊರತೆಗಳು,,,,,,,
,,Gross amount of the winnings,,ಲಾಭದ ಒಟ್ಟು ಮೊತ್ತ,,,,,,,
,,Gross income,,ಒಟ್ಟು ಆದಾಯ,,,,,,,
,,Group insurance (scheme),,ಸಾಮೂಹಿಕ ವಿಮಾ (ಕಾರ್ಯಯೋಜನೆ),,,,,,,
,,Group insurance scheme section,,ಸಾಮೂಹಿಕ ವಿಮಾ ಕಾರ್ಯಯೋಜನಾ ವಿಭಾಗ,,,,,,,
,,Group leaders,,ಸಮೂಹ ಮುಖಂಡರು,,,,,,,
,,Group-wise register of members,,ಸದಸ್ಯರ ಸಮೂಹವಾರು ರಿಜಿಸ್ಟರು,,,,,,,
,,Guilty of breach of provisions,,ಉಪಬಂಧಗಳ ಉಲ್ಲಂಘನೆಯ ತಪ್ಪಿತಸ್ಥ,,,,,,,
,,Guilty of misconduct,,ದುರ್ನಡತೆಯ ತಪ್ಪಿತಸ್ಥ,,,,,,,
,,Half yearly indents,,ಅರ್ಧ ವಾರ್ಷಿಕ ಕೋರಿಕೆಗಳು / ಕೋರಿಕೆ ಪತ್ರಗಳು,,,,,,,
,,Handbill,,ಕರಪತ್ರ,,,,,,,
,,Harmful venture,,ಅಪಾಯಕಾರಿ ಸಾಹಸ ಕಾರ್ಯ,,,,,,,
,,Head office/sub office summary (HO/SO summary),,ಪ್ರಧಾನ ಕಚೇರಿ / ಉಪಕಚೇರಿ ಸಾರಾಂಶ (ಪ್ರ.ಕ / ಉ.ಕ ಸಾರಾಂಶ),,,,,,,
,,Head of postal circles,,ಅಂಚೆ ವಲಯಗಳ ಮುಖ್ಯಸ್ಥ,,,,,,,
,,Head postmaster,,ಪ್ರಧಾನ ಪೋಸ್ಟ್‌ಮಾಸ್ಟರ್‌,,,,,,,
,,Head savings bank,,ಪ್ರಧಾನ ಉಳಿತಾಯ ಬ್ಯಾಂಕು,,,,,,,
,,Heads of postal divisions,,ಅಂಚೆ ವಿಭಾಗಗಳ ಮುಖ್ಯಸ್ಥರು,,,,,,,
,,Hectic efforts,,ಉಗ್ರ ಪ್ರಯತ್ನಗಳು,,,,,,,
,,Heir,,ವಾರಸುದಾರ,,,,,,,
,,Helper,,ಸಹಾಯಕ,,,,,,,
,,Higher rate of interest,,ಹೆಚ್ಚಿನ ಬಡ್ಡಿದರ,,,,,,,
,,Higher sales,,ಅತಿ ಹೆಚ್ಚಿನ ಮಾರಾಟ,,,,,,,
,,High money stakes,,ಹೆಚ್ಚು ಹಣದ ಪಂದ್ಯ,,,,,,,
,,High numbering machines,,ದೊಡ್ಡ ಗಣಕಯಂತ್ರಗಳು,,,,,,,
,,Hired announcers,,ಬಾಡಿಗೆ ಘೋಷಕರು,,,,,,,
,,Hoarding,,ಪ್ರಕಟನ ಫಲಕ,,,,,,,
,,Honorarium,,ಗೌರವಧನ,,,,,,,
,,Household articles,,ಮನೆ ಬಳಕೆಯ ಸಾಮಾನುಗಳು,,,,,,,
,,Huge profit,,ಭಾರಿ ಲಾಭ,,,,,,,
,,Huge sale,,ಭಾರಿ ಮಾರಾಟ,,,,,,,
,,Huge stock,,ಭಾರಿ ದಾಸ್ತಾನು,,,,,,,
,,Humble submission,,ನಮ್ರ ನಿವೇದನೆ,,,,,,,
,,Hundredth place,,ನೂರನೆಯ ಸ್ಥಾನ,,,,,,,
,,Idea of thrift and savings,,ಮಿತವ್ಯಯ ಮತ್ತು ಉಳಿತಾಯಗಳ ಉದ್ದೇಶ,,,,,,,
,,Identification labels (on drums),,(ಡ್ರಮ್ಮುಗಳ ಮೇಲಿನ) ಗುರುತು ಪಟ್ಟಿಗಳು,,,,,,,
,,Identity card,,ಗುರುತಿನ ಕಾರ್ಡು,,,,,,,
,,Identity of certificate holder,,ಪ್ರಮಾಣ ಪತ್ರದಾರನ ಗುರುತು,,,,,,,
,,Identity slip,,ಗುರುತು ಕಾರ್ಡು / ಚೀಟಿ,,,,,,,
,,Illiterate adult depositor,,ಅನಕ್ಷರಸ್ಥ ವಯಸ್ಕ ಠೇವಣಿದಾರ,,,,,,,
,,Illiterate applicant,,ಅನಕ್ಷರಸ್ಥ ಅರ್ಜಿದಾರ,,,,,,,
,,Illiterate depositor,,ಅನಕ್ಷರಸ್ಥ ಠೇವಣಿದಾರ,,,,,,,
,,Illustration table,,ಸಚಿತ್ರ ವಿವರಣಪಟ್ಟಿ,,,,,,,
,,Illustrating provisions,,ಉಪಬಂಧಗಳನ್ನು ವಿವರಿಸುವುದು,,,,,,,
,,Immediate printing,,ತತ್‌ಕ್ಷಣ ಮುದ್ರಣ,,,,,,,
,,Implementation,,ಜಾರಿಗೆ ತರುವುದು,,,,,,,
,,Imposing ban,,ಬಹಿಷ್ಕಾರ ವಿಧಿಸುವುದು,,,,,,,
,,Imposing condition,,ಷರತ್ತು ವಿಧಿಸುವುದು,,,,,,,
,,Impugned government order (G.O.),,ಆಕ್ಷೇಪಿತ ಸರ್ಕಾರಿ ಆದೇಶ (ಸ.ಆ),,,,,,,
,,Incentive bonus,,ಪ್ರೋತ್ಸಾಹಕ ಬೋನಸ್ಸು,,,,,,,
,,Incidence of tax,,ಕರಭಾರ; ತೆರಿಗೆಯ ಹೊರೆ,,,,,,,
,,Incidental charges,,ಪ್ರಾಸಂಗಿಕ ವೆಚ್ಚಗಳು,,,,,,,
,,Inclusive of interest,,ಬಡ್ಡಿಯನ್ನು ಒಳಗೊಂಡು,,,,,,,
,,Inclusive of publicity and transport expenditure,,ಪ್ರಚಾರ ಮತ್ತು ಸಾಗಣೆ ವೆಚ್ಚಗಳನ್ನು ಒಳಗೊಂಡು,,,,,,,
,,Income statement i,,ವರಮಾನ ವಿವರಣ ಪತ್ರ,,,,,,,
,,Income tax act,,ವರಮಾನ ತೆರಿಗೆ ಅಧಿನಿಯಮ,,,,,,,
,,Income tax assessment,,ವರಮಾನ ತೆರಿಗೆ ನಿರ್ಧಾರಣ,,,,,,,
,,Income tax benefits,,ವರಮಾನ ತೆರಿಗೆ ಪ್ರಯೋಜನಗಳು,,,,,,,
,,Income tax certificates,,ವರಮಾನ ತೆರಿಗೆ ಪ್ರಮಾಣಪತ್ರಗಳು,,,,,,,
,,Income tax deduction,,ವರಮಾನ ತೆರಿಗೆ ಮುರಿತ / ಕಡಿತ,,,,,,,
,,Income tax exemption,,ವರಮಾನ ತೆರಿಗೆ ವಿನಾಯಿತಿ,,,,,,,
,,Income tax refund order,,ವರಮಾನ ತೆರಿಗೆ ಮರುಪಾವತಿ ಆದೇಶ,,,,,,,
,,Income tax relief,,ವರಮಾನ ತೆರಿಗೆ ಪರಿಹಾರ,,,,,,,
,,Incorporating the family planning symbol,,ಕುಟುಂಬ ಯೋಜನಾ ಸಂಕೇತವನ್ನು ಸೇರಿಸುವುದು,,,,,,,
,,Increasing expenditure on development programmes,,ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯಕ್ರಮಗಳ ವೆಚ್ಚವನ್ನು ಹೆಚ್ಚಿಸುವುದು,,,,,,,
,,Increasing the sales,,ಮಾರಾಟವನ್ನು ಹೆಚ್ಚಿಸುವುದು,,,,,,,
,,Incriminate,,ತಪ್ಪು ಹೊರಿಸು; ಆಪಾದಿಸು,,,,,,,
,,Indent officer,,ಕೋರಿಕೆ ಅಧಿಕಾರಿ,,,,,,,
,,Indemnity against loss,,ನಷ್ಟದ ವಿರುದ್ಧ ಪರಿಹಾರ,,,,,,,
,,Indemnity bond,,ನಷ್ಟ ಭರ್ತಿ ಬಂಧಪತ್ರ,,,,,,,
,,Indian currency,,ಭಾರತೀಯ ಚಲಾವಣೆ,,,,,,,
,,Indian succession act,,ಭಾರತ ಉತ್ತರಾಧಿಕಾರ ಅಧಿನಿಯಮ,,,,,,,
,,Individual account,,ವೈಯಕ್ತಿಕ ಖಾತೆ,,,,,,,
,,Individual adult holder of certificate,,ಪ್ರತ್ಯೇಕ ವಯಸ್ಕ ಪ್ರಮಾಣಪತ್ರಧಾರಕ,,,,,,,
,,Individual case,,ಪ್ರತ್ಯೇಕ ಸಂದರ್ಭ/ ಪ್ರಕರಣ,,,,,,,
,,Individual deposits,,ವೈಯಕ್ತಿಕ ಠೇವಣಿಗಳು,,,,,,,
,,Individual investments,,ವೈಯಕ್ತಿಕ ಹೂಡಿಕೆಗಳು,,,,,,,
,,Individual nominees,,ಪ್ರತ್ಯೇಕ ನಾಮನಿರ್ದೇಶಿತರು,,,,,,,
,,Individual running ledger account (IRLA) payment system,,ವೈಯಕ್ತಿಕ ಚಾಲ್ತಿಖಾತೆ ಲೆಕ್ಕ (ವೈ.ಚಾ.ಖಾ.ಲೆ.) ಸಂದಾಯ ಪದ್ಧತಿ,,,,,,,
,,Individual series,,ಪ್ರತ್ಯೇಕ ಶ್ರೇಣಿಗಳು,,,,,,,
,,Individual subscription,,ವೈಯಕ್ತಿಕ ಚಂದಾ,,,,,,,
,,In due course,,ಯಥಾ ಕಾಲದಲ್ಲಿ,,,,,,,
,,Industrial establishment,,ಕೈಗಾರಿಕಾ ಸಂಸ್ಥೆ,,,,,,,
,,Inevitable result,,ಅನಿವಾರ್ಯ ಫಲಿತಾಂಶ,,,,,,,
,,Inflationary pressures,,ಹಣದುಬ್ಬರದ ಒತ್ತಡಗಳು,,,,,,,
,,Information and circulation,,ಮಾಹಿತಿ ಮತ್ತು ಪ್ರಸಾರ,,,,,,,
,,Information and documents,,ಮಾಹಿತಿ ಮತ್ತು ದಸ್ತಾವೇಜುಗಳು,,,,,,,
,,Information in duplicate,,ದ್ವಿಪ್ರತಿಗಳಲ್ಲಿ ಮಾಹಿತಿ,,,,,,,
,,Information paper,,ಮಾಹಿತಿ ಪತ್ರಿಕೆ,,,,,,,
,,Infringement,,ಉಲ್ಲಂಘನೆ; ಅತಿಕ್ರಮಣ; ಮೀರುವುದು,,,,,,,
,,Ingenious and brand-new ways,,ಚತುರ ಹಾಗೂ ಅತಿನವೀನ ಮಾರ್ಗಗಳು,,,,,,,
,,Initial account,,ಆರಂಭದ ಖಾತೆ,,,,,,,
,,Inspection of accounts,,ಲೆಕ್ಕಪತ್ರಗಳ -ತಪಾಸಣೆ,,,,,,,
,,Institutional funds,,ಸಾಂಸ್ಥಿಕ ನಿಧಿಗಳು,,,,,,,
,,Instrument,,1. ಉಪಕರಣ; ಸಾಧನ ಸಲಕರಣೆ 2. ಲಿಖಿತಪತ್ರ; ದಸ್ತಾವೇಜು,,,,,,,
,,Insurance and pension funds,,ವಿಮೆ ಮತ್ತು ನಿವೃತ್ತಿ ವೇತನ ನಿಧಿಗಳು,,,,,,,
,,Insurance fund,,ವಿಮಾ ನಿಧಿ,,,,,,,
,,Insurance premium,,ವಿಮಾ ಕಂತು,,,,,,,
,,Insurance scheme rules,,ವಿಮಾ ಯೋಜನೆ ನಿಯಮಗಳು,,,,,,,
,,Integrated training course,,ಸಂಯೋಜಿತ ತರಬೇತಿ ವ್ಯಾಸಂಗಾವಧಿ,,,,,,,
,,Intensification of small savings,,ಸಣ್ಣ ಉಳಿತಾಯಗಳ ತೀವ್ರೀಕರಣ,,,,,,,
,,Intensive efforts,,ತೀವ್ರ ಪ್ರಯತ್ನಗಳು,,,,,,,
,,Interest and sundry receipts,,ಬಡ್ಡಿ ಮತ್ತು ವಿವಿಧ ರಸೀದಿಗಳು,,,,,,,
,,Interest at higher rate,,ಹೆಚ್ಚಿನ ದರದಲ್ಲಿ ಬಡ್ಡಿ,,,,,,,
,,Interest at post office,,ಅಂಚೆ ಕಚೇರಿಯ ಬಡ್ಡಿ,,,,,,,
,,Interest due,,ಬಾಕಿ ಇರುವ ಬಡ್ಡಿ,,,,,,,
,,Interest warrant,,ಬಡ್ಡಿ ವಾರಂಟು / ಅಧಿಪತ್ರ,,,,,,,
,,Internal working rules,,ಆ೦ತರಿಕ ಕಾರ್ಯನಿಯಮಗಳು,,,,,,,
